label,Anatomy,,,Random_Trees,,,Spectral,,,t-SNE,,,IsomapClustering,Random_TreesClustering,SpectralClustering,t-SNEClustering,LouvainClustering
4384,-6.31058,-2.88514,-14.80253,13.93293,0.33697,0.01483,-0.0,-0.0,-0.0,-9.119,-12.21601,6.38602,3,2,2,1,4
5756,-0.59774,-0.96115,-0.69292,14.07186,-0.05894,0.05267,2.5208268345034704e+67,3.2505260867663713e+68,1.9942945445485294e+71,-4.36002,-7.17141,-19.03757,3,2,2,5,2
218,-7.23457,-3.20421,-17.14216,13.37455,-0.01331,-0.32587,-0.0,-0.0,-0.0,-21.25569,6.72992,-2.88728,3,2,2,1,3
5714,-11.40545,-4.67829,-27.96615,14.07086,-0.0574,0.03326,-0.0,0.0,0.0,7.27877,6.08069,-2.28642,3,2,2,1,2
8192,-0.23137,-0.84017,0.19542,14.00105,-0.0477,0.05419,3.1956538286688163e+61,4.94611556004769e+62,3.3488442019832443e+65,-3.24882,1.44809,-17.2126,3,2,1,1,3
2149,-20.3891,-10.00864,-43.41598,13.85988,-0.08598,0.15802,0.0,0.0,0.0,-12.76097,0.75701,4.72403,3,2,1,1,2
142,-0.39467,-0.89406,-0.20035,14.00072,-0.07674,-0.08285,-2.3088993216628458e+64,-3.715659894908488e+65,-2.3649235226128166e+68,3.07931,-12.32319,13.38406,3,2,1,2,2
3116,-37.75008,-127.00019,766.5686,13.72175,-0.03269,0.17197,-0.0,-0.0,-0.0,-2.024,-7.20252,11.30089,2,2,2,2,2
7157,-8.80055,-3.75089,-21.15283,13.79154,-0.07569,0.18036,0.0,0.0,0.0,-2.73984,5.55398,-8.20301,3,2,1,1,2
4259,-19.64625,69.3613,-42.82341,13.93516,0.01212,0.53821,0.0,0.0,0.0,-8.74851,-10.52288,-1.83725,3,2,2,16,2
526,-41.01232,-125.01813,724.59666,13.86514,0.09532,0.34138,-0.0,-0.0,-0.0,-3.74576,-9.86518,8.80677,1,2,1,1,2
1319,-14.84177,-26.35178,-38.4718,13.51175,-0.12001,0.11697,-0.0,0.0,0.0,-10.14742,-3.84236,-6.92023,3,2,2,2,2
6182,-1.57522,-14.70586,89.88437,14.07221,-0.02614,0.12074,1.0328922600868864e+45,5.22748852865353e+45,2.1040019560141153e+48,-9.78743,-1.50789,4.90026,3,2,1,2,2
5645,-5.23995,-2.51847,-12.1144,13.92865,-0.10445,-0.11833,-0.0,0.0,0.0,4.95909,-8.23152,-18.47278,3,2,1,2,6
2460,-10.41312,-4.3222,-25.34837,14.07121,-0.10686,-0.11959,0.0,0.0,0.0,7.99383,21.99375,3.82106,2,2,2,2,2
476,-21.70115,-8.67597,-57.20051,13.65001,-0.08405,0.14426,0.0,0.0,0.0,-8.14549,-10.55788,-7.2217,3,2,1,2,5
519,-17.15768,-6.81881,-43.76847,13.44529,-0.08322,0.40061,-0.0,0.0,0.0,-5.09631,18.78812,-4.46189,6,2,1,1,5
1149,-17.86558,-8.7453,-43.69056,14.07046,-0.1012,-0.0367,-0.0,-0.0,-0.0,-1.16219,-2.54648,-12.05585,3,2,2,1,4
4717,-14.65083,-35.46552,-49.7992,13.3728,0.04006,0.82429,-0.0,-0.0,-0.0,6.39114,6.70984,7.41816,3,2,2,1,2
7564,-17.3314,-6.88567,-44.2643,13.51234,0.38738,0.4013,0.0,-0.0,-0.0,10.16272,-9.91595,-16.76672,3,2,2,15,2
2051,-17.68402,66.42956,-37.60254,13.79373,0.30799,0.20827,0.0,0.0,0.0,-9.4262,-9.66553,-1.37013,1,2,2,1,2
7388,-9.15489,-3.88391,-22.02075,13.86117,-0.09721,-0.13563,-0.0,0.0,0.0,-0.06362,9.88859,10.55794,3,2,2,1,3
429,-28.24057,-30.69589,-76.20603,13.37947,0.12835,1.37414,0.0,0.0,0.0,-6.74535,9.86541,-3.88493,3,2,2,1,2
1830,-15.957,-6.36046,-40.3734,13.72509,0.12041,0.96424,-0.0,-0.0,-0.0,14.3749,11.98991,-7.16237,3,2,1,2,4
1733,-35.83252,-50.92333,196.10482,13.51317,0.06737,0.70413,-0.0,-0.0,-0.0,-9.60272,-6.55692,8.1715,1,2,2,1,2
2969,-14.81412,-5.93007,-37.19158,13.7211,-0.0717,0.19485,-0.0,-0.0,-0.0,-3.50431,-0.63404,-7.82015,3,2,2,1,2
3762,3.04433,0.23203,8.08078,14.06975,-0.09762,-0.04795,7.536248097761467e+19,3.5163363575664505e+19,2.0757710688853187e+22,-6.99659,-0.83542,-4.85144,1,2,2,1,3
3198,-1.10463,-1.12895,-1.9246,14.14056,-0.07877,-0.05902,-6.738903630122612e+76,1.1321700268241104e+77,6.183732006937341e+79,-8.49458,-20.31168,-0.01075,1,2,1,1,3
3570,-4.40796,-2.23565,-10.0411,13.86123,-0.05642,-0.08066,-1.6183853772702106e+138,3.26524958960596e+138,6.399655361624463e+140,2.54679,6.42707,1.14426,3,2,1,2,4
752,-54.69309,-308.47573,1870.77138,13.58179,-0.04544,0.60635,0.0,0.0,0.0,-1.63721,-10.04255,10.5705,3,2,1,1,2
4639,-21.36173,-13.8907,-21.61553,13.85898,-0.12119,0.11604,0.0,-0.0,-0.0,-7.38895,-3.04115,11.82218,3,2,2,1,2
959,-17.47436,-32.04726,-12.98478,13.51555,0.1085,0.92275,-0.0,0.0,0.0,-12.70404,-3.41828,3.02224,3,2,2,1,2
4400,-0.7128,-0.99919,-0.97222,14.07413,0.03047,0.379,-6.869845779664733e+69,5.47643133767886e+70,3.227452259397542e+73,-3.87386,-2.27243,3.67032,3,2,2,1,2
317,-13.84341,-5.56887,-34.52541,13.50881,0.01298,0.46985,-0.0,-0.0,-0.0,7.30039,1.62032,-16.52858,1,2,2,1,4
1310,-15.49544,-6.18597,-39.0827,13.71994,-0.09451,-0.05413,0.0,0.0,0.0,-11.80116,1.09321,17.99214,3,2,2,2,5
2588,-4.84452,-6.48984,-34.09525,13.86182,0.00082,0.31153,0.0,-0.0,-0.0,10.23398,0.49428,8.6416,1,2,2,1,4
6179,-14.39439,-5.77341,-36.03473,13.86329,-0.12218,-0.5313,-0.0,-0.0,-0.0,3.37734,1.89631,2.91824,3,2,1,1,3
1148,3.75606,0.41134,9.52415,14.06914,-0.09377,-0.07702,-190604800.53836,409228886.93565,283934898025.68097,-1.75931,1.40528,-3.18084,3,2,2,1,4
1801,-53.09702,-36.69052,-106.85321,13.44751,0.14698,1.28257,0.0,0.0,0.0,-6.99802,1.78848,-7.11698,3,2,2,1,2
1878,-12.52054,-5.25671,-32.50778,13.85993,-0.07354,0.27647,0.0,-0.0,-0.0,-12.03608,7.12077,0.43744,2,2,2,2,4
6108,0.07368,-0.73961,0.93391,14.00388,0.01883,0.07576,2.595303324626399e+58,-5.100213150852106e+58,-1.7785129363246354e+61,-21.64662,-3.53719,2.50896,3,2,1,2,3
3173,-35.95931,-19.0821,-80.70153,13.58288,0.04784,0.90149,0.0,0.0,0.0,-2.64961,-4.69746,13.49049,3,2,1,2,2
2459,-12.77141,-5.17442,-31.6179,13.86479,0.09942,0.64233,0.0,-0.0,-0.0,13.33237,-12.96457,-1.70601,3,2,2,1,4
2153,-62.44685,-28.85976,-254.99446,12.53373,0.49025,0.33574,-0.0,-0.0,-0.0,-3.18147,-13.41308,-3.70964,3,2,1,2,3
4878,-40.3732,-22.54989,-100.40008,13.30718,0.1106,0.68031,0.0,0.0,0.0,9.23117,5.43146,-6.2971,3,2,1,2,4
1245,-9.92645,-4.14884,-24.07476,13.64958,-0.12929,0.22623,0.0,0.0,0.0,13.74884,-7.67334,-14.0663,3,2,1,1,5
246,-106.26858,-467.51341,3009.28844,13.72337,-0.00182,0.68788,0.0,-0.0,-0.0,-2.58529,-8.11484,10.45378,3,2,2,1,2
3761,-11.6946,-4.78272,-28.73439,13.93058,-0.06859,0.17337,0.0,-0.0,-0.0,-7.89075,-18.81466,-7.61886,3,2,1,1,2
7827,0.51682,-0.59383,2.00495,14.14056,-0.07877,-0.05902,-2.677977604696622e+51,2.599664339343794e+51,1.5735541233562993e+54,-4.95318,6.46321,19.81438,1,2,2,13,3
8000,-3.19945,-1.83236,-6.99304,14.00056,-0.03668,0.04159,4.268406014634969e+115,3.018589760007142e+115,6.538648389780106e+117,0.32152,12.37692,-4.10251,3,2,1,1,3
2528,15455.06471,65.73802,162.34755,10.84463,1.96631,-0.82894,0.0,-0.0,-0.0,-11.08012,-5.04748,-4.30671,3,2,1,1,3
6548,-41.6294,-23.10411,-96.78843,13.72065,-0.07501,0.43286,-0.0,0.0,0.0,6.24032,8.36891,2.78589,3,2,2,1,2
480,-15.27908,-5.73286,-38.6392,13.65233,-0.08928,0.19566,-0.0,-0.0,-0.0,-2.81891,10.19677,9.23459,3,2,2,1,2
4755,-37.9071,-48.96494,161.91894,13.36991,0.14271,0.77212,0.0,0.0,0.0,8.03822,1.58606,12.19739,3,2,1,1,2
4069,-0.34031,-0.87611,-0.06856,13.86679,2.21155,-0.60692,1.903980605226375e+64,9.293401798898985e+64,5.57338724302491e+67,-1.81643,-3.53894,-3.8269,3,2,1,1,3
1884,-6.54739,-2.96668,-15.40036,14.14056,-0.07877,-0.05902,0.0,-0.0,-0.0,-3.51776,8.88932,14.15063,3,2,1,1,3
4532,-52.43837,-157.57259,896.00167,13.64819,-0.02451,0.51189,0.0,-0.0,-0.0,0.90428,-8.56599,-5.96391,2,2,2,2,2
2030,-49.33842,47.92091,-169.16316,13.16034,0.28732,-0.65742,-0.0,-0.0,-0.0,14.66276,2.49539,-3.41532,3,2,2,1,3
1354,-52.03059,112.69003,-123.584,13.10027,1.07101,-0.31949,0.0,0.0,0.0,14.46805,0.93586,2.57952,3,2,1,1,2
2194,-16.32128,-8.587,-30.08915,13.71785,-0.157,0.10756,0.0,0.0,0.0,-8.15422,4.90639,7.8056,3,2,1,1,2
4138,-7.25992,-11.9313,-12.16773,14.00083,-0.10208,0.08228,-0.0,0.0,0.0,-3.34362,3.11104,-4.99956,3,2,1,1,5
4263,-19.64785,-7.7908,-50.99279,13.72569,0.14613,0.71188,0.0,0.0,0.0,-1.18968,0.18391,-5.29164,3,2,2,1,2
2680,-10.96869,-4.52112,-26.81046,13.58323,-0.00726,0.2996,0.0,0.0,0.0,0.05828,-9.88888,0.25288,3,2,1,2,4
910,-41.29101,-20.20648,-115.64075,13.09227,0.05843,0.53847,-0.0,-0.0,-0.0,0.35278,-12.6354,2.86867,3,2,2,2,5
1681,0.4667,-8.47564,-67.11922,13.79353,0.43545,-0.4473,0.0,0.0,0.0,5.35502,-3.08484,6.59868,3,2,2,1,4
3784,-28.18602,41.06425,-72.8717,13.36956,-0.14006,-0.09157,0.0,-0.0,-0.0,-8.73088,-9.34925,-2.664,3,2,2,1,3
4856,-4.80491,-2.37036,-11.02866,14.07032,-0.07388,-0.04287,-0.0,-0.0,-0.0,-5.76979,0.66982,4.92143,3,2,2,2,4
619,-15.0228,-6.00824,-37.76904,13.72242,-0.07585,0.60532,-0.0,-0.0,-0.0,0.32749,6.3249,-8.90106,1,2,2,1,2
7138,-7.53344,-3.2913,-18.1959,13.79369,-0.03045,-0.18853,0.0,0.0,0.0,0.05088,4.90209,2.14881,3,2,1,1,5
1264,56.92473,-51.04861,-154.44476,12.46734,2.45398,0.37336,0.0,0.0,0.0,-3.96178,2.08228,-7.73094,3,2,2,1,2
6597,-39.06426,-17.566,-118.33776,13.44361,1.51464,-0.484,0.0,0.0,0.0,5.1209,-8.27192,-11.8342,3,2,1,1,3
4349,0.13916,-0.82698,0.48261,13.93175,-0.01298,0.03546,-1.597485730074358e+50,2.6541743968206177e+50,1.7976005043039693e+53,15.3017,-5.66489,3.90879,3,2,1,1,2
1997,-17.0771,-6.78785,-43.5389,13.72116,-0.14625,0.42159,-0.0,0.0,0.0,1.55195,1.77857,7.3915,3,2,2,1,2
1767,-48.08328,-145.62279,851.34104,13.51569,0.0854,0.72242,0.0,0.0,0.0,-1.29511,-7.78332,7.70786,1,2,2,1,2
3403,-19.58546,-17.46611,-42.08255,13.72586,-0.0395,0.03109,0.0,-0.0,-0.0,4.39441,-14.17817,-2.40919,3,2,1,1,2
1441,-18.58558,-7.70469,-50.92098,13.57975,-0.04772,0.24735,-0.0,-0.0,-0.0,-11.12913,7.37538,-0.3531,3,2,2,1,4
731,-14.36767,-6.60976,-33.20441,13.86235,-0.05478,0.34471,0.0,0.0,0.0,-3.19759,5.90596,-6.0275,3,2,1,1,2
512,-18.77623,-7.46827,-48.33282,13.65444,0.08673,0.30045,-0.0,-0.0,-0.0,-4.64573,15.66614,-1.53119,1,2,2,1,6
3899,-34.47003,-14.5347,-100.63425,13.3784,2.43542,0.18914,0.0,0.0,0.0,-10.35697,-3.79716,-0.685,2,2,2,2,2
5801,-13.78543,-5.54741,-34.36716,14.00405,0.0069,0.17681,-0.0,0.0,0.0,8.48905,2.48309,0.97107,3,2,1,1,5
1300,24.76424,-13.37638,-50.69719,13.1589,0.12233,0.50902,0.0,-0.0,-0.0,10.61339,0.32641,8.97708,3,2,1,2,4
1787,-13.12159,-5.30277,-32.56354,13.85829,-0.09568,-0.07885,-0.0,-0.0,-0.0,-20.34289,6.02706,9.30808,3,2,2,1,4
4212,-3.24891,59.55036,-41.80176,13.7913,-0.02786,0.10172,0.0,0.0,0.0,-8.29194,-10.07712,-0.18995,3,2,2,1,5
1410,-18.36614,-7.28681,-47.24251,13.51243,-0.05148,0.39018,0.0,0.0,0.0,2.09113,12.60117,-17.68607,3,2,2,1,2
3718,-14.07856,-5.65601,-35.16829,13.79267,-0.09052,0.38461,-0.0,-0.0,-0.0,1.16528,-10.82149,-5.36448,3,2,1,2,5
611,-10.99621,-4.531,-26.8831,13.93134,0.01711,0.33627,0.0,-0.0,-0.0,1.84773,-20.98456,-8.4897,1,2,2,1,4
2726,-13.61119,-5.48303,-33.89236,13.65593,0.09397,0.82127,-0.0,-0.0,-0.0,8.291,2.50915,2.07314,1,2,1,1,5
7660,-6.24357,-2.8621,-14.63358,13.79072,-0.09838,0.23924,0.0,0.0,0.0,-3.79565,1.58117,-5.39848,3,2,1,2,3
1322,-14.28392,-6.41003,-35.18449,13.92898,-0.10385,-0.08239,0.0,-0.0,-0.0,-1.1539,-2.43723,-14.38191,3,2,2,2,3
1158,-26.27341,-10.53352,-71.59141,13.3041,-0.08366,-0.17361,-0.0,0.0,0.0,17.08687,-4.54917,-3.04052,3,2,2,1,5
5260,-15.63064,-7.29533,-35.88158,13.7229,-0.05666,0.52828,0.0,0.0,0.0,-5.34309,0.44521,-7.89613,3,2,2,1,2
1799,-7.84778,-3.41737,-18.70562,13.86053,-0.01098,0.20138,0.0,0.0,0.0,-11.0247,-11.00918,9.25665,3,2,2,1,4
1232,-1.99222,-1.42397,-4.08933,13.8614,-0.06769,0.15029,-3.814886814174326e+92,-4.00825162443818e+92,-2.19788943735901e+95,7.93255,16.34422,-10.42404,3,2,2,1,2
1241,-41.32095,-39.29931,-10.78696,13.5829,-0.08852,0.65345,0.0,-0.0,-0.0,-11.62701,4.65847,3.61624,1,2,2,1,2
1115,-14.29673,1499.72162,214.33341,14.0015,-0.06377,-0.05534,-1.9863192050818745e+84,-5.109051046183518e+84,-8.607897832091444e+86,0.55145,-15.52471,-5.55443,3,2,2,1,2
1730,5.39213,-21.89569,-70.33533,13.72673,0.13682,0.50449,0.0,-0.0,-0.0,8.81371,-0.71628,9.47468,1,2,1,9,2
2693,-16.95739,-6.35212,-41.90664,14.00104,-0.06782,0.10556,-0.0,-0.0,-0.0,-1.90098,3.73279,9.60741,3,2,2,1,2
3265,-10.21555,-3.2961,-26.2743,13.99945,-0.08655,-0.04881,0.0,-0.0,-0.0,-0.82996,10.31065,-8.34846,3,2,1,1,6
3242,-15.00396,9.34873,-36.53969,13.92869,-0.07813,-0.0301,-0.0,-0.0,-0.0,9.13849,-1.6305,-9.37603,3,2,2,1,5
6216,-19.59331,-7.44933,-49.84427,13.50971,-0.09446,-0.18188,-0.0,-0.0,-0.0,-11.34696,3.6554,-2.04516,3,2,2,1,3
7713,-6.84892,-3.07073,-16.16336,14.00219,-0.01214,-0.01134,0.0,0.0,0.0,8.60996,-5.11256,-18.25613,3,2,1,1,3
1642,-31.92758,-13.31123,-92.01918,13.86121,-0.01993,0.25436,-0.0,-0.0,-0.0,-9.00787,1.44838,-3.13507,3,2,1,1,2
2299,-5.28302,-2.53316,-12.22209,13.86171,-0.06639,-0.26843,0.0,0.0,0.0,1.62039,14.65542,-10.65421,1,2,2,1,3
2971,-13.95983,-5.61198,-34.84346,13.93388,0.05628,0.57134,0.0,-0.0,-0.0,4.30528,-10.18922,-13.88728,3,2,1,1,2
862,-29.77303,-12.08589,-83.41097,13.71887,-0.05928,0.24774,0.0,0.0,0.0,-6.07272,5.28042,-0.35388,3,2,1,1,2
6575,-13.63348,-5.89096,-33.86014,13.79243,-0.01059,0.61016,-0.0,-0.0,-0.0,-5.89351,-7.27847,9.94895,3,2,1,1,2
4573,-11.81345,-4.97998,-28.66986,13.51469,-0.03717,0.15144,0.0,-0.0,-0.0,4.11228,11.18729,1.67347,3,2,1,3,2
121,-22.20807,-11.01622,-42.67482,13.65026,0.07002,0.4515,-0.0,0.0,0.0,14.4699,0.88571,2.013,2,2,2,2,4
3030,-11.05745,-4.55301,-27.04487,13.7218,-0.08589,-0.25346,-0.0,0.0,0.0,-19.06103,6.42364,2.99706,3,2,1,1,2
778,8.74899,-9.38979,-92.09674,13.23303,0.0068,0.26618,-0.0,-0.0,-0.0,9.57194,5.8499,-7.53935,3,2,2,1,4
7526,-2.37628,-1.55214,-5.02942,14.0717,-0.06144,-0.16501,-4.829494181704543e+99,-3.3390144898806973e+99,-1.4966248431861084e+102,-4.13226,-1.35458,-3.33488,3,2,2,1,3
3194,-11.69277,-5.16408,-32.57685,13.72645,0.03473,-0.00656,0.0,0.0,0.0,12.87195,1.78454,-8.87134,1,2,2,7,4
4767,34.5524,-8.45262,-28.19819,13.7258,2.27287,-0.34124,0.0,0.0,0.0,10.74838,-0.02518,6.97478,3,2,1,2,4
6026,-12.39604,-5.03737,-30.60861,14.14056,-0.07877,-0.05902,0.0,-0.0,-0.0,3.48799,1.79408,-2.69536,3,2,1,1,2
146,-26.04995,-10.48684,-70.83046,13.72831,1.56881,-0.59615,0.0,0.0,0.0,-10.63106,8.60806,-2.70022,2,2,2,2,4
3708,-12.55642,-5.09586,-31.03931,13.86282,0.02246,0.57245,0.0,0.0,0.0,5.02207,-8.21408,-3.86111,3,2,1,1,4
2191,-15.23803,58.8598,-28.4607,13.58368,0.00858,0.95807,-0.0,0.0,0.0,0.46839,-13.51794,-3.19909,2,2,2,2,5
2941,-9.71667,-4.07437,-23.52778,13.72696,0.22369,1.11334,-0.0,-0.0,-0.0,5.57634,0.41152,-5.01513,3,2,1,2,4
7474,-8.47087,-3.63515,-20.30349,13.58171,-0.13439,-0.44799,-0.0,-0.0,-0.0,-17.43106,2.08373,-7.28378,3,2,2,1,3
817,-13.68313,61.21259,-82.49232,13.37322,0.40344,0.40428,0.0,-0.0,-0.0,-8.3543,-0.24458,-10.41246,3,2,2,1,2
6809,-25.48256,-76.53769,246.04006,13.652,0.01756,0.52529,0.0,0.0,0.0,2.86746,-13.96224,7.76958,3,2,2,1,2
2984,-18.62084,-19.16072,35.19184,13.72409,0.57174,0.43798,0.0,0.0,0.0,-4.61673,-10.19605,8.16256,3,2,1,2,2
2727,-4.07919,-2.12438,-9.22536,13.8615,-0.06232,0.04871,-7.029030447111867e+130,5.8036742531177645e+130,4.268796096044351e+133,4.48031,-5.04746,-4.76965,3,2,2,1,3
4456,-23.64775,-9.85293,-60.47121,14.0023,-0.04453,0.14046,0.0,0.0,0.0,1.81011,-2.89752,8.20145,2,2,2,2,2
300,-30.36878,-13.05281,-87.47408,13.30198,-0.00886,0.16284,-0.0,0.0,0.0,-10.22194,-3.74526,-6.85696,3,2,2,2,4
8124,-0.62169,-0.96907,-0.75105,14.07116,-0.06907,0.09145,2.10371771420171e+68,2.5205437725846885e+69,1.1483289335387628e+72,-12.1569,-0.36864,-14.23757,3,2,2,2,5
597,86.2253,-19.45777,-147.21711,13.30411,0.01865,0.16179,-0.0,-0.0,-0.0,-11.14638,-6.37869,-3.27642,3,2,2,1,4
2326,-27.17147,-13.54009,-66.17248,13.5879,0.18571,1.34318,0.0,-0.0,-0.0,-6.30405,-8.15844,5.38047,3,2,1,1,2
2167,7.15147,-28.04828,10.00699,13.65311,0.05419,0.76955,-0.0,-0.0,-0.0,6.62886,-1.3836,10.50514,1,2,2,1,2
4881,-31.27217,-16.99331,-63.63957,13.93224,-0.07295,0.31387,0.0,-0.0,-0.0,-13.23818,-2.05634,2.71316,3,2,1,1,2
653,-19.40152,42.74874,-42.41143,13.51316,0.05559,0.2072,0.0,-0.0,-0.0,3.199,-11.26265,-8.30289,3,2,1,1,4
7047,-5.11246,-2.47502,-11.79585,14.0019,-0.01987,-0.21671,-0.0,-0.0,-0.0,-12.40681,-3.96268,-17.781,3,2,2,1,4
2199,-29.68162,-32.2303,39.72704,13.72311,0.0376,0.77139,-0.0,-0.0,-0.0,-13.41758,-4.67529,-1.10631,3,2,1,2,2
1467,-12.08444,-7.99669,-16.94469,14.14056,-0.07877,-0.05902,-0.0,-0.0,-0.0,-11.10314,-5.15445,2.81603,3,2,2,1,2
3256,-14.47564,-5.84773,-36.24482,13.79196,0.06927,0.30122,-0.0,-0.0,-0.0,7.23664,-8.07935,2.07554,3,2,2,1,2
6020,-6.22001,-2.854,-14.57421,14.07237,-0.07299,0.11973,0.0,-0.0,-0.0,0.97459,-5.95812,-0.65841,3,2,2,1,5
4284,-18.43327,-7.31301,-47.43722,13.8637,0.02518,0.54635,0.0,-0.0,-0.0,-17.75796,1.97549,-0.609,3,2,2,1,2
6590,-26.83446,38.06534,-67.93628,13.7873,-0.11702,-0.10409,-0.0,-0.0,-0.0,-5.44242,-6.39176,-4.898,3,2,1,2,3
5794,3.81747,0.48302,9.9308,14.06933,-0.0933,-0.05649,37067897480.04466,766971549806.548,179733504732144.94,-1.46265,4.53187,-4.69869,3,2,1,1,5
4854,32.96186,-15.87312,-137.93275,13.09138,0.31045,-0.52329,0.0,0.0,0.0,2.69112,-6.30924,10.67981,1,2,2,13,3
4295,-13.85794,-5.57424,-34.56507,13.65141,-0.01621,0.23154,0.0,0.0,0.0,-4.43776,-3.24622,6.58017,3,2,2,1,5
2595,-28.9982,-15.92239,-56.13087,13.3759,0.16519,1.30817,-0.0,-0.0,-0.0,-10.40455,-3.84702,-0.74139,3,2,2,1,2
1492,-12.1569,-4.95035,-29.96794,13.79741,0.08703,0.66391,0.0,0.0,0.0,-6.5959,-5.36153,-0.41295,3,2,2,1,2
4995,0.44992,-0.61581,1.84339,14.07123,-0.07523,-0.04099,1.4835926706888638e+51,6.72942178329207e+52,3.0343158629214886e+55,-15.67642,13.14837,9.078,2,2,2,2,3
2247,-17.70483,54.28761,-28.32035,13.93129,-0.01249,0.11473,0.0,0.0,0.0,-0.58618,-12.60647,3.4322,3,2,2,1,5
617,38.72806,-14.26452,-74.45305,13.72186,-0.03482,0.61647,0.0,0.0,0.0,-9.12805,-4.66178,2.57171,1,2,2,1,2
1462,-11.86024,-4.84269,-29.17561,14.06951,-0.09549,-0.06703,0.0,0.0,0.0,8.28261,-6.3985,0.5437,1,2,2,3,3
2713,-58.40124,-31.42904,-239.20865,12.53514,2.47045,-0.40061,-0.0,-0.0,-0.0,-11.49441,-6.90442,-2.87935,3,2,1,1,4
4201,-3.85482,-2.04859,-8.66975,14.07008,-0.09784,-0.04066,5.489773894232914e+126,4.3598735951584627e+126,1.79991877911232e+129,-7.40328,-7.0164,-3.80674,3,2,1,1,5
3115,-14.54747,-5.83046,-36.45594,13.72264,2.21309,-0.54719,-0.0,-0.0,-0.0,0.53714,7.32984,4.00789,3,2,1,1,4
916,-23.89821,-12.94804,-43.34291,13.86105,-0.05027,0.25458,-0.0,0.0,0.0,-10.65149,0.19976,1.58527,3,2,1,1,2
2011,-32.4211,-18.96885,-67.59605,13.51326,0.1881,1.22829,-0.0,-0.0,-0.0,10.90473,-3.25446,10.71838,3,2,2,1,2
1321,-29.97946,-12.11947,-84.16244,13.58044,-0.04093,0.15591,-0.0,0.0,0.0,-9.78822,11.75568,2.7558,3,2,1,1,4
5003,-5.92256,-2.75189,-13.82556,14.07137,-0.08306,-0.11482,0.0,-0.0,-0.0,-19.28578,-4.42024,2.50849,2,2,2,2,5
1423,-35.11462,-107.18473,628.39111,14.00211,-0.06182,0.04752,-0.0,-0.0,-0.0,-4.42443,-10.38014,8.09329,3,2,1,2,2
1461,-10.19504,-4.24441,-24.77683,13.65425,-0.03543,0.52971,0.0,0.0,0.0,1.59781,2.96657,18.69888,3,2,2,1,2
1829,-60.70988,-16.85125,275.38097,13.08894,-0.02061,0.45281,-0.0,-0.0,-0.0,-9.66229,-6.56038,8.09964,3,2,1,2,2
1095,-15.42832,-7.106,-33.90079,13.72106,-0.06299,-0.08298,0.0,-0.0,-0.0,-12.45423,1.14823,5.27948,3,2,2,1,2
3809,-34.76294,-16.8918,-91.57187,13.1659,2.13453,-0.16029,-0.0,-0.0,-0.0,-12.56951,3.43572,2.78572,3,2,2,1,2
6351,-42.41567,-215.87494,1250.1769,13.72254,0.03783,0.79086,-0.0,-0.0,-0.0,-9.655,-6.58778,8.11075,3,2,1,1,2
1296,-12.17654,-4.98607,-30.07494,13.72323,0.14005,0.71578,0.0,0.0,0.0,-0.49915,7.47187,-1.48385,3,2,2,1,4
3296,-13.97855,-5.60258,-35.13136,13.65697,0.11656,0.65444,0.0,-0.0,-0.0,3.17727,6.93315,-0.86559,3,2,1,2,2
4722,-84.32499,-365.00944,2368.09458,13.58047,0.0314,0.31452,0.0,0.0,0.0,-1.97219,-8.69086,9.9057,3,2,1,1,2
97,-26.30987,-10.84498,-75.20617,13.30135,-0.08883,-0.37549,0.0,0.0,0.0,11.52784,-4.76415,-5.71271,2,2,2,2,6
4487,-7.78219,-3.39451,-18.53795,13.93223,-0.04608,0.0505,-0.0,0.0,0.0,6.111,-2.17722,-4.70043,3,2,2,1,4
1412,-22.29815,-9.00119,-59.67705,13.65663,0.09642,0.32196,0.0,0.0,0.0,-7.99913,10.98602,-1.70955,3,2,2,1,4
1732,-17.2638,-6.85964,-44.07121,13.38077,2.5127,0.46168,-0.0,-0.0,-0.0,-1.79278,1.22817,-9.72049,3,2,2,1,4
7504,-21.83033,-49.45548,536.65122,13.45036,0.32042,1.29615,0.0,0.0,0.0,-9.98169,-6.88663,8.20576,3,2,2,1,2
4183,-14.12466,-5.67312,-35.29456,13.86109,-0.16796,-0.31053,0.0,0.0,0.0,-0.78233,1.6593,5.35859,3,2,1,1,3
4715,-2.11547,-1.46507,-4.39078,13.71951,-0.04849,0.10901,-1.56108793177512e+94,3.6214292647262426e+94,1.711290506989926e+97,3.81244,-6.34101,4.85981,3,2,1,1,4
4324,-13.68615,-5.51071,-34.0965,13.37498,0.22477,0.96669,-0.0,-0.0,-0.0,4.10443,-3.06895,-4.49678,1,2,2,2,4
1069,-15.60313,-7.34049,-34.99286,13.58829,0.1458,1.33771,0.0,0.0,0.0,-10.97233,-5.93586,3.33695,3,2,2,1,2
3836,-25.22395,-8.22551,-72.35013,13.23522,2.33112,-0.0719,-0.0,-0.0,-0.0,8.0086,6.55348,9.60193,3,2,2,1,5
7450,-3.66642,-2.59725,-4.97184,13.85775,-0.12874,0.01326,-5.043907739605781e+118,-4.565181439177751e+118,-3.156926050062083e+121,-12.45423,1.14823,5.27948,3,2,1,1,5
4202,-16.38888,-6.48286,-42.43614,13.65486,0.47618,0.06197,0.0,-0.0,-0.0,3.53561,-8.29421,-7.6592,3,2,1,2,5
