label,Anatomy,,,Random_Trees,,,Spectral,,,t-SNE,,,IsomapClustering,Random_TreesClustering,SpectralClustering,t-SNEClustering,LouvainClustering
7154,-32.12611746366025,-19.257353853366205,-51.585920420988984,13.583074470290393,-0.032152480306435166,0.47227324776064916,6.4553286570683806e-21,-1.1619686389000709e-19,-3.6405128865892213e-17,-7.388947,-3.0411496,11.8221855,3,2,2,1,2
4335,-9.358179993699334,-3.9474517372725284,-22.59579154554919,13.932144693002671,-0.06994278113542507,-0.14442550548218377,-5.150614568856684e-20,6.087183504077037e-20,3.5446985312743883e-17,-9.120213,1.9561687,-0.53706443,3,2,1,1,3
1651,0.5025292552051024,-0.5985224745991893,1.970436305231421,13.998163116424413,-0.09560374211105105,-0.08875540131616419,-8.843791931583271e+51,-2.3525763101253775e+52,-1.3180711574068407e+55,9.460164,9.166234,14.010616,3,2,2,1,4
702,-11.778457353062567,-4.813068335968784,-28.957658276935746,13.587533214539553,0.14910382055079205,0.7232883343280386,-1.2088491712101465e-19,-1.0328609543590023e-19,-5.815216200901196e-17,-4.615138,3.6825302,-6.818245,3,2,2,2,5
5064,-9.738408794326924,-4.082080543252487,-23.584396837106844,13.933717779765692,-0.08115585228894934,0.24844838961876772,1.767026836251813e-21,4.713881435316662e-21,3.6427198127794135e-18,-12.622321,13.609515,-14.197843,3,2,1,1,5
1145,-4.137035192387149,-2.1439349986354657,-9.36874984640044,14.000666283340601,-0.07456548564083026,-0.008886853579480533,3.2423153685271372e+131,-1.2715987312122773e+133,-7.588589747833069e+135,-16.279762,17.392143,3.9538922,3,2,2,16,6
8185,-1.708911211843758,-1.3296311515139152,-3.397213951595105,14.14056231605087,-0.07876968735369544,-0.059015124206935915,-3.596952491244045e+85,-1.162491753260535e+87,-9.020206414361556e+89,-6.2226973,-1.697476,5.94586,1,2,2,12,5
5608,-4.844526345631942,-2.3838304941344983,-11.127381828457853,14.000311825699475,-0.07513624561376592,0.008466254636279771,2.0864822884974815e-20,3.3485867395201464e-20,2.465878283143439e-17,3.0615573,-1.6917992,-7.4378777,1,2,2,1,6
437,-15.60376889696648,-6.226838565834183,-39.38491808938306,13.584494877169773,0.5259231115975708,0.3070571537463056,-9.49703438335542e-21,2.681738776960507e-20,1.2710690602421568e-17,15.808428,1.9153545,8.2947235,3,2,2,1,5
5627,-0.16061499281762462,-0.8168291509241061,0.366793732616311,14.000896209049705,-0.09949417268793448,-0.11830313532088635,2.2355256201606443e+61,-2.6135231807265327e+61,-1.8713343431381378e+64,0.47265086,-19.550909,8.41663,3,2,2,1,6
5577,-1.8860711865453323,-1.393248127754571,-3.764698330350423,13.93154160161137,0.38166644511014053,-0.2768420458126145,-1.9552860821505313e+91,-1.2195048800304109e+91,-4.708991542174777e+93,-1.0933313,13.295946,-6.406524,1,2,2,7,6
7837,1.8380704949984763,-0.16099504039281642,5.187286668419585,14.000562341623452,-0.07550993048577831,0.02781842733769753,-8.41058378316562e+33,-8.479758775816868e+33,-4.400135190033045e+36,-4.223123,0.7734447,7.5897627,1,2,2,1,6
6220,-7.216991635909028,-3.1981138923528003,-17.097470170462298,13.933155777368183,-0.07194059653283619,-0.2606432052377361,8.021446713703519e-20,5.338346553105183e-20,6.026775687218368e-17,-3.4673116,-6.5145187,-4.1735168,3,2,2,1,3
2897,-19.992905853524505,-7.329325473857787,-53.285952994526305,13.444412178680157,0.37016231574370306,-0.7610951649657696,1.102633406114054e-20,-3.217025492171359e-20,-1.240988538004198e-17,-1.1030788,-2.6589274,-8.456645,3,2,1,1,6
7311,2.064252590730287,-0.08715519641734863,5.730605887895914,14.14056231605087,-0.07876968735369544,-0.059015124206935915,-7.494998281418919e+30,1.116213844693967e+31,5.263787598910568e+33,-3.1075845,19.733456,7.2529225,3,2,1,2,6
5867,-8.851705008139723,-3.799053661839865,-21.286224936163947,13.930075757779306,-0.11486035694275276,-0.12419030193848243,-9.632379870246678e-20,1.1472530609867034e-19,7.802359289704642e-17,-2.6567209,8.997613,-8.011843,3,2,2,1,6
258,-7.207628192213551,-3.194868439425681,-17.07366870026635,13.86446466157081,0.44304605114523493,-0.23569587555067908,1.0497243731609757e-20,1.877789971165511e-20,4.470851539341206e-18,7.80733,-6.0870056,-4.142362,2,2,2,2,6
4537,-2.7209024138255944,-1.6674073909895473,-5.874808571008579,13.999673022367508,-0.10870434950697766,-0.15801389758011694,-6.583917600892005e+104,1.1320553334304778e+105,4.312783116793839e+107,0.123786196,-7.681511,-4.9521117,3,2,2,2,6
3140,-5.491443529664451,-2.604321850483987,-12.743750001197414,13.931034234859082,-0.09373907967702283,-0.27681828750327664,5.829238282713171e-20,-1.0759166518708802e-19,-3.957887486673434e-17,-2.1485822,4.097616,-1.7915335,2,2,2,2,3
1062,-4.195542738264259,-3.0755292944383728,-6.300284085952215,13.788891118788081,-0.1428388053613308,-0.19541220889540392,2.762573000701674e+116,-2.219130691376699e+117,-2.517890532071643e+119,-12.150508,1.9852675,5.2865343,2,2,2,2,6
3515,-9.126472645425713,-3.8656489300862398,-21.99522765946953,13.441453138922762,-0.0293916939677282,-0.40090343421424435,-4.934019780120014e-20,-1.3866030201673956e-19,-8.133844526054141e-17,1.5349096,-2.975903,5.7066903,1,2,2,1,6
5033,1.0466464232289983,-0.41993994607883883,3.282943933951816,14.14056231605087,-0.07876968735369544,-0.059015124206935915,7.777491261508786e+43,1.0705270169978276e+44,9.192455765458503e+46,4.2329273,6.1887627,1.06879,1,2,2,10,5
4169,-4.376889560518987,-2.225122914057285,-9.963934541295751,13.864521226516006,0.032066599334473596,-0.06341719888648858,-3.2130681097677675e+137,-5.717417833383338e+137,-3.559381196549867e+140,-18.291225,11.330727,-9.154744,1,2,2,1,5
2551,-5.963626651252055,-2.7374127328509514,-14.614286571173814,14.069628708678747,-0.08697197033004095,-0.103547386559978,-7.814160852610114e-20,-2.0051720319890824e-20,-2.402398950509843e-17,14.177831,4.7020974,9.79991,3,2,1,1,5
1840,-31.60183895184905,84.22001365840585,12.624326205581964,13.580351866356635,-0.03648088810235768,0.2989243430155116,-4.237215262901282e-20,-1.0871920089222636e-19,-4.689005076918787e-17,8.135386,-9.969662,-5.6573296,2,2,2,2,2
2694,-8.838345878993689,-3.764175900410078,-21.250380705197436,14.070352882157627,-0.08454471215066622,-0.08812940522261678,-3.1161683730034e-20,8.538818333480777e-20,5.421941564587687e-17,-6.0978775,1.9941372,3.916717,3,2,2,2,2
1984,-7.319506492252639,-3.233663693021111,-17.35819036237838,13.862222725147861,0.006236333654711941,0.11063105717933533,3.2349077029663824e-20,4.340250528922776e-20,6.338260214568237e-17,-2.975263,-14.968031,8.104127,3,2,2,1,4
3538,-9.997474533120824,-4.224384380158307,-24.4637614715815,13.788957236306166,-0.08441079257610534,-0.08493838898375819,6.303728203946962e-20,-1.5699184497451483e-19,-6.157289867689117e-17,-4.1602516,11.850391,7.917524,3,2,1,2,6
3852,-13.13577510998175,43.45108529429462,-25.50889507289129,13.931761417097128,-0.08232141475858412,-0.09215368104195734,9.419881142896622e-23,4.0654104273095333e-22,5.503952522405973e-20,0.40563798,-13.602596,-3.1747203,3,2,2,1,6
3806,-10.341081593583494,-3.9892291321235636,-25.799632166786665,14.003123910066796,-0.14369811942480187,-0.30231346563382666,2.8957569438327353e-20,-1.836972742947969e-19,-1.0324129845140349e-16,8.113721,10.982562,-1.9177018,3,2,1,1,5
684,-3.4356762504679406,-1.9073399430682012,-7.634161383806533,13.792171453918995,-0.03718550035752584,-0.19978496251213043,1.1298163138252778e+119,1.1168817796681312e+119,1.6906314905725564e+121,2.609248,-19.813238,4.128819,3,2,2,1,6
8041,1.610031654893446,-0.2355132165850228,4.639107267833177,14.14056231605087,-0.07876968735369544,-0.059015124206935915,1.4359667433546844e+37,-2.0026007893503077e+37,-3.2230289310741525e+39,-23.13747,5.5756826,-0.7592457,3,2,1,2,6
5481,-12.414639573560462,-11.56764575796312,5.632854577054923,14.003429426302908,-0.024209421104917445,0.3188309424012221,2.1737784315376803e-20,9.053906449221297e-20,5.353617532076335e-17,10.6049595,-4.7562423,3.4639864,3,2,1,1,5
5569,-1.3000126238622334,-1.1937545364453122,-2.400216779616907,14.071851825086922,-0.06201104478129477,0.15163790071132935,1.8627816765664e+79,-3.9895995836807756e+79,-3.3217742346518807e+82,-5.155938,14.492795,7.662561,2,2,2,2,5
1954,-7.303344542454476,-3.2280569980779985,-17.3170705159258,13.65549722565292,0.4162306092408195,0.2259812019037905,1.880856390798759e-20,1.7212329787626576e-20,3.1128766194495653e-18,-1.9552054,-1.2700157,-8.566056,3,2,1,1,2
6737,-12.209689452567943,-4.996405630638922,-33.93431461714113,14.072061488059997,-0.06086257870307666,-0.18134151169824722,9.414746759501599e-20,1.372601007501407e-19,9.332684590257455e-17,3.2064629,9.159898,-2.6687982,3,2,2,2,6
743,-11.5529513647046,-4.731523330724124,-28.35773212125369,13.719300804674129,-0.11748525031157314,-0.020773195836878672,-2.4533788259305715e-19,-1.4273925214870977e-19,-8.550892500287385e-17,6.718471,-4.585923,2.6181104,2,2,2,2,6
100,-10.248156547822413,-4.275554191895752,-24.822238471980384,14.00065036402552,-0.11373728263588674,-0.25165556339832407,-1.805410857429604e-19,-1.2795155467712276e-19,-8.289297012097688e-17,5.079566,-11.8725395,10.723869,3,2,2,1,3
5551,-1.6444275979882708,-1.3081809712564665,-3.239837386408553,14.071189699098381,-0.06293463643493641,-0.04178520029201796,-4.441050493944908e+85,1.1105597916951162e+86,3.1908618595600296e+88,1.3538837,-4.7822256,-3.359702,3,2,2,1,6
667,0.026899145463589673,-0.7550234575324871,0.8207216106421132,14.069741555653652,-0.09455196148323453,-0.08519714963920852,1.2710567551084606e+59,1.349060159526364e+59,2.8512906566825525e+61,-13.185972,-8.347262,-16.77581,3,2,2,1,5
6357,-10.115513937502024,-4.21609150961353,-24.568747284439432,13.930512584670224,-0.07196920474987994,0.21064941526002262,-6.904670373269284e-20,-1.431698142735363e-19,-7.473332352671337e-17,-18.68104,-0.48514155,2.0463269,3,2,2,8,2
885,0.009492858376381275,19.790713173194824,2.2492560562427806,14.069275380549103,-0.09463563936007291,-0.0812837325090506,-1.2136565658565692e+50,4.6976864406901044e+50,7.427278330441588e+52,9.667221,-1.1341252,-8.839926,1,2,2,1,3
7621,0.13553261321197022,-0.7192450974782396,1.0835236991396127,13.928859781568796,-0.12936299103133592,-0.07274968997439804,1.3588997455186942e+58,6.490785166754607e+56,2.2583059760219295e+60,-18.373741,6.131519,-7.021799,3,2,2,1,5
1883,-6.6695442562351825,-3.00880113666465,-15.709216095348985,14.14056231605087,-0.07876968735369544,-0.059015124206935915,-1.8764952077497576e-20,-1.322530058807809e-19,-8.707432225040034e-17,-3.0845714,7.1276736,17.778141,1,2,2,1,5
6163,0.09905650477144944,-0.7312562234097802,0.9952960930295948,13.999845575773067,-0.08595692087073298,-0.10190026556828538,-3.655973801851779e+57,-2.654700162522662e+58,-1.5027807482468377e+61,2.0373077,4.622447,-18.286917,3,2,1,1,6
899,-10.318831892388818,-4.28854892196298,-25.101092911263393,13.722008633755829,-0.05832394870277314,-0.24814236344157695,1.0974109712337552e-20,-3.1236959203950115e-20,-1.330489877357689e-17,1.046028,-5.849752,2.4229708,3,2,1,2,6
2953,-17.638162573253627,-7.004070981220698,-45.14274099600558,13.930708475616198,-0.10038594152106783,-0.0978022028041731,-7.873331692452068e-21,-3.06900527126758e-21,-1.856066865850482e-18,5.6224475,-3.4184902,-19.662712,3,2,1,2,6
8258,-6.056140290198387,-2.797714057586236,-14.161536726484826,13.998588350047234,-0.07363261539996446,-0.0396860787262828,-3.952522255320192e-20,-7.620209861052108e-20,-3.771551294454695e-17,3.0779192,3.2546751,-22.27559,3,2,1,2,3
8164,-1.5870103552707682,-1.28908848673511,-3.0997544100054997,14.070823470998965,-0.08282691760819644,-0.014013625765416454,7.034876437937113e+85,1.9906913258718825e+85,1.817997236230618e+88,-10.368027,8.607768,-15.675657,3,2,1,1,6
7374,-3.4908523447971564,-1.9259102897288818,-7.770317879447196,13.789770535002333,-0.12676991621127756,-0.06283042705701217,5.48369090299478e+119,-7.407795408072187e+119,-4.884008167515123e+122,-10.015672,13.187314,-16.200926,3,2,1,1,3
3958,-2.658724332501049,-1.646590273776292,-5.722144187867949,13.998313232850759,-0.10769757456598744,-0.07630167267661095,-3.3197082927731534e+104,-3.031388500645039e+104,-1.4518796892107183e+107,5.539403,7.5052166,-16.052763,3,2,1,1,5
3724,-1.2033351693109045,-1.1616772189817162,-2.1648155734339016,14.14056231605087,-0.07876968735369544,-0.059015124206935915,1.7678367589368773e+78,-1.1793305492539212e+79,-5.8914298748168566e+81,0.17416432,15.262095,13.701419,3,2,1,1,6
6749,-7.963656618808413,-3.457773286055622,-19.002049746881987,13.72155605152589,-0.18767834870623773,-0.4552073797930789,1.890614353365662e-20,-4.2191518484788283e-20,-1.1591863606075805e-17,1.5288435,-2.088141,17.825256,3,2,2,2,3
173,-8.080146734355884,-3.498439156820556,-19.300388449944265,13.934123478104134,0.002906832774779898,-0.0725359185624245,1.5635971987738947e-20,-1.4158815097897093e-19,-6.471777812273136e-17,-0.5539787,8.064149,8.080632,3,2,2,5,4
359,-6.1613116774263315,-2.833830037965104,-14.426322322724332,14.00055818769197,-0.07030856518794282,-0.20424811759754827,-5.629397225671375e-20,-2.7440604340911976e-20,-3.362226550847145e-17,-4.3249083,18.336506,-0.2572727,3,2,2,2,6
5640,-23.0557934349642,-12.199556783613957,-43.864601031992535,13.653738907383609,0.07475216576489598,0.5760516529246051,-1.47221136487597e-19,-4.8472335200548146e-20,-6.517030996260508e-17,-12.703757,-1.8800263,2.8625708,3,2,1,1,2
2652,-3.877115244531569,-2.056115559120422,-8.72492959766997,13.930869946470285,-0.09969658628656802,0.024413935508139598,-3.721739492581224e+127,4.103040497605945e+127,1.193668943421084e+130,4.7067885,4.005877,7.8172183,1,2,2,1,5
2695,-14.127945967839256,-5.659981310187722,-39.59136548642773,13.650757907476008,0.42195934373116784,-0.1640769901969016,-9.678861048349237e-20,-8.997053742724115e-20,-1.0936947659751e-16,-7.561537,4.39738,-3.3146467,2,2,2,2,6
4884,-18.878516877298548,47.768018973521826,-44.62973956790412,13.863829054802524,-0.023710265646793044,0.5181485741856986,-1.0144671548466307e-20,-2.4775276690244138e-20,-1.5845991749507738e-17,11.814559,4.947042,3.9875247,2,2,2,2,5
7105,1.8010792894383252,-0.1730779874025629,5.098391838626017,13.999184341710164,-0.09159266547274553,-0.05128647087698088,-3.4321616020675605e+34,-2.4793220458951826e+34,-3.39666768723395e+36,-6.080631,5.2550516,-4.8283143,1,2,2,1,3
2879,-6.18970380438216,-2.843585270428138,-14.497844090001974,14.00221199889492,-0.07071783336045773,-0.22268989261219133,-8.79396224534019e-22,1.4298658331355e-20,1.4568711076442354e-17,14.961147,-8.024246,-9.478873,2,2,2,2,6
590,0.6168097989347523,-0.658517306867197,1.7272251151323668,14.071274749247301,-0.09540318630533151,-0.13853801973280058,1.4437436174241803e+45,5.447986931251624e+44,6.583739865988683e+47,-4.3270836,5.485895,1.7814357,3,2,2,1,6
3078,-4.580473637670447,-2.294147111813274,-10.469937758659091,13.999889611992549,-0.08092502191437229,-0.06940393158713867,1.7249952466344712e-20,-5.207481388142862e-20,-1.0868042134332947e-17,3.3121378,-6.83888,-2.7564285,1,2,2,1,4
5891,-3.7141517283374172,-2.001138676447741,-8.321870389245047,14.003673591431403,-0.14624927456980358,-0.36040816350289995,3.485833602504168e+124,1.3061426248670087e+123,1.3340229901164485e+127,9.051348,14.499833,-2.20929,1,2,2,1,3
3348,1.75946631854235,-0.35756830192812494,3.8388662542920113,14.14056231605087,-0.07876968735369544,-0.059015124206935915,5.304773488489932e+25,-1.1097502980468592e+26,-5.293603328473761e+28,-9.614545,-11.837321,-5.2240453,1,2,2,1,6
1852,-1.6694128058584325,-1.316491183312292,-3.300808714664531,14.0018084394731,0.40260210223757437,-0.1726205321248088,-2.3478677739461566e+86,-4.60342418097028e+86,-2.2158587966838575e+89,-20.25121,11.224057,3.4157665,1,2,1,9,6
3382,-9.143870584769465,-3.8717849498446273,-22.040272625481673,13.721254886943628,-0.19123088066561195,-0.2890939482692715,7.13814601915621e-20,6.074066421039109e-20,3.414604335103347e-17,-11.351028,12.125422,5.7025576,3,2,2,1,3
6209,-0.9773369586390924,-1.086762393878499,-1.6149958872986525,13.863824000369492,0.3640585582206383,-0.01727327221395683,9.021576314975726e+72,-1.1122221427966482e+74,-6.729788083399751e+76,-11.143443,-11.6058235,-8.683042,3,2,1,2,6
3795,2.974294167536232,0.20926145406843283,7.913047433046468,14.071616928738342,-0.08481009258936317,-0.117722781112264,-5.3098449057224733e+20,-3.618454422056347e+20,-2.1167336532552163e+23,-7.0604205,-10.135049,14.276113,5,2,2,1,6
393,1.2863804179123308,-0.3414041349171998,3.8603579728274813,14.073087665193201,-0.09133670644851982,-0.35374270087052506,1.4336540661854548e+41,-2.1037595493040248e+41,-3.9026978503023376e+43,8.758697,5.461945,-14.301744,1,2,2,1,3
7306,-4.483215944451122,-2.261159272043166,-10.228111093161935,14.00135353919356,-0.13354397996557874,-0.3179823350876319,-3.67837545607461e+139,-3.031719028413465e+139,-2.3747511086091396e+142,-5.928195,3.7760081,-22.429728,3,2,1,1,3
2082,-1.858359887534566,-1.3793772629507486,-3.7621734758765086,14.14056231605087,-0.07876968735369544,-0.059015124206935915,-1.165486986763585e+90,-1.6692021180188368e+90,-5.515766037608993e+92,-0.60930115,2.1514206,-8.235831,3,2,2,1,2
1225,-13.95787197956623,-5.611255777267435,-34.83810342041711,13.587510045067367,0.027373385636574495,-0.21328532262452307,5.76209681751338e-20,1.8032341544184656e-19,1.0609157007402708e-16,3.9025106,-2.696485,-3.664077,3,2,1,1,3
3021,-4.833270322743283,-2.3800038071894782,-11.09932953571102,14.002099945494264,-0.1308480641025243,-0.24935445836290585,8.853696166505745e-20,6.965923603530215e-20,1.2194811638698183e-16,0.30676952,4.1963296,16.699326,1,2,2,13,6
7587,-12.84445584897232,-5.0894737209056755,-32.89870373026526,13.650925529232893,0.37026480541021944,-0.3008565101273164,-2.2523114543327633e-21,-6.6634385046754356e-21,-4.494745074635821e-18,-5.603663,0.56180006,10.5235405,1,2,2,1,3
3650,-1.3128256850901219,-1.198007251066163,-2.431424574940667,13.933775030061557,-0.09317171631950433,-0.14549927680716476,7.359730190469664e+79,7.710466979430006e+79,6.574043735208874e+82,17.114622,6.26415,-13.408598,1,2,2,1,5
5101,-2.719845521442822,-1.4435742768505595,-7.3510738005319505,13.860398634829684,-0.09398625033131058,-0.1409886840078262,-6.924515030015006e+91,8.189509989331359e+92,5.02716108037181e+95,2.4673774,-8.594519,-7.462746,3,2,1,1,3
3027,-28.525598585018162,-11.623939884808804,-79.44658698932348,14.001649339908107,-0.03025568532346995,0.15753659309562176,-2.5735405397958372e-20,-1.2685020010884314e-19,-4.004693524139884e-17,1.2372426,10.850067,-11.46997,2,2,2,2,4
792,1.4678392323067861,-0.28201627902938164,4.297080750564316,13.861853730534966,-0.09618905667224081,-0.25313000099667826,-1.4422000017316977e+38,-2.470265563294252e+38,-3.667060745060954e+41,-16.217466,7.1094303,-5.998111,3,2,1,1,3
6400,-6.391532329651078,-2.9129973018333732,-15.006759999642764,13.791049764535416,-0.08979241602728905,-0.31816918192677257,-1.402830545738662e-19,-1.7795443972072803e-19,-6.708977407702117e-17,7.020919,1.6379952,9.729898,3,2,2,2,6
1382,-7.658329070846098,-3.3513862419961447,-18.22163608188466,13.796211057584395,-0.06105765271198777,-0.13345677731307262,-1.3413734316496367e-19,-3.850851656746279e-20,-2.0512161534740637e-17,-5.6464787,-11.597684,-11.144715,3,2,2,2,3
3528,-9.439398437307062,-3.9761679430889423,-22.806637386765004,13.586650098766958,-0.03640924469835898,-0.37785819167964096,-1.0965725910502476e-20,-1.258299399260534e-20,-2.45400350948738e-18,-4.4151635,-1.6451718,8.689202,2,2,2,2,6
1388,-32.181863909866834,105.24264612780381,23.125671151959107,13.584691264340588,0.047152268234395736,0.6650961940420403,1.1257512168270233e-20,-4.253458436372964e-20,-1.878537086459131e-17,0.020081278,-13.933484,-3.2375333,3,2,2,1,2
2878,2.6922065675845515,0.11749191710071784,7.237125319206642,14.000904983212367,-0.08569599543177783,0.04043667676747738,5.105982582832745e+22,-1.1945735996100804e+24,-6.927113112133476e+26,6.8419943,5.6545987,18.231325,1,2,2,1,6
4834,-11.576462129482598,-3.1485572242803923,-30.65569680789236,14.070390086098366,-0.07419661946125694,-0.036835452727217194,-5.166803102019413e-20,-1.1074798310785403e-19,-7.175127654927936e-17,3.6611943,-11.970695,-4.835441,3,2,1,1,3
1101,21.367108167112722,52.08431528297148,-214.86162097091446,12.876383881632417,-0.23819297069111503,-0.7869089668341829,-5.962052730685702e-20,-5.75648183906793e-20,-1.982264490573919e-17,7.357088,6.745929,9.3201065,3,2,1,1,3
785,-18.0994414550033,-7.182937072610155,-46.470750026718754,13.44375084254691,-0.034722036303213175,0.1400006835454616,-4.5815395940503044e-20,-8.682910897766523e-20,-6.603103696332143e-17,-6.2230206,-4.4057417,-5.62039,3,2,2,1,5
3151,0.4534034999070934,-0.6146692778499229,1.8517949125870512,14.14056231605087,-0.07876968735369544,-0.059015124206935915,-1.4312126128311058e+52,1.8129800013378835e+52,1.7409201037188455e+55,-0.6880789,-6.702902,4.862947,3,2,2,1,3
3935,-9.892347877145491,-4.136726293070711,-23.98575100310111,14.070780933075548,-0.10150575110271098,-0.12527036116123327,9.256691253198574e-20,6.841856772633321e-20,4.394380804802416e-17,8.610358,3.2913911,0.07787376,1,2,2,7,6
850,-9.922132971778417,-4.147308898198908,-24.063482110143998,13.517818401732681,0.07940542869495677,0.4104545605334803,-2.013825191702247e-21,7.121463362759895e-21,2.606907729261716e-18,-1.0124655,0.09100252,10.938618,3,2,2,3,5
8274,0.5683898452909443,-0.5768814148377703,2.1294555009813196,14.070601803179398,-0.09419625643487473,-0.10143243985557229,-1.6676950986589388e+51,-5.017216776232693e+49,-5.811016978333025e+53,-13.42226,-5.7404237,-9.469322,1,2,2,1,6
1979,-7.466569087855895,-3.284717062305199,-17.73263083094418,13.723794072328408,-0.08145141438624576,0.20618991904165207,5.738335298516221e-20,5.1461843433582127e-20,3.01112621805691e-17,15.376118,-6.7160783,6.1268206,3,2,1,2,2
2529,-6.152993242750556,-2.830972343424119,-14.40537083720741,14.001700030148475,-0.05782463639141772,0.08789479365659833,1.4437657571047854e-20,7.94252656367786e-21,1.6478580843133455e-17,-5.343828,-3.9683847,9.565194,3,2,2,1,2
4475,-11.729111637541308,-3.9804452433679693,-30.148721396311178,13.585538996201615,0.390921086705536,-0.6447421034783667,-2.779583792594501e-21,7.396211159476105e-21,4.516305913727269e-18,-2.0380292,9.255247,-8.10927,3,2,2,1,6
6779,-24.82970815021644,-9.914995426277647,-66.91592111109613,13.098775933592236,2.4251826938841177,-0.4928837305205841,3.994117140985985e-20,3.653252015621391e-20,2.6172343674690104e-17,9.157995,4.5622797,13.593761,2,2,2,2,4
6913,-10.886454830748265,-4.998524266539687,-21.921015634070464,13.792003829688182,0.30510043879809995,-0.4540408187149443,3.9516932202829596e-20,2.1190623145735247e-20,2.449582392608209e-17,6.638974,-10.007965,-9.5452,3,2,2,1,6
7467,-22.381232934072468,62.41701063668559,-51.516177717834324,13.656740699008964,0.42770945677047506,-0.2513372862313019,-4.887680763896292e-20,1.656279179376625e-19,7.884908435585332e-17,-9.082565,-9.858402,-0.5542642,1,2,2,1,3
5532,1.7884095243781981,-0.17721692734912164,5.067942248417949,13.99913498832139,-0.12111258552762438,-0.06726285029095061,3.9394022145256805e+33,3.227210542135986e+33,3.556982635836599e+36,15.138304,5.9183993,-7.856168,3,2,2,1,6
2987,0.6227374361156487,-0.559028713878742,2.260644523847466,14.002251890946082,-0.031030549840463634,0.2025188423436633,2.3091232170600965e+48,5.250910658892201e+48,1.4026875366681004e+51,-2.2830198,-0.053311285,6.626681,1,2,2,1,6
746,-16.224125693178554,-6.461876982056926,-41.12399580664457,13.651260840108172,-0.12076032271114243,-0.35946515265922163,-5.921701665891781e-20,-1.758349996486346e-19,-1.0069804676613203e-16,16.969233,5.042022,12.509152,3,2,2,1,3
6549,-10.045519355602785,-3.824689297537223,-26.47075511744735,13.723483300725535,0.02062537488168119,0.263711391348995,6.011243069106657e-21,-1.1941205580133442e-19,-4.3602316291595284e-17,-6.6638107,-6.008379,-12.00073,3,2,1,1,3
5944,-19.47944965340605,-7.69423283585554,-54.02924153972173,13.725948411043694,0.4068849962857817,-0.4783400695741903,8.691319274613958e-20,-1.4073207663633445e-19,-5.954856094702376e-17,-1.794985,8.232202,12.866785,3,2,2,1,6
3145,-8.552978845367168,-3.6639424834534435,-20.514763634716157,13.929423859502167,-0.12053185522406845,-0.09700649013332821,1.2139502759035731e-19,1.577284100212157e-19,4.265686606863022e-17,14.019341,13.67886,0.38570556,3,2,1,1,6
4773,-3.362827632874366,-1.8708842118114932,-8.58802539781471,13.93087290076645,-0.14257939024533645,-0.24438812692496795,6.895300456275497e+114,1.5122924454880572e+115,8.724768670570414e+117,8.879511,-8.022485,6.9636245,3,2,1,2,5
2311,-5.364576986674081,-2.5609935970142725,-12.426116940237009,13.862443014484453,-0.0818341304578093,-0.25283932610580473,-2.2433698973349782e-20,5.063520153470875e-20,1.7299403061803757e-17,-6.7064342,11.820867,-11.457662,3,2,2,1,6
5884,-7.710859813438538,-3.2203010887303734,-19.5584808897774,14.001318799622299,-0.05333001279941652,-0.18443577758103116,3.8816445224255395e-20,5.988965309380376e-20,2.2169828918755715e-17,-3.1648722,-6.7471414,-8.435506,3,2,1,1,6
3392,-10.05117400328751,-4.193192403580432,-24.400525718998395,13.721097252706961,0.40327734198551735,-0.10734187753562344,1.0093843851837633e-20,-7.131266891355803e-20,-1.1844561443557904e-17,4.9299273,18.857983,-5.2636585,3,2,1,1,6
5402,-3.8973189659276417,-2.062935898875732,-8.774931651468018,13.931027592877086,-0.03703003246031242,0.1485208329963293,1.5506328131866163e+128,2.24470768241615e+128,1.2445694302325202e+131,-18.586084,0.17647868,-1.968507,3,2,1,2,6
3471,-10.216155459568203,-4.251939554371344,-24.8321121547625,13.793826256115457,0.39181296959307704,-0.2780151291123314,-2.0778567983918028e-21,-2.3215832749348207e-21,-1.1146911889364068e-18,1.4818611,-3.448336,6.782853,3,2,2,2,6
1459,-0.7310265405090429,-1.0052252937649195,-1.0164849155488043,14.00105418611076,-0.08871931346004958,0.016351790765573762,2.4394974726742684e+71,2.3821337215450055e+71,1.518156879026895e+74,-16.797678,15.1520195,7.7669325,3,2,2,1,6
3848,-8.707142817666776,-3.718058780615913,-20.91190972050764,13.931770617925809,0.4079247908432709,-0.20556238868681745,-3.4689441099465735e-20,-4.902730886733269e-20,-7.479735702758104e-17,6.0698795,-1.2354052,2.2370522,3,2,2,1,5
6249,-0.27025163313437917,-0.5575414340649969,-1.6657715467602776,14.00225073802664,-0.09264073966783071,0.06619460359820803,-2.8811382221184e+49,-1.7832728564904195e+50,-1.8510808527320245e+52,-7.090686,7.2815514,-6.656678,3,2,2,1,6
1589,-26.189168364315286,-10.497090358189821,-71.31550309817639,13.653146161851247,0.3334203073324408,-0.4068818680981967,3.167711183197732e-20,1.7249634068357267e-19,7.931116490978504e-17,-12.744727,13.353828,13.065844,3,2,2,1,3
504,-12.234705568716107,-4.9786365484678425,-30.176187846375875,13.724646068462926,0.42755826650087697,-0.3622782722608261,5.710204087218981e-20,8.692970624783499e-20,4.984853295688853e-17,-13.231663,-5.68133,14.318502,3,2,2,1,2
