label,Anatomy,,,t-SNE,,,IsomapClustering,Random_TreesClustering,SpectralClustering,t-SNEClustering,LouvainClustering
1026,-1.8604724929071996,-1.3800808030740717,-3.7673347642598882,6.5169606,5.718712,-5.0934324,3,2,1,1,5
2549,-0.6303892846019298,-0.9719436302947274,-0.7721579553399334,1.0740038,-1.9370279,-7.9376063,3,2,2,1,2
7349,-18.48435650040761,-7.138008330292526,-48.95549222401342,11.986368,4.6804385,3.5168405,3,2,2,1,5
7405,-32.56964576988241,-101.59794961613483,590.4355879726603,1.9248884,-7.6650147,9.59985,3,2,1,1,2
5937,-6.7710000933525105,-3.0438189476164546,-15.965988055887852,3.7678673,-12.566179,-15.231972,2,2,2,2,3
6161,-2.510605053248984,-1.5970345279289488,-5.358708276441006,0.8626443,-2.349726,-6.675195,2,2,2,2,5
4074,-8.414095315973304,-3.1376025339819322,-21.23834321598409,-8.602976,-0.90580755,-11.0252,3,2,1,1,5
1457,-10.7215618025916,-4.432501783906736,-26.158990607193257,-6.682165,-1.4350989,-2.3363793,3,2,1,1,4
161,-9.76799205521486,-4.092575789571526,-23.661477123974354,6.4670167,15.836659,-12.42297,3,2,2,14,4
3263,-5.364435487617696,-2.560945295565987,-12.425762851187208,-2.8854172,0.32686102,-20.245968,3,2,2,1,2
6312,-3.128685547151375,-1.804147289721225,-6.877525739669598,-16.392473,-2.6717205,-13.276084,3,2,2,1,4
1698,-10.49619979168756,-4.351876943245699,-25.56643945834392,8.781739,14.304681,10.712247,2,2,2,2,5
563,-4.3176110155043625,-2.2050444570827743,-9.81674169396132,-4.7503605,4.5587845,-3.8418393,3,2,2,1,5
1330,-9.92042418672804,-5.383937009904276,-17.93171729189676,-11.66961,0.9855545,5.463983,3,2,2,1,5
7354,-2.0791130020691653,-1.4529426927245184,-4.301833718189433,1.9931475,-3.9256094,3.804196,3,2,2,1,3
5435,0.30770292002118593,-0.6625820547326613,1.4997764747963258,3.020657,4.5884686,-3.4583924,1,2,2,1,6
8231,1.5402111695609437,-0.38443250064992196,4.596411082692923,-3.6823559,1.4229196,-3.2404628,2,2,2,2,5
237,-14.944442935350631,-5.906046349609213,-38.46572040566996,4.3920627,-13.237798,0.3692933,2,2,2,2,2
7732,-13.051948281516585,-5.277204033250641,-32.37515153359952,-1.2887489,21.065294,6.1905713,3,2,2,1,2
4803,-2.006682119733734,-1.4287940599532858,-4.124690669695533,-15.336295,1.0840738,-7.56762,3,2,2,1,6
7573,0.4724009193915287,-0.6084246777402911,1.8976775901290108,3.1257358,-0.22719665,-2.589387,3,2,1,1,3
2555,-5.723727182504417,-3.2603055948954003,-11.837856586764012,-0.070769645,3.1929376,-13.828634,3,2,1,1,5
5372,-12.198699277685488,-5.364480787169951,-28.888085216059306,-1.7360358,-14.719098,0.31566265,3,2,1,1,4
435,-5.068044677505931,-27.33367361162034,-11.205601143849453,-12.495972,3.131225,6.958949,3,2,2,1,2
6632,-32.98489906239202,-21.580889164782764,-37.499739369508085,13.766364,0.9335082,6.0088763,3,2,2,1,2
4933,-3.5795075955726405,-1.9557635957672697,-7.989196693408906,-7.7076187,-11.524481,-11.177538,3,2,2,2,5
5115,-16.29046194510851,-6.48711075133693,-41.310809156335765,11.080362,13.368826,-15.117295,3,2,1,1,5
1907,-36.34594192663256,-18.544082747194903,-82.2463887094755,-10.6235895,-1.1678456,10.058895,3,2,1,2,2
525,-8.60969314577354,-4.078326677421434,-19.75332253698972,-0.16777839,3.400786,-13.381371,3,2,2,1,5
2319,-10.125023520565701,-4.219477268557028,-24.59362051439791,-3.697852,-13.996862,15.283438,3,2,2,1,3
4641,-8.04276223185878,-3.485383854408917,-19.20460842625659,-4.077476,-0.28102767,-1.294051,2,2,2,2,5
524,-7.54743035309636,-3.31281638087348,-17.938728972762384,3.6334972,-0.745799,5.209414,1,2,2,10,4
6039,-13.064127211844133,-5.281673156825568,-32.408083265181084,-7.613568,14.880922,-4.993683,2,2,2,2,5
7598,-9.156499797208403,-3.876239733341142,-22.07297584124629,-1.8610036,13.751754,-15.341122,1,2,2,1,4
4829,-13.233091411113524,-5.343736062960181,-32.86545947179988,6.1584496,-1.0155258,-7.5448933,3,2,1,2,2
444,-17.92946475887245,-7.116910348211086,-45.98039358930889,-0.7252191,14.68847,-11.956387,3,2,2,1,5
2066,-5.807089735422223,-2.712313111568306,-13.535436059403102,0.041552883,-2.5134804,-7.269383,2,2,2,2,5
6756,-3.103843759781552,-1.795806428694796,-6.816365607348522,-4.45143,-2.646627,-2.346135,2,2,2,2,5
4622,-6.235950870980072,-2.8594801503365055,-14.614380379621515,10.404224,18.149765,-2.072528,3,2,1,2,5
98,-18.50666186571863,-13.222238637671342,-14.259153091756804,10.878933,-5.353739,3.3643074,1,2,2,1,5
6086,-12.628635052018344,-5.068696356403743,-31.823904779463565,8.59802,10.309355,-4.9243593,3,2,2,1,5
2580,-26.183566045590766,-7.3650036336295255,15.471922294405047,11.8110075,-5.633003,3.8136725,2,2,2,2,5
5650,-2.8250863014627225,-1.7023072513404136,-6.130742718174098,2.2654805,-15.452212,-12.711005,3,2,2,2,5
4131,14.269970617308262,-4.546661482880453,-28.52996080885171,-5.720591,-13.612801,0.7748742,1,2,2,13,2
6407,-7.290332499172887,-3.2235436004194375,-17.283969162856376,-5.168917,0.29452664,-3.419881,3,2,1,2,5
3223,-14.755352443040264,42.11249296039066,-31.657915687964167,-6.3586874,7.2549553,10.279283,2,2,2,2,4
4058,4.630727796554916,-17.420812017187313,8.39260458037812,5.5427895,-2.4476287,10.190887,3,2,2,1,5
3222,-11.852166635490505,-4.839763515718328,-29.154085498040214,-3.190445,5.1716714,-3.6580856,1,2,2,1,5
1693,-10.171860949002092,-4.236157700986131,-24.71616491076418,3.426231,-1.1783745,8.233615,3,2,1,1,2
4541,-3.4096715537180997,-1.8985901503386076,-7.570007897227401,-5.902603,-7.585327,3.6382935,3,2,1,1,2
5628,-8.764074884737942,-3.7380631820196024,-21.05872626787259,9.929305,0.7593744,-2.5188324,2,2,2,2,5
1177,-4.560936143374857,-3.4372540538731995,-13.087121122764216,3.6983075,4.369901,-11.6816435,3,2,2,1,5
1349,2.305054021133359,-0.008618658478005109,6.308630293540468,3.0207796,-2.8991103,6.199024,3,2,2,1,5
1164,-0.7027686485272968,-0.9958782523599109,-0.947868190995599,8.845115,5.3896728,1.0496434,2,2,2,2,3
7876,-0.13901762905976522,-0.8097074111652733,0.4190955724874149,0.2947915,-9.492915,-1.0094408,3,2,2,1,5
6126,-1.8095231211236489,-1.3631162042360176,-3.6428781308799882,5.9292674,3.199174,-1.2722547,3,2,2,1,2
6390,-3.6611779975587933,-1.9832813645835994,-8.190948111397612,4.0583506,5.828404,4.68013,3,2,2,1,5
4946,-5.893016040457909,-2.7417582776392937,-13.751304817979852,-8.522759,-2.7307467,0.52847403,3,2,2,1,4
6242,-3.969651372811494,-3.5976562633937776,-9.659514901982797,-0.26214555,-3.471754,-13.889013,3,2,2,1,4
7925,-0.08876696486826813,-0.79314039951369,0.5407665129915717,11.794264,0.19561128,2.5560915,3,2,1,1,5
1975,-4.49068928650289,-2.2636932268102212,-10.246687016148243,-5.2520084,1.3734698,1.8049669,3,2,1,2,5
7081,3.6782698520147994,0.4378786682442486,9.597936164881956,-3.661818,-10.299698,-4.9975815,3,2,2,1,6
1680,2.046137575570392,-0.14064669822399017,5.495073557257831,-5.9708004,12.615309,-8.569685,2,2,2,2,5
3338,67.18250580619863,-11.265750019806966,-35.13494260302316,9.836208,0.4609438,8.235764,3,2,1,1,4
2330,3.158930841518129,0.2692766843256984,8.355210265031872,8.642256,3.004215,3.079451,3,2,2,1,6
2488,-4.496807607688463,-5.772819130867173,-0.13786447904101795,-1.8368362,-10.8963,6.1348267,3,2,2,1,4
5188,-22.73590157736176,-9.76361869679818,-58.040429931116044,-12.030089,3.527627,2.7925074,3,2,2,2,2
6164,-0.7203785925621149,-1.1103304101299405,-1.9776033945633207,-12.036083,7.1207705,0.43743595,3,2,1,1,4
3803,40.44344088605499,-6.9850931933035305,-17.56976731197529,10.451551,0.23647556,8.041086,3,2,1,2,4
2678,-11.40126322907335,-4.67677782016766,-27.95504801550757,2.0628335,-1.3168459,-2.6895323,3,2,2,1,2
4935,-11.960822786661407,-9.61554976134463,-2.9840540863152247,10.730279,-4.3075957,3.5801911,3,2,2,2,5
4425,-2.299933833691122,-2.0920594892001714,-3.378087599542977,0.48278135,2.9493186,-12.995889,3,2,2,1,5
5324,-8.244116766596544,-3.5557523155323905,-19.720887081161294,-16.768694,-1.3948746,-7.7218075,2,2,2,2,4
5904,-13.257422763770169,-5.352682643871327,-32.93139985860902,15.933882,3.0931642,11.187759,3,2,1,2,5
7004,-11.561949051466092,-4.8308943558652135,-28.166910585318032,-9.000397,4.819644,-3.0435174,3,2,2,1,5
1926,-14.451935310473909,-5.7948449395277315,-36.192978875160414,7.9007444,4.6633935,1.5286933,3,2,2,1,5
7016,-3.0052704449121674,-1.7627234197131663,-6.573776998803231,2.089736,17.332228,1.5444779,3,2,2,1,5
6136,-2.0882683806443865,-1.4559959035295496,-4.324230224420621,4.6035547,-1.9358706,-3.2039301,3,2,2,2,3
7536,-10.880931861669886,-4.48962712862854,-26.578905340231458,2.1188626,5.599522,5.237135,2,2,2,2,5
6104,3.323119606287798,0.32754482994470524,7.726153694814203,1.948575,-8.502929,-9.71953,3,2,1,2,6
7936,-2.090046198268645,-1.4565888052275542,-4.328579381631138,10.380307,-5.48676,-16.582275,3,2,1,1,2
888,-31.836484811005207,-13.18017142240442,-91.9497936676444,7.7164974,9.9476385,1.8620595,3,2,1,2,5
4486,-0.43358778214375776,-0.9069133948225945,-0.294710096625412,-14.775414,1.9489433,13.556248,2,2,2,2,6
8001,-2.505314133073808,-1.5952652530216855,-5.345732250867958,6.169042,-0.4356753,5.470482,3,2,1,2,2
2372,-13.322509821704674,-5.376626593548858,-33.10788775216078,0.35988232,-0.35760134,10.301179,2,2,2,2,2
3249,-5.952999787192154,-2.762325607059692,-13.90208998154282,6.110634,-18.437765,1.9117718,3,2,1,1,4
1620,4.027417197806543,0.5510668520502675,10.432692311754455,-2.514124,-3.967607,8.185666,1,2,2,1,5
477,-1.9713716317499093,-1.4170254433986913,-4.038359465545364,7.295987,2.107859,-3.6636202,2,2,2,2,2
6734,-9.744364971565657,-4.084193374120628,-23.59991397166111,4.0929055,3.2766585,-4.0311036,3,2,2,1,2
5715,-17.062272381971827,-6.978403958719881,-43.343079953821395,2.4634972,6.0194535,-9.978804,3,2,1,1,5
726,-1.0395025751969156,-1.1073595067671052,-1.7661711101627393,5.1809106,3.9695032,-3.3640523,3,2,1,1,5
2548,-2.2417725770630956,-1.5072141680588682,-4.699922845918179,5.8990374,-19.091724,-1.058862,3,2,2,1,5
2669,-9.525259297885954,15.275267399629344,-21.626300964802002,-1.4089516,-4.180456,-9.238917,2,2,2,2,2
5508,-0.5744554666311069,-0.9534538939985756,-0.6364141136828732,-4.203976,-12.71962,17.939358,3,2,2,1,4
2180,3.173787632494035,0.27410408969539696,8.390780596965023,1.9843365,6.156221,-4.0038986,3,2,2,2,5
6822,-6.774907019226871,-3.0451680367497356,-15.975880552411834,4.185532,-8.150982,-1.9781027,1,2,2,14,5
1607,-12.576831947463422,-6.198093703863183,-25.513498933196875,-12.4542265,1.1482291,5.279484,3,2,1,1,5
3637,-15.338379964907679,-6.126802091863753,-38.645263248988684,-1.9372184,4.8693137,2.4066799,2,2,2,2,5
668,-27.206864556235548,-10.94008612013011,-74.67496462337336,-20.655987,-0.3025769,-11.38283,3,2,1,2,4
7466,1.935757187434652,-0.12909543268978146,5.421990316566045,-0.3343398,-8.167802,-15.963892,2,2,2,2,5
2503,-4.1017147554001445,-2.1319915094111836,-9.281191336325984,3.447049,-2.024394,-3.1530342,3,2,2,1,6
7654,-13.601669841422925,-6.864891074389788,-30.06370818203094,0.49612117,2.6970866,-13.637598,2,2,2,2,5
5981,3.163501051704655,0.27076170613193873,8.366152453921218,-5.5256786,-7.7586937,14.98948,3,2,2,1,5
234,-34.60187925941967,-14.523341972105118,-102.96574147320244,11.564922,-4.412985,-5.2061,3,2,2,1,5
3907,-5.123503782798328,-2.4787795587630925,-11.823425247214654,4.045077,16.277428,-11.772014,3,2,2,1,5
5453,-23.810998111005063,-14.39909966648919,-37.6909100611745,-9.064565,3.2102716,-12.499144,3,2,2,2,5
5000,-12.207717646013213,-4.968820904563683,-30.10393072885782,6.785544,3.024781,-1.1789092,3,2,2,1,2
2743,-14.156140690223884,-5.684809491011975,-35.38081217350212,-5.0298867,5.0899262,-2.0087674,3,2,2,1,5
5979,-0.11153193615910238,-0.8006451763349375,0.4856495846566035,-2.3080075,10.487174,17.296745,3,2,1,1,5
4526,-26.494571670622346,-10.62936952671474,-72.317613319413,-0.6064917,10.437111,-0.24667877,3,2,1,2,5
4199,-11.958521026961588,-4.878317737755344,-29.437800765328905,2.7390037,5.088486,3.9511747,3,2,1,1,5
1250,-0.9742236479844141,-1.0857310659470596,-1.6074261661186118,0.38760415,-2.9915097,3.5870657,2,2,2,2,5
4798,2.0879829929516736,-0.07941216908995782,5.787587333830153,-7.2349977,-5.1825194,-2.23954,1,2,2,12,4
2412,-14.173979668787277,-6.151964366686418,-35.32345945963638,-6.152103,-6.5620775,10.017652,3,2,2,1,2
2641,-10.013212973680622,-4.198897611395369,-24.20120798256913,-4.2252517,-0.7387902,-6.116602,3,2,2,1,5
3197,-10.77357064221229,-4.451134052707789,-26.295945223315236,-9.429304,18.923344,-7.593707,3,2,1,2,5
2921,-5.589987554572597,-2.638007266124563,-12.990695370051618,-22.218323,-5.518451,-4.885517,3,2,2,3,5
4399,-25.286145567687292,-17.78973988260096,-18.848588532747602,-7.3381834,-2.8370483,11.413791,3,2,2,1,5
3824,-0.4659218029456856,-0.9175928612006937,-0.3731225683123432,-12.523524,-11.652029,0.78985405,3,2,2,1,5
2740,-20.090042506024346,-8.454500694060515,-56.81271128302597,-11.877185,6.681998,0.68599206,3,2,2,1,2
544,1.2078570083799747,-0.3671184768857156,3.671285421327683,3.375007,-0.72120523,-1.5533171,3,2,2,1,5
1700,-1.5526237244218761,-1.2776573698656013,-3.015881418495507,9.194839,-7.2312675,-5.2658157,3,2,2,1,4
1572,-22.736071520123478,-21.398020263648373,-54.49059109799586,6.842655,-2.2133307,9.802323,3,2,2,2,5
2117,-9.686606027259225,-4.06370969235172,-23.449479860481866,4.0976005,2.7803123,-2.3596838,3,2,2,1,5
3998,-22.037956547059707,-8.752684693910128,-58.1786753629387,4.5107317,-5.6386056,-0.009312845,3,2,2,1,5
7335,2.4291874831124702,0.03183725199844231,6.606444024433341,5.169199,0.9539314,2.2156134,3,2,1,2,6
7999,0.923247953113048,-0.46039906415293785,2.985529683944445,-0.3309515,2.6926248,1.9859647,3,2,2,1,5
7350,-3.698563166036432,-1.9958831138614965,-8.283338962279702,-0.9748526,-4.646622,6.405725,3,2,1,1,2
1123,-3.163428926371857,-1.815815076914527,-6.9630801377175136,-11.717209,11.075811,-16.158262,3,2,2,1,5
7213,-14.64108174501285,-6.093228990422859,-36.368304634412176,-6.255961,4.378743,0.8284713,1,2,2,1,2
4891,2.5458823457501207,0.06985081381561668,6.886316880673355,19.502563,7.0219936,2.6887016,3,2,1,1,4
3267,-2.734260724949469,-20.913871649006513,-7.681529683488966,7.0460315,-2.4260302,8.094406,3,2,1,2,2
6561,-10.272958333109155,-4.272188099551616,-24.980881848159374,8.546897,0.30236173,-3.367599,3,2,1,1,5
8151,-10.679835657064723,54.469384889162846,-17.919324299090515,13.847831,-0.71426964,-6.154525,3,2,1,1,5
7224,-14.278929202080642,-5.73044274009597,-35.717587854688496,2.7893646,8.274506,14.838567,1,2,1,1,4
137,-10.052276237283774,-4.193584576580033,-24.4034066293304,8.014102,2.7431045,-2.6964214,3,2,1,1,5
2966,-10.497517830371955,-4.3684829450260745,-25.58195769659957,8.187287,-12.937057,5.771897,3,2,1,1,4
3428,-0.38838189462119954,-0.8919857036440868,-0.1851026118681759,1.0862029,1.3542867,-4.769656,3,2,2,2,4
6655,-5.640351291700826,-2.6552333627660603,-13.11697964504809,-5.809254,-2.798985,0.5051256,3,2,2,2,5
4042,-9.75372533192946,-4.087514013800461,-23.624301684238848,-5.3700323,2.6270347,-17.514776,2,2,2,2,4
6562,-30.932744450794566,8.173055251751693,-88.35423684573934,12.420124,4.7944727,4.025792,1,2,2,1,5
4343,-8.805795704666869,-37.78216256789233,220.30121589602643,9.208803,7.04914,13.160646,3,2,1,1,2
2021,1.949616185683696,-0.12457084143251569,5.455282293962826,-19.997366,-4.10498,-10.524207,3,2,1,1,5
1344,-2.634295339789532,-1.6384138282812442,-5.662180486445599,2.6199093,2.758813,-0.072909646,3,2,2,2,3
235,-5.956742527422566,-2.7636092560969736,-13.911500840542896,-12.19667,14.984512,7.6741695,3,2,1,1,3
5362,-3.6149446856505922,-1.9677017077942547,-8.076723505432303,2.0563068,3.727444,3.5009727,3,2,2,1,5
1489,-3.9946472139090523,-2.0958057326589037,-9.01590848478723,-20.299587,1.8983574,4.1358986,3,2,1,1,5
1521,-24.932535339491952,-10.009624975561872,-67.32764481064062,-4.13165,11.801191,7.9468155,2,2,2,2,5
4788,-5.996673469243234,-2.7773068181749316,-14.011922604337805,-2.7802665,9.794269,-16.929415,3,2,2,2,3
4610,-8.684063603269362,-3.7099523656703783,-20.852416451180957,1.7038635,-9.334701,5.309627,3,2,2,1,6
3109,0.8934914138652532,-0.47015899693430496,2.9137896588664347,5.82145,-6.1840134,18.023256,3,2,2,1,3
2643,-6.580450818186077,-2.9780749407286318,-15.483918903067053,10.0819645,-7.2804418,-0.57335085,1,2,2,1,5
6476,-3.582826865900487,-1.9568816710259278,-7.9973941282574685,6.497704,10.010287,-16.828407,3,2,1,1,3
5834,3.437767806651816,0.3598372773607757,9.022608827928998,-5.216726,-2.7331247,2.5426621,3,2,1,2,6
6817,-3.6890533598157136,-1.9926772424089878,-8.259834893820605,4.7749667,3.0765884,6.564096,1,2,1,1,3
5811,-0.35247768770024557,-0.8801321960275708,-0.09806497589782284,15.526316,8.747841,2.6213489,3,2,2,2,6
4903,-7.694439032010204,-3.3639532051786105,-18.313816764726027,2.2533302,6.413781,6.5539103,3,2,2,1,5
6203,-2.610595962507631,-12.98089298918228,92.93149589738681,-3.4372182,-5.3596234,11.204194,3,2,2,1,6
931,-14.54778554869058,-5.830579221386187,-36.456805739129216,-6.7223744,-18.07815,7.749987,1,2,2,1,5
2237,-3.771750832915429,-2.0205628244224183,-8.464278538122228,7.389516,4.304754,-5.872632,3,2,1,1,5
7879,3.5630701965104925,0.40050488151159286,9.322391274808764,6.697308,-4.844828,-0.82348794,3,2,2,1,4
5468,-4.943013371716989,-13.857546643666359,66.23634219240041,14.504539,0.92604196,1.9879025,3,2,1,1,6
3602,-11.044725574535002,-4.548433493428989,-27.011241717664895,7.7566323,13.509626,12.879546,3,2,2,1,5
7343,4.557046048681467,2.276819810271758,11.361451406339572,8.752241,-12.3018,-4.652031,3,2,1,1,6
4566,-3.0618878530723537,-1.7817225493461137,-6.713093261323156,-1.9104092,8.934143,-0.21995758,3,2,2,1,5
5861,-3.146273125179827,-1.8100533381325983,-6.920832121152786,0.46390253,-6.2796345,-5.8422055,3,2,2,1,5
372,-14.355068864797529,29.527785492255934,-33.23017077441433,9.543766,-0.8309306,-9.305577,3,2,1,2,3
8293,1.138112835316783,18.93123745734873,4.890469646692301,9.855579,-3.1348255,-9.482573,1,2,2,12,3
4692,-0.4969841890219447,-0.9278541117745679,-0.4484626639023394,0.6069786,3.5250876,6.8636107,2,2,2,2,6
5210,3.555695252867802,0.3981117730951663,9.30474906366093,0.17284748,-0.068845466,19.43633,3,2,1,1,3
4000,1.1859149399428615,-0.374305584252473,3.6184425750033005,1.9579978,-1.1576158,-6.8139343,1,2,2,1,6
166,-2.9878109114190727,-1.6925535930663222,-7.332024861471791,13.344653,6.9397535,7.250463,3,2,2,1,5
2662,-16.29969820889915,-6.091195637208355,-43.49279904614308,-2.3736491,11.407115,0.8876999,1,2,2,1,3
2136,-11.092331901640677,-4.565543685590524,-27.137046106755463,7.309139,6.464061,-16.696041,3,2,2,1,2
3333,-4.570556868854622,-1.9081787208827674,-12.609227482797722,1.7436974,-9.423898,-7.6807685,3,2,2,1,3
1848,1.395055354748317,-0.3058311508457887,4.121943021863408,-4.4834557,-4.1439953,8.230995,3,2,2,1,3
6438,-3.270463809541925,-1.8517778314040965,-7.226772942479899,9.726242,6.5860662,-16.26443,3,2,1,2,5
3412,2.0702158755792928,-0.5911967576617285,-4.998668766840563,-3.3867016,7.850613,-10.756327,3,2,2,1,4
1596,-9.302266150425313,-3.927695290802163,-22.45073879942917,4.252126,0.03104018,9.300379,3,2,2,1,5
7406,2.1276335997310936,-0.06647620721022296,5.882787212651073,18.410707,-5.6641645,1.5758337,3,2,2,1,5
4444,-0.8112721037396728,-1.0317767504029107,-1.2113924243782195,10.84816,2.5924888,18.393454,2,2,2,2,5
1973,-8.346816587387965,-3.591692830599221,-19.984596046621302,-2.2566597,-4.8314943,-10.3846035,1,2,2,1,5
3441,-10.08360097678632,-4.204731629269566,-24.48529416100674,11.5652,15.158109,-12.853083,3,2,2,1,5
7019,3.152876908694079,0.2673095119197273,8.340715508015451,-5.9351406,3.1210675,1.8747538,3,2,1,1,6
1498,-8.749271698655976,-3.732860724498354,-21.020543842056743,8.662018,11.87884,-8.703596,1,2,2,1,5
966,-4.965796379229075,-2.4250793209035697,-11.429764488424754,13.218405,18.223124,2.3812861,3,2,1,1,6
5103,-0.41683035735731194,-0.9013794007017666,-0.25407681923867403,10.052911,3.6580257,3.841091,1,2,2,1,4
7149,-3.581978558017732,-2.0786715768149895,-10.962332073717283,6.840177,-11.290586,3.2733254,1,2,2,1,4
2241,-2.5359826183323606,-1.6055215936820029,-5.420952834635191,-17.341223,-8.498729,0.28500974,3,2,1,2,5
365,1.3073540682209244,-0.33453738197084565,3.9108503039156637,-11.601021,-1.8009417,19.400345,3,2,2,1,6
6927,-4.424447375524027,-2.241237782249736,-10.08207023158974,-6.918071,-5.10497,17.686447,1,2,2,13,4
3255,-0.7840397833505217,-1.022764835806891,-1.145239398338484,0.054832537,3.5319178,2.368992,1,2,2,10,6
5662,29.38388457882306,-3.580470195956698,-33.813703116614256,2.896183,-4.101957,12.509024,3,2,2,1,3
834,3.0993759029769117,0.24992298966515564,8.21261075738586,3.598166,-5.7406297,-3.7609856,3,2,1,1,3
5634,0.5171126177074682,-0.5937299325841804,2.005651281717711,-4.995023,5.9897285,-5.5473166,3,2,2,1,6
3202,-1.5602210923198803,-1.280182751088526,-3.03441091084697,4.4479733,14.406751,12.692653,3,2,1,1,5
3056,0.23198876872161214,-0.6874942032952019,1.3167619979827678,1.7641236,-0.5190933,-4.6002464,3,2,1,2,5
7052,5.052863531982995,0.861494865212665,12.875857336342511,-1.0931898,13.301626,-6.4102125,3,2,1,2,6
2106,-16.501351362668547,-6.567461757191257,-41.90581161523022,8.276408,1.9335773,4.8876557,2,2,2,2,4
4531,1.7133083091595747,-0.20175551578108616,4.887423614484854,-3.73258,10.550683,-0.639432,3,2,2,1,6
4500,-0.23216296649080276,-0.84042799819675,0.19349057329556762,-1.8694052,2.632856,3.0052786,3,2,1,1,6
5080,-12.93871069152075,-5.235678899269631,-32.06918809301873,-11.503248,2.7198813,-12.914838,3,2,2,1,4
7298,0.8639648611859228,-0.4798448670887157,2.8425959550370243,-9.508957,14.420159,-7.2024493,2,2,2,2,2
449,-1.8218159300470549,-1.3672088477002071,-3.6729030951169332,-1.1582407,-1.3497298,-4.516484,2,2,2,2,5
6097,-8.784571984750698,-3.745267897691314,-21.111604445912963,6.4912,1.3668141,0.7986449,3,2,2,1,5
2532,-12.180139038465642,-4.958793296666697,-30.03011551486552,-4.857143,-5.000205,-3.8153994,3,2,1,1,5
1873,-8.266658334976965,-3.5636380211275442,-19.778746206173594,5.7703714,-1.5191903,5.648927,3,2,2,2,3
2085,-15.66882101757343,-6.251406111481405,-39.56661437237367,-2.6866696,2.6556942,7.0287113,1,2,2,1,2
3435,-8.374709755568922,-3.6014600405978476,-20.056264234242313,-4.5598183,-5.879489,-2.6834245,3,2,2,1,5
927,-3.203538320372834,-1.8292883729186133,-7.061872448009738,-4.8039,0.8781929,4.889378,1,2,1,11,5
1920,-1.1189588110175284,-1.1336962622830244,-1.9594647687139675,4.7714314,-3.3590348,0.8043827,3,2,2,1,5
980,-9.868828618218583,-4.12837209011921,-23.924389181056487,-10.027578,-16.589943,-1.9978216,2,2,2,2,4
5683,2.418023920247595,-0.04988629099027476,5.955771414615988,-3.7000096,6.8773904,1.8318328,3,2,1,1,5
5334,0.3177065145679246,-0.6592913018527463,1.5239524952720056,-2.305311,-7.19968,-7.8251595,1,2,2,1,6
3417,-7.391071075048665,-17.07258318163295,33.20209918405429,12.608038,4.786093,0.2383516,3,2,2,1,2
2950,-3.3556141627590863,-1.8804065430886627,-7.4366843824980915,0.41590136,2.4814112,3.0224063,2,2,2,2,5
4373,0.6439845998286957,-0.5520505090440917,2.3119249435892195,-12.618232,-14.25927,0.2855635,3,2,2,1,5
4243,-1.3955471897123584,-1.2254706980093169,-2.6329547422982023,9.686884,10.273283,-15.366645,3,2,1,1,5
4409,84.27522486185244,-0.07962829639254367,-17.718813004990604,2.1953723,-5.3607345,12.731265,3,2,2,2,3
632,0.871210291171756,0.01608975357937942,-0.5738755906541281,12.738043,1.9292467,-2.6304498,3,2,1,1,5
5379,2.3333726509932706,-0.02725758342327861,6.311577997011786,-9.000533,7.4908104,-7.555467,3,2,1,1,6
6518,-7.13192716419201,-3.081682974184791,-17.338495759190735,-6.673828,9.77649,-3.8759387,3,2,2,1,5
4459,-0.5856115177797444,-0.9614328482371313,-0.6041782230180848,-1.0929517,13.294374,-6.408432,3,2,1,1,3
1619,1.2604014276437674,-0.34991054322284326,3.7978104201988825,-0.22834647,-6.12725,0.91650134,3,2,1,1,5
2445,0.7762969328772891,-0.5086114895143865,2.631164903211191,-9.804502,-13.670556,8.173583,3,2,2,2,6
3414,-17.268599492539433,-6.783226310112376,-44.07479099341662,-6.8072166,5.1297174,-9.950428,3,2,2,1,5
6651,-3.552627603761835,-1.9467102029071428,-7.9228193736992605,16.229826,-2.407375,-7.3498144,3,2,2,1,2
5612,1.550192830308921,-0.2550795289421354,4.49519253420245,1.9426754,-4.095824,1.53847,1,2,2,1,5
6065,-0.18617579650280067,-0.8252588972338548,0.30488703117045635,-5.7699995,-0.44257516,9.069623,1,2,2,1,3
7633,-4.04504884683093,-2.127008833249284,-9.07484143006713,-8.990272,7.4840994,-7.5469294,1,2,2,1,6
2002,3.426067153169257,0.3560388881469476,8.994611351697396,9.036108,-2.6429586,-0.18181759,3,2,2,1,5
1738,-4.152899768554679,-2.149300555676389,-9.40808497404871,8.983477,-1.6092966,-2.4006798,1,2,2,1,4
3673,2.0858180451141113,-0.08011854156204842,5.78238903152245,-3.979095,1.2555964,21.11693,3,2,2,1,6
257,-3.3109535596247532,-1.865388935221488,-7.3265728494814075,13.944642,-5.6178727,-8.585161,3,2,1,1,5
3727,-10.689635003748885,42.04779793778095,-23.68589376104632,8.879279,-0.81669396,-9.618946,2,2,2,2,3
932,-8.966928523708889,-3.8094265913707375,-21.582519357383706,-16.032646,-1.6113266,-4.07018,3,2,2,1,5
233,-15.502434780638616,-6.188605414021388,-39.10219132741768,-6.8032856,-6.8760376,2.2825577,3,2,2,1,4
5344,-13.798999232003878,-5.3183842867176185,-36.30908816479834,12.11521,5.3690476,3.7139952,3,2,2,2,5
221,0.2398963152434471,-0.6848919403388712,1.3358787192112023,2.394774,-2.9075274,0.8772647,2,2,2,2,6
