Entry	Entry name	Status	Length	Mass	Gene names  (primary )
Q9NSY2	STAR5_HUMAN	reviewed	213	23,794	STARD5
P59095	STAR6_HUMAN	reviewed	220	25,022	STARD6
Q8NBB2	STAS1_HUMAN	reviewed	130	13,907	ST20-AS1
P52823	STC1_HUMAN	reviewed	247	27,621	STC1
Q8TBG9	SYNPR_HUMAN	reviewed	265	29,166	SYNPR
O14513	NCKP5_HUMAN	reviewed	1909	208,537	NCKAP5
Q53F19	NCBP3_HUMAN	reviewed	620	70,593	NCBP3
P12829	MYL4_HUMAN	reviewed	197	21,565	MYL4
Q86YV6	MYLK4_HUMAN	reviewed	388	44,508	MYLK4
P60660	MYL6_HUMAN	reviewed	151	16,930	MYL6
Q14764	MVP_HUMAN	reviewed	893	99,327	MVP
O43795	MYO1B_HUMAN	reviewed	1136	131,985	MYO1B
P50539	MXI1_HUMAN	reviewed	228	26,062	MXI1
Q9ULV0	MYO5B_HUMAN	reviewed	1848	213,672	MYO5B
Q86UR1	NOXA1_HUMAN	reviewed	476	50,933	NOXA1
O15399	NMDE4_HUMAN	reviewed	1336	143,752	GRIN2D
A6NHN6	NPB15_HUMAN	reviewed	443	51,267	NPIPB15
Q8NFA2	NOXO1_HUMAN	reviewed	376	41,253	NOXO1
O15118	NPC1_HUMAN	reviewed	1278	142,167	NPC1
O43847	NRDC_HUMAN	reviewed	1151	131,701	NRDC
Q96L73	NSD1_HUMAN	reviewed	2696	296,652	NSD1
Q15738	NSDHL_HUMAN	reviewed	373	41,900	NSDHL
O60356	NUPR1_HUMAN	reviewed	82	8,873	NUPR1
O14786	NRP1_HUMAN	reviewed	923	103,134	NRP1
Q9NPI5	NRK2_HUMAN	reviewed	230	26,046	NMRK2
Q68BL7	OLM2A_HUMAN	reviewed	652	73,054	OLFML2A
Q8N4E4	PDCL2_HUMAN	reviewed	241	28,071	PDCL2
Q9BWT3	PAPOG_HUMAN	reviewed	736	82,803	PAPOLG
Q9NQU5	PAK6_HUMAN	reviewed	681	74,869	PAK6
O00264	PGRC1_HUMAN	reviewed	195	21,671	PGRMC1
P20142	PEPC_HUMAN	reviewed	388	42,426	PGC
Q8N490	PNKD_HUMAN	reviewed	385	42,876	PNKD
Q8TCU6	PREX1_HUMAN	reviewed	1659	186,203	PREX1
H3BUK9	POTB2_HUMAN	reviewed	544	61,708	POTEB2
Q9UL42	PNMA2_HUMAN	reviewed	364	41,509	PNMA2
O96001	PPR17_HUMAN	reviewed	155	17,866	PPP1R17
Q8TF05	PP4R1_HUMAN	reviewed	950	107,004	PPP4R1
P49643	PRI2_HUMAN	reviewed	509	58,806	PRIM2
Q9BXM0	PRAX_HUMAN	reviewed	1461	154,905	PRX
Q15126	PMVK_HUMAN	reviewed	192	21,995	PMVK
Q9UNP9	PPIE_HUMAN	reviewed	301	33,431	PPIE
Q9NRY6	PLS3_HUMAN	reviewed	295	31,648	PLSCR3
P13796	PLSL_HUMAN	reviewed	627	70,288	LCP1
P10619	PPGB_HUMAN	reviewed	480	54,466	CTSA
Q6UW63	PLGT2_HUMAN	reviewed	502	58,043	POGLUT2
O60664	PLIN3_HUMAN	reviewed	434	47,075	PLIN3
O43157	PLXB1_HUMAN	reviewed	2135	232,298	PLXNB1
Q99541	PLIN2_HUMAN	reviewed	437	48,075	PLIN2
Q02809	PLOD1_HUMAN	reviewed	727	83,550	PLOD1
Q9QC07	POK18_HUMAN	reviewed	812	91,948	ERVK-18
Q9UIW2	PLXA1_HUMAN	reviewed	1896	211,067	PLXNA1
P02810	PRPC_HUMAN	reviewed	166	17,016	PRH1; PRH2
P21108	PRPS3_HUMAN	reviewed	318	34,839	PRPS1L1
O43490	PROM1_HUMAN	reviewed	865	97,202	PROM1
Q6UWB4	PRS55_HUMAN	reviewed	352	38,856	PRSS55
A0A1B0GWK0	PVLEF_HUMAN	reviewed	134	15,275	PVALEF
P30520	PURA2_HUMAN	reviewed	456	50,097	ADSS2
Q9Y3E5	PTH2_HUMAN	reviewed	179	19,194	PTRH2
P31939	PUR9_HUMAN	reviewed	592	64,616	ATIC
P49190	PTH2R_HUMAN	reviewed	550	62,236	PTH2R
P20339	RAB5A_HUMAN	reviewed	215	23,659	RAB5A
Q9BRK0	REEP2_HUMAN	reviewed	252	28,261	REEP2
P62826	RAN_HUMAN	reviewed	216	24,423	RAN
P62877	RBX1_HUMAN	reviewed	108	12,274	RBX1
P0DJD3	RBY1A_HUMAN	reviewed	496	55,784	RBMY1A1
P46063	RECQ1_HUMAN	reviewed	649	73,457	RECQL
Q7Z4M0	RE114_HUMAN	reviewed	266	29,155	REC114
Q8TAI7	REBL1_HUMAN	reviewed	183	20,682	RHEBL1
Q8IUW5	RELL1_HUMAN	reviewed	271	29,340	RELL1
O00559	RCAS1_HUMAN	reviewed	213	24,377	EBAG9
Q14206	RCAN2_HUMAN	reviewed	197	21,997	RCAN2
Q9BWF3	RBM4_HUMAN	reviewed	364	40,314	RBM4
Q5RL73	RBM48_HUMAN	reviewed	367	41,808	RBM48
Q96D71	REPS1_HUMAN	reviewed	796	86,662	REPS1
Q9UBG7	RBPJL_HUMAN	reviewed	517	56,751	RBPJL
Q9H0Z9	RBM38_HUMAN	reviewed	239	25,498	RBM38
Q8WWW0	RASF5_HUMAN	reviewed	418	47,090	RASSF5
P20936	RASA1_HUMAN	reviewed	1047	116,403	RASA1
Q86YV0	RASL3_HUMAN	reviewed	1011	111,898	RASAL3
Q9NPQ8	RIC8A_HUMAN	reviewed	531	59,710	RIC8A
Q7Z6I6	RHG30_HUMAN	reviewed	1101	118,582	ARHGAP30
Q5TG30	RHG40_HUMAN	reviewed	622	68,908	ARHGAP40
Q9H310	RHBG_HUMAN	reviewed	441	47,231	RHBG
Q9H4P4	RNF41_HUMAN	reviewed	317	35,905	RNF41
Q5XPI4	RN123_HUMAN	reviewed	1314	148,515	RNF123
Q9H2S5	RNF39_HUMAN	reviewed	420	45,525	RNF39
Q7Z769	S35E3_HUMAN	reviewed	313	35,066	SLC35E3
O00442	RTCA_HUMAN	reviewed	366	39,337	RTCA
Q9NZJ4	SACS_HUMAN	reviewed	4579	521,126	SACS
O43304	S14L5_HUMAN	reviewed	696	78,942	SEC14L5
Q8TE82	S3TC1_HUMAN	reviewed	1336	146,961	SH3TC1
Q6UWP8	SBSN_HUMAN	reviewed	590	60,541	SBSN
Q9UIY3	RWD2A_HUMAN	reviewed	292	33,893	RWDD2A
Q5SY68	S1A7B_HUMAN	reviewed	101	11,302	S100A7L2
P82921	RT21_HUMAN	reviewed	87	10,689	MRPS21
P62306	RUXF_HUMAN	reviewed	86	9,725	SNRPF
P63162	RSMN_HUMAN	reviewed	240	24,614	SNRPN
Q9HBX9	RXFP1_HUMAN	reviewed	757	86,975	RXFP1
P50443	S26A2_HUMAN	reviewed	739	81,662	SLC26A2
Q8TE54	S26A7_HUMAN	reviewed	656	72,213	SLC26A7
Q9BXS9	S26A6_HUMAN	reviewed	759	82,967	SLC26A6
P09234	RU1C_HUMAN	reviewed	159	17,394	SNRPC
Q6ZR62	RTL4_HUMAN	reviewed	310	34,685	RTL4
Q7L099	RUFY3_HUMAN	reviewed	469	52,965	RUFY3
Q9Y2D2	S35A3_HUMAN	reviewed	325	35,985	SLC35A3
A0A286YF46	SCGR5_HUMAN	reviewed	85	8,201	SCYGR5
P02743	SAMP_HUMAN	reviewed	223	25,387	APCS
Q8TEC5	SH3R2_HUMAN	reviewed	729	79,320	SH3RF2
Q15637	SF01_HUMAN	reviewed	639	68,330	SF1
Q15464	SHB_HUMAN	reviewed	509	55,042	SHB
Q9NP50	SHCAF_HUMAN	reviewed	221	24,852	SINHCAF
Q96DD7	SHSA4_HUMAN	reviewed	197	21,522	SHISA4
Q3SXP7	SHSL1_HUMAN	reviewed	199	22,573	SHISAL1
Q8IWL1	SFPA2_HUMAN	reviewed	248	26,182	SFTPA2
Q9H2E6	SEM6A_HUMAN	reviewed	1030	114,395	SEMA6A
Q9Y3P8	SIT1_HUMAN	reviewed	196	21,126	SIT1
P09132	SRP19_HUMAN	reviewed	144	16,156	SRP19
Q6PJ21	SPSB3_HUMAN	reviewed	355	39,376	SPSB3
A0A1B0GVQ0	SPAR_HUMAN	reviewed	90	9,632	SPAAR
Q8TB22	SPT20_HUMAN	reviewed	786	87,899	SPATA20
Q8TCT7	SPP2B_HUMAN	reviewed	592	64,644	SPPL2B
Q9BUD6	SPON2_HUMAN	reviewed	331	35,846	SPON2
P52788	SPSY_HUMAN	reviewed	366	41,268	SMS
Q9NQ55	SSF1_HUMAN	reviewed	473	53,194	PPAN
Q9UPR3	SMG5_HUMAN	reviewed	1016	113,928	SMG5
P08047	SP1_HUMAN	reviewed	785	80,693	SP1
Q8IYB5	SMAP1_HUMAN	reviewed	467	50,386	SMAP1
Q99747	SNAG_HUMAN	reviewed	312	34,746	NAPG
P35610	SOAT1_HUMAN	reviewed	550	64,735	SOAT1
Q6ZQN7	SO4C1_HUMAN	reviewed	724	78,948	SLCO4C1
Q9UQE7	SMC3_HUMAN	reviewed	1217	141,542	SMC3
Q9NQ25	SLAF7_HUMAN	reviewed	335	37,421	SLAMF7
Q9H4L7	SMRCD_HUMAN	reviewed	1026	117,402	SMARCAD1
P02814	SMR3B_HUMAN	reviewed	79	8,188	SMR3B
P61266	STX1B_HUMAN	reviewed	288	33,245	STX1B
O15260	SURF4_HUMAN	reviewed	269	30,394	SURF4
Q16385	SSX2_HUMAN	reviewed	188	21,620	SSX2; SSX2B
Q9H5I1	SUV92_HUMAN	reviewed	410	46,682	SUV39H2
P08842	STS_HUMAN	reviewed	583	65,492	STS
Q9H169	STMN4_HUMAN	reviewed	189	22,071	STMN4
Q14714	SSPN_HUMAN	reviewed	243	26,618	SSPN
P35346	SSR5_HUMAN	reviewed	364	39,202	SSTR5
Q6ZMZ3	SYNE3_HUMAN	reviewed	975	112,216	SYNE3
A6NDD5	SYN1L_HUMAN	reviewed	238	25,796	SYNDIG1L
Q9H4B7	TBB1_HUMAN	reviewed	451	50,327	TUBB1
Q8IYJ3	SYTL1_HUMAN	reviewed	562	61,857	SYTL1
Q9C0B7	TNG6_HUMAN	reviewed	1094	120,748	TANGO6
Q9BVT8	TMUB1_HUMAN	reviewed	246	26,261	TMUB1
Q86WS5	TMPSC_HUMAN	reviewed	348	38,605	TMPRSS12
Q9BYE2	TMPSD_HUMAN	reviewed	586	63,167	TMPRSS13
Q92973	TNPO1_HUMAN	reviewed	898	102,355	TNPO1
Q9BT49	THAP7_HUMAN	reviewed	309	34,414	THAP7
Q7Z7H5	TMED4_HUMAN	reviewed	227	25,943	TMED4
P08138	TNR16_HUMAN	reviewed	427	45,183	NGFR
Q7Z6K1	THAP5_HUMAN	reviewed	395	45,416	THAP5
O14788	TNF11_HUMAN	reviewed	317	35,478	TNFSF11
Q96DA6	TIM14_HUMAN	reviewed	116	12,499	DNAJC19
B4DJY2	TM233_HUMAN	reviewed	109	12,074	TMEM233
Q6NUQ4	TM214_HUMAN	reviewed	689	77,151	TMEM214
O15344	TRI18_HUMAN	reviewed	667	75,251	MID1
Q15643	TRIPB_HUMAN	reviewed	1979	227,586	TRIP11
O75762	TRPA1_HUMAN	reviewed	1119	127,501	TRPA1
P78395	PRAME_HUMAN	reviewed	509	57,890	PRAME
O00469	PLOD2_HUMAN	reviewed	737	84,686	PLOD2
Q9NYY3	PLK2_HUMAN	reviewed	685	78,237	PLK2
O00231	PSD11_HUMAN	reviewed	422	47,464	PSMD11
Q5FWE3	PRRT3_HUMAN	reviewed	981	102,197	PRRT3
P35080	PROF2_HUMAN	reviewed	140	15,046	PFN2
Q8NHR9	PROF4_HUMAN	reviewed	129	14,319	PFN4
Q14671	PUM1_HUMAN	reviewed	1186	126,473	PUM1
Q9NZH5	PTTG2_HUMAN	reviewed	202	22,302	PTTG2
Q6ISU1	PTCRA_HUMAN	reviewed	281	29,266	PTCRA
Q03393	PTPS_HUMAN	reviewed	145	16,386	PTS
Q04671	P_HUMAN	reviewed	838	92,850	OCA2
P14927	QCR7_HUMAN	reviewed	111	13,530	UQCRB
P0C881	R10B1_HUMAN	reviewed	870	100,635	RSPH10B
Q99638	RAD9A_HUMAN	reviewed	391	42,547	RAD9A
Q96HR9	REEP6_HUMAN	reviewed	211	23,418	REEP6
Q96S21	RB40C_HUMAN	reviewed	281	31,304	RAB40C
Q6ZTQ3	RASF6_HUMAN	reviewed	369	43,384	RASSF6
Q96IZ5	RBM41_HUMAN	reviewed	413	47,100	RBM41
Q6NW40	RGMB_HUMAN	reviewed	437	47,547	RGMB
P47804	RGR_HUMAN	reviewed	291	31,874	RGR
Q6ZTI6	RFLA_HUMAN	reviewed	216	23,610	RFLNA
Q9BXF6	RFIP5_HUMAN	reviewed	653	70,415	RAB11FIP5
Q33E94	RFX4_HUMAN	reviewed	735	83,368	RFX4
Q8TEB9	RHBL4_HUMAN	reviewed	315	35,823	RHBDD1
P61313	RL15_HUMAN	reviewed	204	24,146	RPL15
Q8TDE3	RNAS8_HUMAN	reviewed	154	17,041	RNASE8
Q8NC42	RN149_HUMAN	reviewed	400	43,165	RNF149
M0QZC1	RN225_HUMAN	reviewed	329	34,789	RNF225
P52815	RM12_HUMAN	reviewed	198	21,348	MRPL12
Q8IWN7	RP1L1_HUMAN	reviewed	2400	252,289	RP1L1
Q9H9Y2	RPF1_HUMAN	reviewed	349	40,111	RPF1
Q5TBB1	RNH2B_HUMAN	reviewed	312	35,139	RNASEH2B
Q9HCK4	ROBO2_HUMAN	reviewed	1378	151,200	ROBO2
Q13464	ROCK1_HUMAN	reviewed	1354	158,175	ROCK1
Q9NYV6	RRN3_HUMAN	reviewed	651	74,107	RRN3
Q5VZM2	RRAGB_HUMAN	reviewed	374	43,250	RRAGB
P78346	RPP30_HUMAN	reviewed	268	29,321	RPP30
P62857	RS28_HUMAN	reviewed	69	7,841	RPS28
O75845	SC5D_HUMAN	reviewed	299	35,301	SC5D
Q9H1X1	RSPH9_HUMAN	reviewed	276	31,292	RSPH9
Q12770	SCAP_HUMAN	reviewed	1279	139,729	SCAP
Q9BY12	SCAPE_HUMAN	reviewed	1400	158,287	SCAPER
Q86SG5	S1A7A_HUMAN	reviewed	101	11,305	S100A7A
P82650	RT22_HUMAN	reviewed	360	41,280	MRPS22
P08621	RU17_HUMAN	reviewed	437	51,557	SNRNP70
Q9H9S3	S61A2_HUMAN	reviewed	476	52,248	SEC61A2
Q8IZD6	S22AF_HUMAN	reviewed	547	60,540	SLC22A15
Q6PIS1	S23A3_HUMAN	reviewed	610	64,531	SLC23A3
Q8TBP6	S2540_HUMAN	reviewed	338	38,125	SLC25A40
P48066	S6A11_HUMAN	reviewed	632	70,606	SLC6A11
Q96E40	SACA9_HUMAN	reviewed	222	25,166	SPACA9
Q9BWD3	RTL8A_HUMAN	reviewed	113	13,188	RTL8A
Q14D33	RTP5_HUMAN	reviewed	572	60,488	RTP5
Q9BZR6	RTN4R_HUMAN	reviewed	473	50,708	RTN4R
Q5QGT7	RTP2_HUMAN	reviewed	225	26,068	RTP2
Q9BQQ7	RTP3_HUMAN	reviewed	232	27,031	RTP3
Q8IZD0	SAM14_HUMAN	reviewed	417	45,056	SAMD14
P98077	SHC2_HUMAN	reviewed	582	61,916	SHC2
O43175	SERA_HUMAN	reviewed	533	56,651	PHGDH
O75556	SG2A1_HUMAN	reviewed	95	10,884	SCGB2A1
Q13326	SGCG_HUMAN	reviewed	291	32,379	SGCG
A6NLE4	SIM23_HUMAN	reviewed	172	20,025	SMIM23
Q9NRF2	SH2B1_HUMAN	reviewed	756	79,366	SH2B1
Q96BI1	S22AI_HUMAN	reviewed	424	44,846	SLC22A18
O75711	SCRG1_HUMAN	reviewed	98	11,081	SCRG1
Q99442	SEC62_HUMAN	reviewed	399	45,862	SEC62
Q12765	SCRN1_HUMAN	reviewed	414	46,382	SCRN1
O43291	SPIT2_HUMAN	reviewed	252	28,228	SPINT2
Q13813	SPTN1_HUMAN	reviewed	2472	284,539	SPTAN1
Q9NY87	SPNXC_HUMAN	reviewed	97	10,982	SPANXC
P36952	SPB5_HUMAN	reviewed	375	42,100	SERPINB5
Q9H0W8	SMG9_HUMAN	reviewed	520	57,651	SMG9
Q13342	SP140_HUMAN	reviewed	867	98,223	SP140
P62314	SMD1_HUMAN	reviewed	119	13,282	SNRPD1
Q6P435	SMG1L_HUMAN	reviewed	159	17,652	
Q96L94	SNX22_HUMAN	reviewed	193	22,068	SNX22
Q9UPU9	SMAG1_HUMAN	reviewed	718	79,415	SAMD4A
Q68D06	SLN13_HUMAN	reviewed	897	102,045	SLFN13
O43759	SNG1_HUMAN	reviewed	233	25,456	SYNGR1
Q9UBY0	SL9A2_HUMAN	reviewed	812	91,520	SLC9A2
O43761	SNG3_HUMAN	reviewed	229	24,555	SYNGR3
Q8WU79	SMAP2_HUMAN	reviewed	429	46,786	SMAP2
Q9BZZ2	SN_HUMAN	reviewed	1709	182,624	SIGLEC1
Q12824	SNF5_HUMAN	reviewed	385	44,141	SMARCB1
Q9BQ83	SLX1_HUMAN	reviewed	275	30,771	SLX1A; SLX1B
P0DP57	SLUR2_HUMAN	reviewed	97	10,160	SLURP2
P60880	SNP25_HUMAN	reviewed	206	23,315	SNAP25
Q92959	SO2A1_HUMAN	reviewed	643	70,044	SLCO2A1
A6NGZ8	SMIM9_HUMAN	reviewed	99	10,777	SMIM9
Q9P0V8	SLAF8_HUMAN	reviewed	285	31,670	SLAMF8
Q8IY18	SMC5_HUMAN	reviewed	1101	128,806	SMC5
Q8IXZ3	SP8_HUMAN	reviewed	490	48,674	SP8
O15079	SNPH_HUMAN	reviewed	494	53,537	SNPH
P35716	SOX11_HUMAN	reviewed	441	46,679	SOX11
P50226	ST1A2_HUMAN	reviewed	295	34,310	SULT1A2
Q16623	STX1A_HUMAN	reviewed	288	33,023	STX1A
P32856	STX2_HUMAN	reviewed	288	33,341	STX2
Q8WU08	ST32A_HUMAN	reviewed	396	46,369	STK32A
Q6EEV6	SUMO4_HUMAN	reviewed	95	10,685	SUMO4
Q5T5J6	SWT1_HUMAN	reviewed	900	103,222	SWT1
P49588	SYAC_HUMAN	reviewed	968	106,810	AARS1
Q8WXE9	STON2_HUMAN	reviewed	905	101,165	STON2
Q9NP77	SSU72_HUMAN	reviewed	194	22,574	SSU72
Q99469	STAC_HUMAN	reviewed	402	44,554	STAC
O15056	SYNJ2_HUMAN	reviewed	1496	165,538	SYNJ2
Q658P3	STEA3_HUMAN	reviewed	488	54,601	STEAP3
Q96PV0	SYGP1_HUMAN	reviewed	1343	148,284	SYNGAP1
Q9BUR4	TCAB1_HUMAN	reviewed	548	59,309	WRAP53
Q8IYF3	TEX11_HUMAN	reviewed	940	107,889	TEX11
Q99594	TEAD3_HUMAN	reviewed	435	48,676	TEAD3
Q15573	TAF1A_HUMAN	reviewed	450	52,676	TAF1A
Q68CZ2	TENS3_HUMAN	reviewed	1445	155,266	TNS3
P48643	TCPE_HUMAN	reviewed	541	59,671	CCT5
P29084	T2EB_HUMAN	reviewed	291	33,044	GTF2E2
Q5VWI1	TCRGL_HUMAN	reviewed	586	65,660	TCERG1L
Q9BVV6	TALD3_HUMAN	reviewed	1533	169,307	KIAA0586
Q5H9I0	TFDP3_HUMAN	reviewed	405	44,967	TFDP3
Q9NVA4	T184C_HUMAN	reviewed	438	50,142	TMEM184C
Q69YZ2	T200B_HUMAN	reviewed	307	32,750	TMEM200B
Q8NFB2	T185A_HUMAN	reviewed	350	40,631	TMEM185A
P59533	T2R38_HUMAN	reviewed	333	37,892	TAS2R38
Q86VY9	T200A_HUMAN	reviewed	491	54,356	TMEM200A
Q8IXB3	TARG1_HUMAN	reviewed	177	19,254	TRARG1
Q9HCH5	SYTL2_HUMAN	reviewed	934	104,930	SYTL2
Q9H1E5	TMX4_HUMAN	reviewed	349	38,952	TMX4
Q71RG4	TMUB2_HUMAN	reviewed	321	33,788	TMUB2
Q9NS68	TNR19_HUMAN	reviewed	423	46,015	TNFRSF19
Q86X19	TMM17_HUMAN	reviewed	198	23,046	TMEM17
Q6ZXV5	TMTC3_HUMAN	reviewed	915	104,009	TMTC3
Q86X45	TILB_HUMAN	reviewed	466	54,255	LRRC6
Q0P6H9	TMM62_HUMAN	reviewed	643	73,133	TMEM62
Q6ZUK4	TMM26_HUMAN	reviewed	368	41,672	TMEM26
Q9BZD7	TMG3_HUMAN	reviewed	231	25,875	PRRG3
Q9BX74	TM2D1_HUMAN	reviewed	207	22,327	TM2D1
Q9BVC6	TM109_HUMAN	reviewed	243	26,210	TMEM109
Q9NR97	TLR8_HUMAN	reviewed	1041	119,828	TLR8
Q6PF06	TM10B_HUMAN	reviewed	316	36,124	TRMT10B
Q6ZMR5	TM11A_HUMAN	reviewed	421	47,569	TMPRSS11A
Q86T26	TM11B_HUMAN	reviewed	416	46,337	TMPRSS11B
Q9Y6G1	TM14A_HUMAN	reviewed	99	10,712	TMEM14A
P00734	THRB_HUMAN	reviewed	622	70,037	F2
P49221	TGM4_HUMAN	reviewed	684	77,145	TGM4
Q9H0R3	TM222_HUMAN	reviewed	208	23,230	TMEM222
Q17RP2	TIGD6_HUMAN	reviewed	521	58,656	TIGD6
Q6UW68	TM205_HUMAN	reviewed	189	21,198	TMEM205
Q9H7X0	NAA60_HUMAN	reviewed	242	27,451	NAA60
P02689	MYP2_HUMAN	reviewed	132	14,909	PMP2
O00159	MYO1C_HUMAN	reviewed	1063	121,682	MYO1C
Q9Y6X6	MYO16_HUMAN	reviewed	1858	206,129	MYO16
Q8NEV4	MYO3A_HUMAN	reviewed	1616	186,208	MYO3A
Q9H009	NACA2_HUMAN	reviewed	215	23,223	NACA2
E9PKD4	NPIA5_HUMAN	reviewed	350	40,105	NPIPA5
O75161	NPHP4_HUMAN	reviewed	1426	157,598	NPHP4
Q9BSH3	NICN1_HUMAN	reviewed	213	24,202	NICN1
Q8IXF0	NPAS3_HUMAN	reviewed	933	100,805	NPAS3
Q96RI1	NR1H4_HUMAN	reviewed	486	55,914	NR1H4
Q8IUM7	NPAS4_HUMAN	reviewed	802	87,117	NPAS4
Q99742	NPAS1_HUMAN	reviewed	590	62,702	NPAS1
P51955	NEK2_HUMAN	reviewed	445	51,763	NEK2
Q7L592	NDUF7_HUMAN	reviewed	441	49,238	NDUFAF7
E9PQ53	NDUCR_HUMAN	reviewed	114	13,408	NDUFC2-KCTD14
Q96P71	NECA3_HUMAN	reviewed	396	44,350	NECAB3
Q92832	NELL1_HUMAN	reviewed	810	89,635	NELL1
Q8NBR0	P5I13_HUMAN	reviewed	393	42,238	TP53I13
P58182	O12D2_HUMAN	reviewed	307	34,813	OR12D2
Q8NGL7	OR4P4_HUMAN	reviewed	312	35,795	OR4P4
Q9BZK8	OCR1_HUMAN	reviewed	76	8,369	OCR1
Q8NHC8	OR2T6_HUMAN	reviewed	308	34,765	OR2T6
Q56VL3	OCAD2_HUMAN	reviewed	154	16,954	OCIAD2
Q8NH72	OR4C6_HUMAN	reviewed	309	34,558	OR4C6
Q8NH02	O2T29_HUMAN	reviewed	315	35,595	OR2T29
Q9UGF7	O12D3_HUMAN	reviewed	316	35,791	OR12D3
Q8NH60	O52J3_HUMAN	reviewed	311	35,091	OR52J3
O95013	O4F21_HUMAN	reviewed	312	35,094	OR4F21
A6NIJ9	O6C70_HUMAN	reviewed	312	35,468	OR6C70
Q8NGG2	OR5T2_HUMAN	reviewed	359	40,696	OR5T2
A6NCV1	O6C74_HUMAN	reviewed	312	35,253	OR6C74
Q8NGI8	O5AN1_HUMAN	reviewed	311	34,789	OR5AN1
Q8NH54	O56A3_HUMAN	reviewed	315	35,611	OR56A3
Q96RD1	OR6C1_HUMAN	reviewed	312	35,660	OR6C1
Q8NGQ2	OR6Q1_HUMAN	reviewed	317	35,736	OR6Q1
P0DN77	OPSG2_HUMAN	reviewed	364	40,584	OPN1MW2
P10451	OSTP_HUMAN	reviewed	314	35,423	SPP1
O60431	OR1I1_HUMAN	reviewed	355	39,297	OR1I1
P61366	OSTN_HUMAN	reviewed	133	14,722	OSTN
P30559	OXYR_HUMAN	reviewed	389	42,772	OXTR
Q8NG80	OR2L5_HUMAN	reviewed	312	35,648	OR2L5
P32243	OTX2_HUMAN	reviewed	289	31,636	OTX2
Q96RQ9	OXLA_HUMAN	reviewed	567	62,881	IL4I1
P83859	OX26_HUMAN	reviewed	136	14,941	QRFP
P40425	PBX2_HUMAN	reviewed	430	45,881	PBX2
O76074	PDE5A_HUMAN	reviewed	875	99,985	PDE5A
O95263	PDE8B_HUMAN	reviewed	885	98,979	PDE8B
P51160	PDE6C_HUMAN	reviewed	858	99,147	PDE6C
Q9NWS1	PARI_HUMAN	reviewed	579	65,054	PARPBP
Q9NRA1	PDGFC_HUMAN	reviewed	345	39,029	PDGFC
P57723	PCBP4_HUMAN	reviewed	403	41,482	PCBP4
C9JE40	PATL2_HUMAN	reviewed	543	61,464	PATL2
Q9BRP4	PAAF1_HUMAN	reviewed	392	42,190	PAAF1
Q9Y5I1	PCDAB_HUMAN	reviewed	949	103,298	PCDHA11
Q86TB9	PATL1_HUMAN	reviewed	770	86,850	PATL1
Q9HB19	PKHA2_HUMAN	reviewed	425	47,255	PLEKHA2
Q99570	PI3R4_HUMAN	reviewed	1358	153,103	PIK3R4
O95685	PPR3D_HUMAN	reviewed	299	32,559	PPP1R3D
P86481	PR20B_HUMAN	reviewed	221	23,262	PRR20B
Q9NRX1	PNO1_HUMAN	reviewed	252	27,924	PNO1
Q6PJE2	POZP3_HUMAN	reviewed	187	20,620	POMZP3
O60927	PP1RB_HUMAN	reviewed	126	13,953	PPP1R11
A6NI47	POTEM_HUMAN	reviewed	508	57,067	POTEM
P67775	PP2AA_HUMAN	reviewed	309	35,594	PPP2CA
Q969H6	POP5_HUMAN	reviewed	163	18,820	POP5
O95744	PM2P2_HUMAN	reviewed	297	32,669	PMS2P2
Q8NBV4	PLPP7_HUMAN	reviewed	271	29,448	PLPP7
Q9BX97	PLVAP_HUMAN	reviewed	442	50,594	PLVAP
P28074	PSB5_HUMAN	reviewed	263	28,480	PSMB5
P49720	PSB3_HUMAN	reviewed	205	22,949	PSMB3
A8MZF0	PRR33_HUMAN	reviewed	331	35,187	PRR33
Q8TB68	PRR7_HUMAN	reviewed	274	30,930	PRR7
C9JH25	PRRT4_HUMAN	reviewed	899	92,712	PRRT4
Q9UIG4	PS1C2_HUMAN	reviewed	136	15,101	PSORS1C2
Q6UWY2	PRS57_HUMAN	reviewed	283	30,334	PRSS57
Q6UWS5	PT117_HUMAN	reviewed	81	9,223	PET117
A1KZ92	PXDNL_HUMAN	reviewed	1463	163,686	PXDNL
Q6NUJ5	PWP2B_HUMAN	reviewed	590	63,967	PWWP2B
P12272	PTHR_HUMAN	reviewed	177	20,194	PTHLH
Q86T96	RN180_HUMAN	reviewed	592	68,254	RNF180
O94941	RNF37_HUMAN	reviewed	541	58,966	UBOX5
Q9NQ50	RM40_HUMAN	reviewed	206	24,490	MRPL40
O43567	RNF13_HUMAN	reviewed	381	42,814	RNF13
P04843	RPN1_HUMAN	reviewed	607	68,569	RPN1
Q3B726	RPA43_HUMAN	reviewed	338	37,432	POLR1F
Q9Y4G8	RPGF2_HUMAN	reviewed	1499	167,417	RAPGEF2
Q9UNE2	RPH3L_HUMAN	reviewed	315	34,464	RPH3AL
Q9H1A7	RPB1C_HUMAN	reviewed	115	13,092	POLR2J3
P36954	RPB9_HUMAN	reviewed	125	14,523	POLR2I
Q6XPR3	RPTN_HUMAN	reviewed	784	90,731	RPTN
P62277	RS13_HUMAN	reviewed	151	17,222	RPS13
P56182	RRP1_HUMAN	reviewed	461	52,839	RRP1
P62861	RS30_HUMAN	reviewed	59	6,648	FAU
Q96GQ5	RUSF1_HUMAN	reviewed	468	51,018	RUSF1
