label,Iso-map,,,RandomTrees,,,t_SNE,,,IsomapClustering,Random_TreesClustering,t-SNEClustering,LouvainClustering
944,-1369.39891,201.77968,-423.94542,12.94798,1.18079,0.19587,11.89708,-8.7521,-0.12165,1,1,2,2
945,-4058.59325,-632.65511,5382.8896,12.70331,-0.57441,1.7229,16.54575,8.94546,-14.91403,1,1,2,3
946,1888.27984,6454.41932,1712.48352,12.24576,2.51101,-1.3678,10.13216,-17.962,3.36004,1,1,2,2
947,-3726.42061,286.52985,-1098.19097,11.76728,-0.19154,2.26749,7.95923,13.76098,4.86765,1,1,2,4
948,361.38283,-65.93355,142.8082,14.08365,-0.95134,-0.73609,7.54822,6.41345,1.25558,1,2,2,3
949,-1589.36848,10552.05154,-7377.73918,12.08094,1.07201,-0.5398,7.96744,1.78764,18.04043,1,1,6,2
950,-8702.58839,-491.99248,8044.76166,10.70138,1.34543,4.52896,11.79371,9.82449,-8.47234,1,1,2,3
951,-178.53426,-12.52151,-82.13629,12.99303,-0.73361,0.68591,-9.63922,14.40643,7.96171,1,1,1,4
952,36019.52985,-11464.73022,5580.90741,9.66975,5.66793,0.74083,-8.6148,-14.70871,16.41888,1,1,2,5
953,-496.54763,16.92119,-191.66456,12.95492,-0.2215,0.40973,-2.72016,10.68632,5.11816,1,1,2,4
954,-3756.39052,8.00047,1701.87116,12.19509,-0.37879,3.01673,1.74243,16.0771,-0.55755,1,1,2,3
955,-1377.50795,96.80104,-524.30572,12.76674,-0.5148,-0.09694,-0.59783,11.16475,15.40642,1,1,2,4
956,-76.69136,-29.74841,16.93883,13.77131,-0.61466,-0.4228,-2.01039,1.3401,8.70871,1,2,2,2
957,-180.29059,-18.19681,-17.61124,13.80042,-0.8218,0.56959,14.32349,-1.01361,0.73251,1,1,2,3
958,23313.53509,15393.05637,7744.04642,10.68349,4.61363,-0.87718,2.71888,-18.3011,15.85014,1,1,2,5
959,-3545.57482,-177.44837,3902.30018,12.49334,-0.61781,2.31173,14.2046,11.27948,-13.03656,1,1,2,3
960,-1027.28171,70.88931,-381.16085,12.71498,0.51267,-0.81364,4.9069,6.85983,3.78404,1,1,2,2
961,-1691.40635,-43.01494,152.81575,12.87093,-0.65783,0.8215,4.06398,-10.44472,-12.94571,1,1,2,3
962,133.81212,-42.26287,32.32538,13.20447,-0.41743,-0.01392,-5.65815,15.38201,13.48745,1,1,1,4
963,-1283.62526,2493.70703,-2135.99186,12.737,0.67518,-0.47576,6.04615,-3.64413,15.72747,1,1,2,2
964,1256.33417,10845.5596,-5720.60583,11.29818,3.17782,0.30456,-2.66889,-3.36883,16.94962,1,1,2,2
965,-849.2289,-13.59237,-292.47727,13.00871,-0.66743,-0.73542,-8.06351,5.13314,16.10763,1,1,2,4
966,128.09594,-42.59741,39.36976,14.0187,-0.82247,-0.76843,19.39907,17.22807,-1.61849,1,2,1,3
967,-1064.9417,-55.71588,1020.16646,13.35552,-0.36261,0.66581,16.49865,-0.3775,-2.98519,1,1,2,3
968,-5583.20647,404.53676,-975.85531,12.52955,0.19962,-0.00716,6.36789,18.96646,-3.08724,1,1,2,2
969,-950.19261,-1403.11158,-809.3389,13.04485,1.01448,-0.35565,0.96256,-14.94505,-0.28992,1,1,2,4
970,-243.46348,-2818.17467,-1369.61255,11.28141,3.47497,0.93778,1.46298,-20.49708,1.61092,1,1,2,4
971,-833.08031,47.58071,-305.75526,13.08056,-0.05681,1.73619,1.16844,7.07422,-6.84383,1,1,2,3
972,-912.17886,52.72404,-339.23162,13.41254,-0.76043,1.00431,0.81013,6.72068,-7.71203,1,1,2,2
973,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-1.01396,-0.54402,0.00673,2,2,2,1
974,-2920.51441,2599.6234,-3089.82622,12.44566,0.37713,-0.36171,9.31184,5.61122,16.68447,1,1,6,2
975,-551.12009,25.13466,-64.55521,13.35814,-0.32037,0.2714,-8.54826,-1.6789,-5.05753,1,1,2,2
976,1549.48245,6921.50574,-5109.62763,12.86695,1.92432,-0.47781,3.87152,-5.82291,17.14176,1,1,2,2
977,-486.06011,4.35703,-59.50356,13.69567,-0.87462,-0.40079,10.86877,4.57218,4.85373,1,2,2,3
978,-3584.43522,3165.53064,-3791.77575,11.94436,0.95069,0.00402,9.96656,5.99199,17.78212,1,1,6,2
979,-1211.52097,85.57453,-443.01815,13.16454,0.20715,0.42321,-0.63119,6.54861,13.12639,1,1,2,2
980,-11568.7182,-1310.499,18705.50195,10.79571,-0.55311,4.84112,8.0877,4.12417,-13.20247,1,1,2,3
981,-2914.01131,544.283,18.12984,12.42854,0.42936,0.67508,18.1607,0.2153,3.70159,1,1,2,2
982,-1933.93082,319.07053,-481.17463,12.53914,0.62354,0.94731,18.16418,0.19073,6.9085,1,1,2,2
983,-3627.78009,-298.73669,5214.12629,13.36085,-1.07376,0.42758,6.12602,-1.63587,-15.24455,1,1,2,3
984,-1249.5703,-120.39193,651.93828,13.04745,-0.85004,2.36709,-2.84656,-1.36671,-10.42765,1,1,2,3
985,27340.11137,11657.82381,5968.94105,10.74893,4.69047,-0.6371,-2.66739,-13.57481,15.20389,1,1,2,5
986,-5529.71423,2414.53664,-2214.65087,11.97759,2.87502,-0.08992,12.34797,-14.48068,3.72847,1,1,2,2
987,-1463.0095,-554.79185,-1511.01477,13.20036,-0.04294,-0.69299,-16.36386,1.02758,-3.90994,1,1,2,6
988,-948.10646,46.28682,-204.0081,13.19739,-0.48456,0.48048,12.5179,6.30053,-5.34727,1,1,2,3
989,-19.33944,200.44595,-275.42031,13.56003,-0.4526,-0.70781,-8.00657,-4.51865,16.29478,1,2,2,5
990,-3370.53135,-2230.4494,-4581.62829,12.53593,0.66897,0.778,-17.40848,-0.53016,-13.26768,1,1,2,6
991,-6184.81888,4773.3422,-2135.75358,10.44455,3.47253,0.94759,18.3359,0.86052,5.00087,1,1,2,2
992,-543.69375,52.59695,-129.80514,13.5087,-0.46718,-0.35248,9.7161,-6.60947,1.03015,1,2,2,2
993,-451.19099,770.52071,-741.62322,13.96979,-0.88333,-0.37403,12.59186,1.50756,12.25778,1,2,1,2
994,-959.44806,59.52026,-352.17094,13.43068,-0.54684,-0.20633,-5.03454,-4.25581,3.13188,1,2,2,6
995,329.9782,-60.69005,102.43848,13.80996,-1.08294,-0.51828,-3.26227,-8.98058,-3.87725,1,2,2,4
996,-173.15776,-13.73282,-75.86725,13.62037,-1.018,-0.35984,5.03709,-9.08979,-1.33906,1,2,2,2
997,-4951.51414,268.49098,-783.99498,13.00822,0.44267,-0.4538,4.58287,18.98109,-7.36793,1,1,2,2
998,-1404.97683,12.09982,422.13968,12.34113,-0.63592,2.15805,10.57863,-3.6475,-7.82757,1,1,2,3
999,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.40885,0.02099,4.54979,2,2,2,1
1000,-737.32211,34.3045,-281.78586,12.99821,-0.03057,0.52142,7.57472,-9.98304,2.19851,1,1,2,4
1001,-1083.59308,66.32059,-313.33743,12.92428,-0.95486,1.28265,1.13902,11.14544,-3.98635,1,1,2,3
1002,-742.86267,-9.73284,-133.07815,13.76052,-0.76339,-0.56185,2.11271,18.25487,-4.95736,1,2,2,2
1003,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60094,-1.17474,5.36248,2,2,2,1
1004,-2538.16934,159.40292,-747.68525,12.59541,-0.34252,0.2087,-3.26266,20.08007,10.56681,1,1,7,4
1005,7568.36469,7608.7295,3118.88506,12.49576,2.5033,-1.52317,0.75736,-14.26648,10.90104,1,1,2,5
1006,-1648.95685,215.46024,-321.67239,12.93344,0.02525,0.15945,12.81742,1.87439,6.15135,1,1,2,2
1007,-300.25211,-1.94022,-119.68979,13.78108,-0.72481,-0.10721,5.52765,10.20147,-23.45113,1,2,1,3
1008,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.27477,-0.08051,6.70486,2,2,2,1
1009,-292.65404,1273.60075,-1009.76355,13.33212,-0.01843,-0.67025,6.90573,-0.45996,14.87629,1,1,2,2
1010,-5195.5846,-803.09891,8672.53932,13.02206,-0.11424,2.47029,5.17374,-2.31386,-16.33166,1,1,2,3
1011,-3483.97103,-241.87561,4065.41978,12.51897,-0.73666,1.39081,8.07445,-8.60731,-11.93935,1,1,2,3
1012,227.21597,-51.1036,66.22112,13.77024,-0.61679,-0.3752,-11.30496,14.87231,12.76264,1,2,1,2
1013,-233.09107,-12.84618,-98.31856,13.68901,-0.72136,-0.61005,-10.0768,9.65091,10.12786,1,2,2,4
1014,14819.13056,11998.17162,1012.03422,11.44231,4.33019,-0.84098,0.70875,-12.41494,15.01047,1,1,2,5
1015,-1891.97847,80.4383,77.65615,12.8323,-0.18157,1.24479,6.50137,-10.95606,-12.99383,1,1,2,3
1016,-3439.82707,-83.33747,2974.85682,12.16742,-0.4667,2.70497,7.7193,-8.78118,-12.10594,1,1,2,3
1017,-896.14687,53.64884,-330.30836,13.3925,-0.22145,-0.18876,-4.85016,4.79064,14.26261,1,1,2,6
1018,-1348.82131,-597.6743,-1808.27692,13.33093,-0.14904,-0.37452,-11.50434,-3.15669,-11.29303,1,2,2,6
1019,-845.50962,48.89503,-311.97312,12.68349,0.76745,-0.57832,-10.27346,-15.17388,-16.03957,1,1,1,6
1020,-735.99883,-307.86746,-852.23534,13.04499,-0.42478,0.31828,-0.42283,-3.83794,4.28791,1,1,2,6
1021,-669.33326,-1502.93925,-1277.88845,12.7725,1.21024,0.25639,-17.48878,-5.00865,11.93724,1,1,2,5
1022,-5926.90276,-68.9523,2921.9228,11.64957,-0.01095,4.23746,8.73144,11.98572,-8.54331,1,1,2,3
1023,-855.47902,49.29266,-310.37704,13.08382,-0.22473,0.17132,-8.53207,7.83359,4.6628,1,1,2,4
1024,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-1.36691,1.96536,6.49676,2,2,2,1
1025,-340.29722,1.79267,-133.80743,13.62301,-0.52016,-0.84532,-17.60122,-11.63166,-14.28085,1,2,1,6
1026,-4716.57253,267.25181,-940.93149,12.94399,1.45621,-0.30497,5.98117,19.93125,-3.89047,1,1,2,2
1027,-6164.39856,-490.57681,8707.08702,12.24584,-0.84615,3.33784,11.00165,11.02665,-12.78373,1,1,2,3
1028,229.2528,-51.29343,66.93889,13.70057,-0.47781,-0.56837,5.64441,-1.96345,0.21482,1,2,2,3
1029,18599.55215,1949.96903,-1533.17307,10.92399,4.599,-0.77936,-2.00322,-18.94919,13.929,1,1,2,5
1030,316.95272,-59.1901,97.74775,13.63433,-0.35511,-0.72528,6.89035,-1.50535,-2.82596,8,2,2,2
1031,-194.68187,-15.5984,-80.11368,13.61884,-0.91834,-0.47245,-7.83886,-7.6712,-9.00624,1,2,2,6
1032,-569.5221,1605.61832,-1239.03367,13.37104,-0.34309,-0.53724,0.31636,5.30559,18.86442,1,2,2,2
1033,99.16263,-41.07862,37.98035,13.73469,-1.01655,-0.71589,12.19874,8.11477,-0.57519,1,2,2,3
1034,-7046.62643,-6393.30866,-10734.13921,11.19827,1.63302,1.16768,-17.15637,-5.12104,-5.72109,1,1,2,6
1035,-242.76686,-7.29871,-99.42471,13.46423,-0.75479,-0.88034,4.42826,-25.99974,2.94044,1,1,1,2
1036,-776.06199,38.02863,-236.34982,13.40462,-0.29497,0.3991,2.35405,-11.7305,-12.37933,1,1,2,3
1037,534.90819,-79.79086,174.91331,13.95859,-0.8591,-0.56303,16.35008,10.91221,10.40901,1,2,1,3
1038,-868.71801,-49.65067,777.76861,13.00513,-0.73368,1.15908,14.62221,-5.86672,-6.16525,1,1,4,3
1039,-56.86919,-24.62358,-34.08569,13.62384,-0.91079,-0.18996,5.62999,-6.37753,8.70503,1,2,2,4
1040,-115.63501,-19.14879,-54.61115,13.36435,-0.48832,-0.37241,2.79169,-4.49745,2.63106,3,2,2,4
1041,-8057.0015,-250.42008,-387.60974,12.31368,2.08213,0.2723,6.07162,19.21298,-8.84076,1,1,2,2
1042,-841.46498,2924.73396,-2319.16938,13.12177,0.24002,-0.4766,5.68409,-5.10688,15.05628,1,1,2,2
1043,-680.42798,38.08686,-254.65436,13.7098,-0.52833,-0.43291,4.83784,11.57098,12.8918,1,2,8,2
1044,-3298.82701,1154.20046,-1531.99376,12.75317,1.23525,-0.81757,9.54609,-18.11875,0.9715,1,1,2,2
1045,-3264.32717,-3562.35693,-6505.80113,13.07747,-0.03833,-0.29684,-16.92277,-2.79315,-7.27685,1,1,2,6
1046,-2498.84973,108.89058,348.67691,12.96009,-0.51446,1.53238,10.06147,12.16304,3.08277,1,1,2,3
1047,-2653.50713,-174.36557,2767.27602,12.57057,-0.87255,1.43544,10.69302,-9.28217,-10.41288,1,1,2,3
1048,336.69067,-61.30643,104.79856,14.08365,-0.95134,-0.73609,3.75985,-3.71822,-0.90427,1,2,2,3
1049,-614.53925,27.35903,-230.50626,13.11409,0.27908,-0.71721,-1.64648,6.11488,6.39343,1,1,2,5
1050,-3591.85773,173.90879,-1086.2843,13.2734,0.36892,-0.62861,0.65716,16.51495,-12.77688,1,1,2,2
1051,-496.95214,16.38826,-189.03722,13.2655,-0.15667,-0.29949,7.68574,-8.52959,-1.44026,1,1,2,2
1052,-408.83711,6.03129,-55.04043,13.76524,-0.66009,-0.72542,2.18439,7.40102,-1.65039,1,2,2,2
1053,-50.39006,-25.2301,-31.61438,13.76209,-0.84336,-0.30439,-4.79808,0.10148,-3.42837,1,2,2,2
1054,-7367.87783,-2698.72177,-6030.86363,11.19756,1.42808,0.11744,-1.66419,21.24467,-10.15273,1,1,2,2
1055,-220.9766,167.60747,-603.96685,12.80509,1.31047,0.49172,-9.82284,-2.88209,15.00989,1,1,2,5
1056,-6500.33058,-919.14318,8910.56052,11.83769,-0.57536,3.44025,1.60191,-5.48162,-14.17501,1,1,2,3
1057,-880.42193,1609.85562,-1423.56459,12.89304,0.54538,-0.19945,5.72202,-3.19416,15.31318,1,1,2,2
1058,42598.62214,-11457.38854,5296.81021,9.64095,5.81849,0.58993,-9.20733,-14.59605,16.48385,1,1,2,5
1059,-935.68244,60.48942,-381.75793,13.36356,-0.81435,-0.40374,0.47276,13.50427,11.9006,1,2,2,4
1060,542.87217,-80.52178,177.44967,14.01177,-0.95412,-0.73496,1.53943,-8.62088,-1.74597,1,2,2,4
1061,-576.76727,23.8377,-217.51603,13.56671,-0.78193,-0.3679,-3.04913,-7.25864,-7.54529,1,2,2,4
1062,-8979.36072,272.10985,-2545.20609,11.54349,3.23624,0.06442,5.55085,21.61644,-7.76154,1,1,2,2
1063,-1509.6488,105.72062,-559.78995,13.13134,-0.31933,-0.07186,4.22322,14.2006,1.19241,1,1,2,4
1064,-284.87048,-3.37403,-114.26725,13.74997,-0.71724,-0.83803,-5.33398,-0.66997,7.94782,1,2,2,4
1065,-3193.22356,-1599.41496,-4428.67265,12.62357,0.28007,-0.26569,-18.74628,2.14704,-13.92963,1,1,2,6
1066,102.1788,-39.79568,21.23412,13.83372,-0.76498,-0.67647,-13.54588,10.64711,-6.13872,1,2,1,6
1067,-8114.14698,187.8512,-2206.65047,10.79288,2.93424,1.37297,1.08901,18.61378,-14.12713,1,1,2,2
1068,8282.05708,7883.69448,4234.94066,12.41194,2.55197,-1.66381,-0.34078,-14.37718,12.44582,1,1,2,5
1069,-6210.27599,-2529.98153,3132.62076,9.47613,1.23144,3.84745,-5.09218,-20.32551,-4.17246,1,1,2,4
1070,-1456.78026,-29.56831,543.04631,12.80054,-0.16697,1.47638,-2.11712,18.09216,1.79039,1,1,2,3
1071,-852.78664,44.03758,-237.29655,12.44573,-0.92128,1.14724,6.78948,10.36818,-2.99654,1,1,2,3
1072,-5574.83579,582.86597,-1454.42217,12.05922,1.60007,1.35573,9.3603,18.29224,1.00744,1,1,11,2
1073,-536.01912,20.12211,-203.33155,13.48639,-0.92674,-0.24571,-18.92328,7.48722,-4.58522,1,2,1,4
1074,-275.93319,-12.13148,-0.13163,13.19802,-0.81475,0.48443,2.49907,8.13899,2.4687,1,1,2,3
1075,19094.33756,9296.45389,6296.24864,12.25674,3.03592,-1.26456,3.03725,-16.91644,13.33207,1,1,2,5
1076,-233.85024,11527.6202,-5892.24748,12.66739,0.72257,-0.74375,-1.92955,0.6351,19.64398,1,1,2,2
1077,2870.90893,-7650.94725,-3831.71501,12.24767,2.55255,-0.20591,-8.64355,-16.99294,-0.81984,1,1,2,5
1078,-747.7629,54.2927,-223.32147,13.18437,0.96105,-0.49068,20.17854,-1.36158,2.50635,1,1,2,2
1079,-3932.51127,-2405.99641,-5740.14147,12.3775,0.74714,0.15799,-13.15744,1.58907,-13.66469,1,1,2,6
1080,-109.67539,1008.24275,-1064.25152,13.12281,0.96095,0.14688,-8.73044,-2.79655,15.04595,1,1,2,5
1081,-4329.1444,-1077.50632,634.47798,11.6617,1.71016,2.79505,-14.37032,-4.21096,4.37427,1,1,2,4
1082,-1010.49074,15.09902,-357.45248,12.45359,0.47869,0.49863,-4.52201,-8.76094,-7.25473,1,1,2,4
1083,-3721.42888,-168.09923,3639.25657,12.8905,-0.86052,1.75424,12.30048,11.78505,-12.94903,1,1,2,3
1084,411.04846,-68.23634,131.00022,13.81303,-0.83231,-0.71435,20.57694,16.17517,2.45968,1,2,1,3
1085,-9585.78722,-645.3755,11675.11247,10.57315,-0.39762,4.62308,3.11268,7.25641,-11.38768,1,1,2,3
1086,-1001.83269,2192.21757,-1750.37773,12.52263,1.22205,-0.50366,-2.74264,2.43622,18.22664,1,1,2,2
1087,-486.91193,11.34648,-144.82871,13.45679,-0.35949,-0.44293,3.41806,-10.25996,-12.73774,1,2,2,3
1088,-3477.31893,46.49384,423.19454,12.47117,-0.49645,2.96626,-4.80123,12.20079,-7.75638,1,1,2,3
1089,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-3.63731,-3.74715,3.61647,2,2,2,1
1090,-553.44482,21.98909,-209.71213,13.4821,-0.09662,-0.18134,-11.24085,9.11302,-17.8175,1,1,1,2
1091,-6037.17695,743.32964,-721.18202,11.66924,2.48225,0.11573,5.24981,21.78269,-2.72442,1,1,2,2
1092,76.29453,-37.03764,13.03471,13.56898,-0.32934,-0.74427,-5.63797,-23.89423,-9.38546,1,2,1,4
1093,-1611.6758,94.69878,-560.54905,12.96054,-0.18841,0.64608,-1.54514,15.51424,4.54376,1,1,2,4
1094,9800.73305,-13629.32604,-3482.64595,12.57046,2.51515,-0.83811,-14.09073,-15.8518,6.65002,1,1,2,5
1095,-123.06447,-18.4563,-57.22987,13.16701,-0.38482,-0.40193,-0.86959,-5.27441,4.46596,1,1,2,6
1096,-4504.50476,-138.68663,4629.37062,12.33162,-0.73494,3.28181,11.37643,11.09052,-12.50101,1,1,2,3
1097,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-3.77512,-2.57533,2.83057,2,2,2,1
1098,-1547.6711,7737.46686,-5391.33358,12.93129,1.39366,-0.4653,7.91636,-3.76039,17.22339,1,1,2,2
1099,6147.75194,7931.39655,3723.26694,12.5525,2.15901,-1.14344,5.33238,-13.23703,13.80902,1,1,2,5
1100,-16840.71746,-4847.83177,21432.03739,8.70802,0.59972,5.2708,7.51698,6.83785,-14.30054,1,1,2,3
1101,-241.86108,-30.16238,210.37113,13.74939,-0.84254,-0.52973,1.54925,5.48315,-12.70123,1,2,2,3
1102,-293.41926,-2.57715,-117.28097,13.5321,-0.27039,-0.71058,8.8488,15.38746,-19.42617,1,2,1,2
1103,-707.82309,-211.11373,-519.40443,13.73448,-0.21139,-0.62119,-7.2895,0.58453,-8.71296,1,2,2,6
1104,-444.48136,11.5048,-170.53963,13.48222,0.40873,-0.72685,15.14195,-17.4978,9.1998,1,1,1,6
1105,-2940.47404,242.59702,-1101.2041,12.22329,-0.36434,0.00929,-0.06096,11.65778,15.877,1,1,2,4
1106,-1439.72306,148.84801,-221.6504,12.98095,0.7168,0.13903,14.4709,0.10956,10.0699,1,1,2,2
1107,-399.21941,-33.96043,-165.90802,13.66073,-0.06726,-0.61503,-12.01973,1.30085,-3.88822,1,1,2,6
1108,-2564.04628,24.04709,1473.0606,12.63917,-0.73643,2.16111,5.48543,11.96314,-12.9042,1,1,2,3
1109,293.15128,-57.24866,89.45609,13.7965,-0.90221,-0.82373,-16.45025,19.78615,-3.60945,1,2,1,4
1110,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-3.72086,-3.73997,5.33164,2,2,2,1
1111,-2123.92856,5283.26307,-4400.39667,12.84641,0.04116,-0.51291,11.02618,-3.47465,14.58092,1,1,2,2
1112,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-3.93402,-5.1034,4.47597,2,2,2,1
1113,-260.12997,-5.68022,-105.54555,13.35575,-0.83585,-0.10804,-10.53631,15.61878,16.52672,1,2,1,2
1114,-339.55687,-242.13768,-168.10437,13.6645,-0.26374,-0.24671,-13.39181,-2.377,13.09129,1,2,2,5
1115,-1504.58003,9057.18009,-5937.03221,12.51531,1.26287,0.00598,7.91243,-3.7684,17.22863,1,1,2,2
1116,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-3.71698,-1.42082,3.62516,2,2,2,1
1117,-5279.12785,-269.39786,6532.73697,12.71572,-0.77751,2.8527,10.50065,11.84593,-13.57207,1,1,2,3
1118,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-4.64906,-0.11168,2.67728,2,2,2,1
1119,-407.24679,-4.70558,-25.08541,13.8648,-0.60532,-0.23219,5.13277,20.67018,1.23286,1,1,2,2
1120,16391.04047,11646.56802,5009.71479,11.68717,4.38128,-1.66077,-1.12187,-14.75032,15.02718,1,1,2,5
1121,14813.51647,11802.48372,1059.72429,11.7123,5.1345,-0.9019,0.52009,-12.33165,15.08402,1,1,2,5
1122,-357.95933,-728.44867,-734.36018,13.02818,1.50067,-0.55761,-10.01201,-5.67808,8.48437,1,1,2,6
1123,-3623.49292,205.59359,-414.27701,13.51675,-0.68572,0.12216,5.62434,21.08611,-1.58197,1,6,2,2
1124,-1014.40297,274.31735,-541.20069,13.14871,-0.29069,-0.61048,-7.35291,-5.66207,4.78003,1,1,2,2
1125,-17972.98357,-6508.0645,20515.29583,9.26307,0.88527,6.24134,7.3835,7.10565,-14.18277,1,1,2,3
1126,-4177.1037,-20.87716,1962.29277,11.91094,-0.7883,3.2925,8.71648,11.99943,-8.52698,1,1,2,3
1127,-1046.68781,-481.0085,-745.43794,12.82963,1.21265,-0.75527,-12.62161,-2.77622,4.30544,1,1,2,5
1128,98.88236,-67.89048,144.08611,13.63765,-0.88862,0.23474,-5.59181,-7.63832,-3.56682,1,2,2,3
1129,307.56947,-54.22577,93.66243,13.97703,-0.47206,-0.5942,-21.94292,3.55069,9.18285,1,1,1,3
1130,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-3.1869,-1.05814,4.99487,2,2,2,1
1131,-4570.31896,-9681.44525,-5732.15772,11.37991,1.56524,2.32649,-21.01591,-3.50792,-7.60888,1,1,2,6
1132,-4588.3786,-1979.23531,578.47261,11.47726,0.8386,2.10643,-5.46208,-19.46713,-4.67537,1,1,2,4
1133,-310.78966,327.53745,-363.46188,13.63146,-0.4848,-0.64541,3.64011,-6.05397,10.6846,1,2,2,2
1134,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-3.09837,-2.35546,6.11321,2,2,2,1
1135,591.18799,2210.84525,769.48244,12.98687,0.75762,-0.77468,5.05923,-9.91167,9.00148,1,1,2,5
1136,-1955.67078,63.62476,510.17348,12.82729,-0.51359,0.73386,15.40323,-6.88479,0.04599,1,1,2,3
1137,-953.45506,-11.26766,325.70536,13.36214,-0.46276,0.70554,12.61367,0.45373,2.49326,1,1,2,3
1138,-2699.85713,-2577.12757,-4855.97563,12.80604,1.87358,-0.84544,-14.76454,-8.86596,-8.08896,1,1,2,6
1139,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-3.04588,-2.52552,4.31055,2,2,2,1
1140,221.41186,-50.57264,92.20104,13.83203,-0.68581,-0.58812,0.09944,25.51431,0.39873,1,2,1,2
1141,3145.6681,12317.6669,-6139.76706,12.60252,2.99543,-0.17045,3.20391,-6.09854,18.60658,1,1,2,2
1142,-1920.5707,9889.28335,-7279.84741,12.57554,1.16204,-0.09696,4.58219,-2.94745,17.39432,1,1,2,2
1143,-1049.07421,68.09125,-387.58579,12.69336,-0.37512,-0.32192,-3.01829,19.1943,11.509,1,1,7,4
1144,-1003.7818,62.32664,-345.68521,12.97062,-0.65023,0.02751,-7.87434,11.54378,4.10536,1,1,2,4
1145,162.68126,-57.66141,164.67195,13.95087,-1.00575,-0.51905,20.5557,1.75347,-14.02085,1,2,2,3
1146,-5807.75952,191.14707,-1582.15531,12.65402,-0.334,0.32371,1.36631,16.69691,-13.37314,1,1,2,2
1147,315.36242,-58.44662,96.16683,13.82901,-0.6646,-0.66319,-8.10924,-11.47513,-20.33449,1,2,1,2
1148,-8520.39701,-59.08081,-209.02695,12.17126,2.08895,0.21435,6.05122,19.19731,-8.85353,1,1,2,2
1149,547.91252,-600.90091,38.28445,13.21628,0.02607,0.27575,-3.43696,-10.46049,6.95124,1,1,2,5
1150,-1064.58173,8789.05134,-5867.3151,12.17151,1.93423,0.72897,7.66428,-1.2104,19.2571,1,1,2,2
1151,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-2.47967,1.29466,2.26662,2,2,2,1
1152,-252.34263,2151.83149,-1248.34,12.68632,0.75337,-0.19439,-2.94059,-1.95033,13.04578,1,1,2,2
1153,618.51475,-2834.29237,-1517.58083,12.48449,2.23035,-0.58711,-9.42747,-15.04463,-0.25808,1,1,2,5
1154,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-3.41165,0.38251,3.96438,2,2,2,1
1155,-292.39077,-3.37575,-110.80255,12.96664,-0.31786,1.2583,-13.00917,9.23811,-14.89112,1,1,1,3
1156,291.56639,-54.78542,108.14542,14.08365,-0.95134,-0.73609,11.64369,11.62936,18.58242,1,2,1,2
1157,531.8291,-4769.57024,-5956.48564,11.86723,3.27242,-0.17663,-13.20941,-13.06113,-4.76724,1,1,2,6
1158,-4696.57429,302.14974,-1508.49225,12.64472,0.19382,0.79371,5.49313,14.82436,0.72854,1,1,2,4
1159,424.57519,-69.49698,135.76659,13.96608,-0.72483,-0.61682,-2.94354,4.56813,6.16167,1,2,2,4
1160,-958.58937,58.841,-380.66658,13.12974,-0.26186,-0.05275,1.34996,8.84235,17.40047,1,1,2,4
1161,-1375.93169,-790.76742,-771.96545,12.77021,-0.05786,1.06265,-4.60144,-14.46472,-2.19825,1,1,2,4
1162,-978.84879,62.66826,-361.58848,12.95644,-0.18473,1.16452,-10.35696,-7.09332,-3.45446,1,1,2,3
1163,-387.95132,6.23495,-150.60833,13.64131,-0.85582,0.35652,-18.32198,14.36652,-10.98761,1,2,1,3
1164,-10771.0381,-1169.08866,17283.96274,11.35471,-0.15882,4.66936,11.71347,7.19434,-14.63395,1,1,2,3
1165,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-3.08967,-0.18455,3.01895,2,2,2,1
1166,-12064.94656,-540.71462,9651.51829,10.51844,1.50534,4.16243,8.53931,20.84449,-2.75766,1,1,2,2
1167,-3327.09375,-201.82103,4290.17891,13.09616,-0.86834,0.56627,16.20052,1.02118,-2.80665,1,1,2,3
1168,303.30552,-58.19502,93.03428,13.69951,-0.52804,-0.71691,17.56684,-1.3727,18.63414,1,2,1,2
1169,-253.52287,-12.54331,-24.9036,13.18553,-0.4003,0.22742,1.44614,16.02386,2.27578,1,1,2,3
1170,-1361.84517,-2054.67765,-1511.52069,11.96034,3.00707,1.03266,2.25651,-20.75713,1.9205,1,1,2,4
