label;Anatomy;region_name;hemisphere
10745;area_45;ex;left
10746;area_45;ex;left
10747;area_45;ex;left
10748;area_45;ex;left
10749;area_45;ex;left
10750;area_45;ex;left
10751;area_45;ex;left
10752;area_45;ex;left
10753;area_45;ex;left
10754;area_45;ex;left
10755;area_45;ex;left
10756;area_45;ex;left
10757;area_45;ex;left
10758;area_45;ex;left
10759;area_45;ex;left
10760;area_45;ex;left
10761;area_45;ex;left
10762;area_45;ex;left
10763;area_45;ex;left
10764;area_45;ex;left
10765;area_45;ex;left
10766;area_45;ex;left
10767;area_45;ex;left
10768;area_45;ex;left
10769;area_45;ex;left
10770;area_45;ex;left
10771;area_45;ex;left
10772;area_45;ex;left
10773;area_45;ex;left
10774;area_45;ex;left
10775;area_45;ex;left
10776;area_45;ex;left
10777;area_45;ex;left
10778;area_45;ex;left
10779;area_45;ex;left
10780;area_45;ex;left
10781;area_45;ex;left
10782;area_45;ex;left
10783;area_45;ex;left
10784;area_45;ex;left
10785;area_45;ex;left
10786;area_45;ex;left
10787;area_45;ex;left
10788;area_45;ex;left
10789;area_45;ex;left
10790;area_45;ex;left
10791;area_45;ex;left
10792;area_45;ex;left
10793;area_45;ex;left
10794;area_45;ex;left
10795;area_45;ex;left
10796;area_45;ex;left
10797;area_45;ex;left
10798;area_45;ex;left
10799;area_45;ex;left
10800;area_45;ex;left
10801;area_45;ex;left
10802;area_45;ex;left
10803;area_45;ex;left
10804;area_45;ex;left
10805;area_45;ex;left
10806;area_45;ex;left
10807;area_45;ex;left
10808;area_45;ex;left
10809;area_45;ex;left
10810;area_45;ex;left
10811;area_1;ex;left
10812;area_1;ex;left
10813;area_1;ex;left
10814;area_1;ex;left
10815;area_1;ex;left
10816;area_1;ex;left
10817;area_1;ex;left
10818;area_1;ex;left
10819;area_1;ex;left
10820;area_1;ex;left
10821;area_1;ex;left
10822;area_1;ex;left
10823;area_1;ex;left
10824;area_1;ex;left
10825;area_1;ex;left
10826;area_1;ex;left
10827;area_1;ex;left
10828;area_1;ex;left
10829;area_1;ex;left
10830;area_1;ex;left
10831;area_1;ex;left
10832;area_1;ex;left
10833;area_1;ex;left
10834;area_1;ex;left
10835;area_1;ex;left
10836;area_1;ex;left
10837;area_1;ex;left
10838;area_1;ex;left
10839;area_1;ex;left
10840;area_1;ex;left
10841;area_8;ex;left
10842;area_8;ex;left
10843;area_8;ex;left
10844;area_8;ex;left
10845;area_8;ex;left
10846;area_8;ex;left
10847;area_8;ex;left
10848;area_8;ex;left
10849;area_8;ex;left
10850;area_8;ex;left
10851;area_8;ex;left
10852;area_8;ex;left
10853;area_8;ex;left
10854;area_8;ex;left
10855;area_8;ex;left
10856;area_8;ex;left
10857;area_8;ex;left
10858;area_8;ex;left
10859;area_8;ex;left
10860;area_8;ex;left
10861;area_8;ex;left
10862;area_8;ex;left
10863;area_8;ex;left
10864;area_8;ex;left
10865;area_8;ex;left
10866;area_8;ex;left
10867;area_8;ex;left
10868;area_8;ex;left
10869;area_8;ex;left
10870;area_8;ex;left
10871;area_8;ex;left
10872;area_8;ex;left
10873;area_8;ex;left
10874;area_8;ex;left
10875;area_8;ex;left
10876;area_8;ex;left
10877;area_8;ex;left
10878;area_8;ex;left
10879;area_8;ex;left
10880;area_8;ex;left
10881;area_8;ex;left
10882;area_8;ex;left
10883;area_8;ex;left
10884;area_8;ex;left
10885;area_8;ex;left
10886;area_8;ex;left
10887;area_8;ex;left
10888;area_8;ex;left
10889;area_8;ex;left
10890;area_8;ex;left
10891;area_8;ex;left
10892;area_8;ex;left
10893;area_8;ex;left
10894;area_8;ex;left
10895;area_8;ex;left
10896;area_8;ex;left
10897;area_8;ex;left
10898;area_8;ex;left
10899;area_8;ex;left
10900;area_8;ex;left
10901;area_8;ex;left
10902;area_8;ex;left
10903;area_8;ex;left
10904;area_8;ex;left
10905;area_8;ex;left
10906;area_8;ex;left
10907;area_8;ex;left
10908;area_8;ex;left
10909;area_8;ex;left
10910;area_8;ex;left
10911;area_8;ex;left
10912;area_8;ex;left
10913;area_8;ex;left
10914;area_8;ex;left
10915;area_8;ex;left
10916;area_8;ex;left
10917;area_8;ex;left
10918;area_8;ex;left
10919;area_8;ex;left
10920;area_8;ex;left
10921;area_14;ex;left
10922;area_14;ex;left
10923;area_14;ex;left
10924;area_14;ex;left
10925;area_14;ex;left
10926;area_14;ex;left
10927;area_14;ex;left
10928;area_14;ex;left
10929;area_14;ex;left
10930;area_14;ex;left
10931;area_14;ex;left
10932;area_14;ex;left
10933;area_14;ex;left
10934;area_14;ex;left
10935;area_14;ex;left
10936;area_14;ex;left
10937;area_14;ex;left
10938;area_14;ex;left
10939;area_14;ex;left
10940;area_14;ex;left
10941;area_14;ex;left
10942;area_14;ex;left
10943;area_14;ex;left
10944;area_14;ex;left
10945;area_14;ex;left
10946;area_14;ex;left
10947;area_14;ex;left
10948;area_14;ex;left
10949;area_14;ex;left
10950;area_14;ex;left
10951;area_14;ex;left
10952;area_14;ex;left
10953;area_14;ex;left
10954;area_14;ex;left
10955;area_14;ex;left
10956;area_14;ex;left
10957;area_14;ex;left
10958;area_14;ex;left
10959;area_14;ex;left
10960;area_14;ex;left
10961;area_14;ex;left
10962;area_14;ex;left
10963;area_14;ex;left
10964;area_14;ex;left
10965;area_14;ex;left
10966;area_14;ex;left
10967;area_14;ex;left
10968;area_14;ex;left
10969;area_14;ex;left
10970;area_14;ex;left
10971;area_14;ex;left
10972;area_14;ex;left
10973;area_14;ex;left
10974;area_14;ex;left
10975;area_14;ex;left
10976;area_14;ex;left
10977;area_14;ex;left
10978;area_14;ex;left
10979;area_14;ex;left
10980;area_14;ex;left
10981;area_14;ex;left
10982;area_14;ex;left
10983;area_14;ex;left
10984;area_14;ex;left
10985;area_14;ex;left
10986;area_14;ex;left
10987;area_14;ex;left
10988;area_14;ex;left
10989;area_14;ex;left
10990;area_14;ex;left
10991;area_14;ex;left
10992;area_14;ex;left
10993;area_14;ex;left
10994;area_14;ex;left
10995;area_14;ex;left
10996;area_14;ex;left
10997;area_14;ex;left
10998;area_14;ex;left
10999;area_14;ex;left
11000;area_14;ex;left
11001;area_14;ex;left
11002;area_14;ex;left
11003;area_14;ex;left
11004;area_14;ex;left
11005;area_14;ex;left
11006;area_14;ex;left
11007;area_14;ex;left
11008;area_14;ex;left
11009;area_14;ex;left
11010;area_14;ex;left
11011;area_14;ex;left
11012;area_14;ex;left
11013;area_14;ex;left
11014;area_14;ex;left
11015;area_14;ex;left
11016;area_14;ex;left
11017;area_14;ex;left
11018;area_14;ex;left
11019;area_14;ex;left
11020;area_14;ex;left
11021;area_14;ex;left
11022;area_14;ex;left
11023;area_14;ex;left
11024;area_14;ex;left
11025;area_14;ex;left
11026;area_14;ex;left
11027;area_14;ex;left
11028;area_14;ex;left
11029;area_14;ex;left
11030;area_14;ex;left
11031;area_14;ex;left
11032;area_14;ex;left
11033;area_14;ex;left
11034;area_14;ex;left
11035;area_14;ex;left
11036;area_14;ex;left
11037;area_14;ex;left
11038;area_14;ex;left
11039;area_14;ex;left
11040;area_14;ex;left
11041;area_14;ex;left
11042;area_14;ex;left
11043;area_14;ex;left
11044;area_14;ex;left
11045;area_14;ex;left
11046;area_14;ex;left
11047;area_14;ex;left
11048;area_14;ex;left
11049;area_14;ex;left
11050;area_14;ex;left
11051;area_14;ex;left
11052;area_14;ex;left
11053;area_14;ex;left
11054;area_14;ex;left
11055;area_14;ex;left
11056;area_14;ex;left
11057;area_14;ex;left
11058;area_14;ex;left
11059;area_14;ex;left
11060;area_14;ex;left
11061;area_14;ex;left
11062;area_14;ex;left
11063;area_14;ex;left
11064;area_14;ex;left
11065;area_14;ex;left
11066;area_14;ex;left
11067;area_14;ex;left
11068;area_14;ex;left
11069;area_14;ex;left
11070;area_14;ex;left
11071;area_32;ex;left
11072;area_32;ex;left
11073;area_32;ex;left
11074;area_32;ex;left
11075;area_32;ex;left
11076;area_32;ex;left
11077;area_32;ex;left
11078;area_32;ex;left
11079;area_32;ex;left
11080;area_32;ex;left
11081;area_32;ex;left
11082;area_32;ex;left
11083;area_32;ex;left
11084;area_32;ex;left
11085;area_32;ex;left
11086;area_32;ex;left
11087;area_32;ex;left
11088;area_32;ex;left
11089;area_32;ex;left
11090;area_32;ex;left
11091;area_35;ex;left
11092;area_35;ex;left
11093;area_35;ex;left
11094;area_35;ex;left
11095;area_35;ex;left
11096;area_35;ex;left
11097;area_35;ex;left
11098;area_35;ex;left
11099;area_35;ex;left
11100;area_35;ex;left
11101;area_35;ex;left
11102;area_35;ex;left
11103;area_35;ex;left
11104;area_35;ex;left
11105;area_35;ex;left
11106;area_35;ex;left
11107;area_35;ex;left
11108;area_35;ex;left
11109;area_35;ex;left
11110;area_35;ex;left
11111;area_35;ex;left
11112;area_35;ex;left
11113;area_35;ex;left
11114;area_35;ex;left
11115;area_35;ex;left
11116;area_35;ex;left
11117;area_35;ex;left
11118;area_35;ex;left
11119;area_35;ex;left
11120;area_35;ex;left
11121;area_35;ex;left
11122;area_35;ex;left
11123;area_35;ex;left
11124;area_35;ex;left
11125;area_35;ex;left
11126;area_35;ex;left
11127;area_35;ex;left
11128;area_35;ex;left
11129;area_35;ex;left
11130;area_35;ex;left
11131;area_35;ex;left
11132;area_35;ex;left
11133;area_35;ex;left
11134;area_35;ex;left
11135;area_35;ex;left
11136;area_35;ex;left
11137;area_35;ex;left
11138;area_35;ex;left
11139;area_35;ex;left
11140;area_35;ex;left
11141;area_35;ex;left
11142;area_35;ex;left
11143;area_35;ex;left
11144;area_35;ex;left
11145;area_35;ex;left
11146;area_35;ex;left
11147;area_35;ex;left
11148;area_35;ex;left
11149;area_35;ex;left
11150;area_35;ex;left
11151;area_35;ex;left
11152;area_35;ex;left
11153;area_35;ex;left
11154;area_35;ex;left
11155;area_35;ex;left
11156;area_35;ex;left
11157;area_35;ex;left
11158;area_35;ex;left
11159;area_35;ex;left
11160;area_35;ex;left
11161;area_35;ex;left
11162;area_35;ex;left
11163;area_35;ex;left
11164;area_35;ex;left
11165;area_35;ex;left
11166;area_35;ex;left
11167;area_35;ex;left
11168;area_35;ex;left
11169;area_35;ex;left
11170;area_35;ex;left
11171;area_35;ex;left
11172;area_35;ex;left
11173;area_35;ex;left
11174;area_35;ex;left
11175;area_35;ex;left
11176;area_35;ex;left
11177;area_35;ex;left
11178;area_35;ex;left
11179;area_35;ex;left
11180;area_35;ex;left
11181;area_35;ex;left
11182;area_35;ex;left
11183;area_35;ex;left
11184;area_35;ex;left
11185;area_35;ex;left
11186;area_35;ex;left
11187;area_35;ex;left
11188;area_35;ex;left
11189;area_35;ex;left
11190;area_35;ex;left
11191;area_35;ex;left
11192;area_35;ex;left
11193;area_35;ex;left
11194;area_35;ex;left
11195;area_35;ex;left
11196;area_35;ex;left
11197;area_35;ex;left
11198;area_35;ex;left
11199;area_35;ex;left
11200;area_35;ex;left
11201;area_35;ex;left
11202;area_35;ex;left
11203;area_35;ex;left
11204;area_35;ex;left
11205;area_35;ex;left
11206;area_35;ex;left
11207;area_35;ex;left
11208;area_35;ex;left
11209;area_35;ex;left
11210;area_35;ex;left
11211;area_34;ex;left
11212;area_34;ex;left
11213;area_34;ex;left
11214;area_34;ex;left
11215;area_34;ex;left
11216;area_34;ex;left
11217;area_34;ex;left
11218;area_34;ex;left
11219;area_34;ex;left
11220;area_34;ex;left
11221;area_34;ex;left
11222;area_34;ex;left
11223;area_34;ex;left
11224;area_34;ex;left
11225;area_34;ex;left
11226;area_34;ex;left
11227;area_34;ex;left
11228;area_34;ex;left
11229;area_34;ex;left
11230;area_34;ex;left
11231;area_34;ex;left
11232;area_34;ex;left
11233;area_34;ex;left
11234;area_34;ex;left
11235;area_34;ex;left
11236;area_34;ex;left
11237;area_34;ex;left
11238;area_34;ex;left
11239;area_34;ex;left
11240;area_34;ex;left
11241;area_34;ex;left
11242;area_34;ex;left
11243;area_34;ex;left
11244;area_34;ex;left
11245;area_34;ex;left
11246;area_34;ex;left
11247;area_34;ex;left
11248;area_34;ex;left
11249;area_34;ex;left
11250;area_34;ex;left
11251;area_34;ex;left
11252;area_34;ex;left
11253;area_34;ex;left
11254;area_34;ex;left
11255;area_34;ex;left
11256;area_34;ex;left
11257;area_34;ex;left
11258;area_34;ex;left
11259;area_34;ex;left
11260;area_34;ex;left
11261;area_34;ex;left
11262;area_34;ex;left
11263;area_34;ex;left
11264;area_34;ex;left
11265;area_34;ex;left
11266;area_34;ex;left
11267;area_34;ex;left
11268;area_34;ex;left
11269;area_34;ex;left
11270;area_34;ex;left
11271;area_34;ex;left
11272;area_34;ex;left
11273;area_34;ex;left
11274;area_34;ex;left
11275;area_34;ex;left
11276;area_34;ex;left
11277;area_34;ex;left
11278;area_34;ex;left
11279;area_34;ex;left
11280;area_34;ex;left
11281;area_34;ex;left
11282;area_34;ex;left
11283;area_34;ex;left
11284;area_34;ex;left
11285;area_34;ex;left
11286;area_34;ex;left
11287;area_34;ex;left
11288;area_34;ex;left
11289;area_34;ex;left
11290;area_34;ex;left
11291;area_34;ex;left
11292;area_34;ex;left
11293;area_34;ex;left
11294;area_34;ex;left
11295;area_34;ex;left
11296;area_34;ex;left
11297;area_34;ex;left
11298;area_34;ex;left
11299;area_34;ex;left
11300;area_34;ex;left
11301;area_34;ex;left
11302;area_34;ex;left
11303;area_34;ex;left
11304;area_34;ex;left
11305;area_34;ex;left
11306;area_34;ex;left
11307;area_34;ex;left
11308;area_34;ex;left
11309;area_34;ex;left
11310;area_34;ex;left
11311;area_34;ex;left
11312;area_34;ex;left
11313;area_34;ex;left
11314;area_34;ex;left
11315;area_34;ex;left
11316;area_34;ex;left
11317;area_34;ex;left
11318;area_34;ex;left
11319;area_34;ex;left
11320;area_34;ex;left
11321;area_34;ex;left
11322;area_34;ex;left
11323;area_34;ex;left
11324;area_34;ex;left
11325;area_34;ex;left
11326;area_34;ex;left
11327;area_34;ex;left
11328;area_34;ex;left
11329;area_34;ex;left
11330;area_34;ex;left
11331;area_34;ex;left
11332;area_34;ex;left
11333;area_34;ex;left
11334;area_34;ex;left
11335;area_34;ex;left
11336;area_34;ex;left
11337;area_34;ex;left
11338;area_34;ex;left
11339;area_34;ex;left
11340;area_34;ex;left
11341;area_24;ex;left
11342;area_24;ex;left
11343;area_24;ex;left
11344;area_24;ex;left
11345;area_24;ex;left
11346;area_24;ex;left
11347;area_24;ex;left
11348;area_24;ex;left
11349;area_24;ex;left
11350;area_24;ex;left
11351;area_4;ex;left
11352;area_4;ex;left
11353;area_4;ex;left
11354;area_4;ex;left
11355;area_4;ex;left
11356;area_4;ex;left
11357;area_4;ex;left
11358;area_4;ex;left
11359;area_4;ex;left
11360;area_4;ex;left
11361;area_4;ex;left
11362;area_4;ex;left
11363;area_4;ex;left
11364;area_4;ex;left
11365;area_4;ex;left
11366;area_4;ex;left
11367;area_4;ex;left
11368;area_4;ex;left
11369;area_4;ex;left
11370;area_4;ex;left
11371;area_4;ex;left
11372;area_4;ex;left
11373;area_4;ex;left
11374;area_4;ex;left
11375;area_4;ex;left
11376;area_4;ex;left
11377;area_4;ex;left
11378;area_4;ex;left
11379;area_4;ex;left
11380;area_4;ex;left
11381;area_4;ex;left
11382;area_4;ex;left
11383;area_4;ex;left
11384;area_4;ex;left
11385;area_4;ex;left
11386;area_4;ex;left
11387;area_4;ex;left
11388;area_4;ex;left
11389;area_4;ex;left
11390;area_4;ex;left
11391;area_4;ex;left
11392;area_4;ex;left
11393;area_4;ex;left
11394;area_4;ex;left
11395;area_4;ex;left
11396;area_4;ex;left
11397;area_4;ex;left
11398;area_4;ex;left
11399;area_4;ex;left
11400;area_4;ex;left
11401;area_4;ex;left
11402;area_4;ex;left
11403;area_4;ex;left
11404;area_4;ex;left
11405;area_4;ex;left
11406;area_4;ex;left
11407;area_4;ex;left
11408;area_4;ex;left
11409;area_4;ex;left
11410;area_4;ex;left
11411;area_4;ex;left
11412;area_4;ex;left
11413;area_4;ex;left
11414;area_4;ex;left
11415;area_4;ex;left
11416;area_4;ex;left
11417;area_4;ex;left
11418;area_4;ex;left
11419;area_4;ex;left
11420;area_4;ex;left
11421;area_4;ex;left
11422;area_4;ex;left
11423;area_4;ex;left
11424;area_4;ex;left
11425;area_4;ex;left
11426;area_4;ex;left
11427;area_4;ex;left
11428;area_4;ex;left
11429;area_4;ex;left
11430;area_4;ex;left
11431;area_4;ex;left
11432;area_4;ex;left
11433;area_4;ex;left
11434;area_4;ex;left
11435;area_4;ex;left
11436;area_4;ex;left
11437;area_4;ex;left
11438;area_4;ex;left
11439;area_4;ex;left
11440;area_4;ex;left
11441;area_4;ex;left
11442;area_4;ex;left
11443;area_4;ex;left
11444;area_4;ex;left
11445;area_4;ex;left
11446;area_4;ex;left
11447;area_4;ex;left
11448;area_4;ex;left
11449;area_4;ex;left
11450;area_4;ex;left
11451;area_4;ex;left
11452;area_4;ex;left
11453;area_4;ex;left
11454;area_4;ex;left
11455;area_4;ex;left
11456;area_4;ex;left
11457;area_4;ex;left
11458;area_4;ex;left
11459;area_4;ex;left
11460;area_4;ex;left
11461;area_4;ex;left
11462;area_4;ex;left
11463;area_4;ex;left
11464;area_4;ex;left
11465;area_4;ex;left
11466;area_4;ex;left
11467;area_4;ex;left
11468;area_4;ex;left
11469;area_4;ex;left
11470;area_4;ex;left
11471;area_4;ex;left
11472;area_4;ex;left
11473;area_4;ex;left
11474;area_4;ex;left
11475;area_4;ex;left
11476;area_4;ex;left
11477;area_4;ex;left
11478;area_4;ex;left
11479;area_4;ex;left
11480;area_4;ex;left
11481;area_4;ex;left
11482;area_4;ex;left
11483;area_4;ex;left
11484;area_4;ex;left
11485;area_4;ex;left
11486;area_4;ex;left
11487;area_4;ex;left
11488;area_4;ex;left
11489;area_4;ex;left
11490;area_4;ex;left
11491;area_41;ex;left
11492;area_41;ex;left
11493;area_41;ex;left
11494;area_41;ex;left
11495;area_41;ex;left
11496;area_41;ex;left
11497;area_41;ex;left
11498;area_41;ex;left
11499;area_41;ex;left
11500;area_41;ex;left
11501;area_41;ex;left
11502;area_41;ex;left
11503;area_41;ex;left
11504;area_41;ex;left
11505;area_41;ex;left
11506;area_41;ex;left
11507;area_41;ex;left
11508;area_41;ex;left
11509;area_41;ex;left
11510;area_41;ex;left
11511;area_41;ex;left
11512;area_41;ex;left
11513;area_41;ex;left
11514;area_41;ex;left
11515;area_41;ex;left
11516;area_41;ex;left
11517;area_41;ex;left
11518;area_41;ex;left
11519;area_41;ex;left
11520;area_41;ex;left
11521;area_41;ex;left
11522;area_41;ex;left
11523;area_41;ex;left
11524;area_41;ex;left
11525;area_41;ex;left
11526;area_41;ex;left
11527;area_41;ex;left
11528;area_41;ex;left
11529;area_41;ex;left
11530;area_41;ex;left
11531;area_41;ex;left
11532;area_41;ex;left
11533;area_41;ex;left
11534;area_41;ex;left
11535;area_41;ex;left
11536;area_41;ex;left
11537;area_41;ex;left
11538;area_41;ex;left
11539;area_41;ex;left
11540;area_41;ex;left
11541;area_41;ex;left
11542;area_41;ex;left
11543;area_41;ex;left
11544;area_41;ex;left
11545;area_41;ex;left
11546;area_41;ex;left
11547;area_41;ex;left
11548;area_41;ex;left
11549;area_41;ex;left
11550;area_41;ex;left
11551;area_5;ex;left
11552;area_5;ex;left
11553;area_5;ex;left
11554;area_5;ex;left
11555;area_5;ex;left
11556;area_5;ex;left
11557;area_5;ex;left
11558;area_5;ex;left
11559;area_5;ex;left
11560;area_5;ex;left
11561;area_5;ex;left
11562;area_5;ex;left
11563;area_5;ex;left
11564;area_5;ex;left
11565;area_5;ex;left
11566;area_5;ex;left
11567;area_5;ex;left
11568;area_5;ex;left
11569;area_5;ex;left
11570;area_5;ex;left
11571;area_5;ex;left
11572;area_5;ex;left
11573;area_5;ex;left
11574;area_5;ex;left
11575;area_5;ex;left
11576;area_5;ex;left
11577;area_5;ex;left
11578;area_5;ex;left
11579;area_5;ex;left
11580;area_5;ex;left
11581;area_5;ex;left
11582;area_5;ex;left
11583;area_5;ex;left
11584;area_5;ex;left
11585;area_5;ex;left
11586;area_5;ex;left
11587;area_5;ex;left
11588;area_5;ex;left
11589;area_5;ex;left
11590;area_5;ex;left
11591;area_5;ex;left
11592;area_5;ex;left
11593;area_5;ex;left
11594;area_5;ex;left
11595;area_5;ex;left
11596;area_5;ex;left
11597;area_5;ex;left
11598;area_5;ex;left
11599;area_5;ex;left
11600;area_5;ex;left
11601;area_5;ex;left
11602;area_5;ex;left
11603;area_5;ex;left
11604;area_5;ex;left
11605;area_5;ex;left
11606;area_5;ex;left
11607;area_5;ex;left
11608;area_5;ex;left
11609;area_5;ex;left
11610;area_5;ex;left
11611;area_5;ex;left
11612;area_5;ex;left
11613;area_5;ex;left
11614;area_5;ex;left
11615;area_5;ex;left
11616;area_5;ex;left
11617;area_5;ex;left
11618;area_5;ex;left
11619;area_5;ex;left
11620;area_5;ex;left
11621;area_5;ex;left
11622;area_5;ex;left
11623;area_5;ex;left
11624;area_5;ex;left
11625;area_5;ex;left
11626;area_5;ex;left
11627;area_5;ex;left
11628;area_5;ex;left
11629;area_5;ex;left
11630;area_5;ex;left
11631;area_5;ex;left
11632;area_5;ex;left
11633;area_5;ex;left
11634;area_5;ex;left
11635;area_5;ex;left
11636;area_5;ex;left
11637;area_5;ex;left
11638;area_5;ex;left
11639;area_5;ex;left
11640;area_5;ex;left
11641;area_5;ex;left
11642;area_5;ex;left
11643;area_5;ex;left
11644;area_5;ex;left
11645;area_5;ex;left
11646;area_5;ex;left
11647;area_5;ex;left
11648;area_5;ex;left
11649;area_5;ex;left
11650;area_5;ex;left
11651;area_5;ex;left
11652;area_5;ex;left
11653;area_5;ex;left
11654;area_5;ex;left
11655;area_5;ex;left
11656;area_5;ex;left
11657;area_5;ex;left
11658;area_5;ex;left
11659;area_5;ex;left
11660;area_5;ex;left
11661;area_5;ex;left
11662;area_5;ex;left
11663;area_5;ex;left
11664;area_5;ex;left
11665;area_5;ex;left
11666;area_5;ex;left
11667;area_5;ex;left
11668;area_5;ex;left
11669;area_5;ex;left
11670;area_5;ex;left
11671;area_5;ex;left
11672;area_5;ex;left
11673;area_5;ex;left
11674;area_5;ex;left
11675;area_5;ex;left
11676;area_5;ex;left
11677;area_5;ex;left
11678;area_5;ex;left
11679;area_5;ex;left
11680;area_5;ex;left
11681;area_5;ex;left
11682;area_5;ex;left
11683;area_5;ex;left
11684;area_5;ex;left
11685;area_5;ex;left
11686;area_5;ex;left
11687;area_5;ex;left
11688;area_5;ex;left
11689;area_5;ex;left
11690;area_5;ex;left
11691;area_5;ex;left
11692;area_5;ex;left
11693;area_5;ex;left
11694;area_5;ex;left
11695;area_5;ex;left
11696;area_5;ex;left
11697;area_5;ex;left
11698;area_5;ex;left
11699;area_5;ex;left
11700;area_5;ex;left
11701;area_5;ex;left
11702;area_5;ex;left
11703;area_5;ex;left
11704;area_5;ex;left
11705;area_5;ex;left
11706;area_5;ex;left
11707;area_5;ex;left
11708;area_5;ex;left
11709;area_5;ex;left
11710;area_5;ex;left
11711;area_45;ex;left
11712;area_45;ex;left
11713;area_45;ex;left
11714;area_45;ex;left
11715;area_45;ex;left
11716;area_45;ex;left
11717;area_45;ex;left
11718;area_45;ex;left
11719;area_45;ex;left
11720;area_45;ex;left
11721;area_45;ex;left
11722;area_45;ex;left
11723;area_45;ex;left
11724;area_45;ex;left
11725;area_45;ex;left
11726;area_45;ex;left
11727;area_45;ex;left
11728;area_45;ex;left
11729;area_45;ex;left
11730;area_45;ex;left
11731;area_45;ex;left
11732;area_45;ex;left
11733;area_45;ex;left
11734;area_45;ex;left
11735;area_45;ex;left
11736;area_45;ex;left
11737;area_45;ex;left
11738;area_45;ex;left
11739;area_45;ex;left
11740;area_45;ex;left
11741;area_45;ex;left
11742;area_45;ex;left
11743;area_45;ex;left
11744;area_45;ex;left
11745;area_45;ex;left
11746;area_45;ex;left
11747;area_45;ex;left
11748;area_45;ex;left
11749;area_45;ex;left
11750;area_45;ex;left
11751;area_45;ex;left
11752;area_45;ex;left
11753;area_45;ex;left
11754;area_45;ex;left
11755;area_45;ex;left
11756;area_45;ex;left
11757;area_45;ex;left
11758;area_45;ex;left
11759;area_45;ex;left
11760;area_45;ex;left
11761;area_45;ex;left
11762;area_45;ex;left
11763;area_45;ex;left
11764;area_45;ex;left
11765;area_45;ex;left
11766;area_45;ex;left
11767;area_45;ex;left
11768;area_45;ex;left
11769;area_45;ex;left
11770;area_45;ex;left
11771;area_45;ex;left
11772;area_45;ex;left
11773;area_45;ex;left
11774;area_45;ex;left
11775;area_45;ex;left
11776;area_45;ex;left
11777;area_45;ex;left
11778;area_45;ex;left
11779;area_45;ex;left
11780;area_45;ex;left
11781;area_45;ex;left
11782;area_45;ex;left
11783;area_45;ex;left
11784;area_45;ex;left
11785;area_45;ex;left
11786;area_45;ex;left
11787;area_45;ex;left
11788;area_45;ex;left
11789;area_45;ex;left
11790;area_45;ex;left
11791;area_45;ex;left
11792;area_45;ex;left
11793;area_45;ex;left
11794;area_45;ex;left
11795;area_45;ex;left
11796;area_45;ex;left
11797;area_45;ex;left
11798;area_45;ex;left
11799;area_45;ex;left
11800;area_45;ex;left
11801;area_45;ex;left
11802;area_45;ex;left
11803;area_45;ex;left
11804;area_45;ex;left
11805;area_45;ex;left
11806;area_45;ex;left
11807;area_45;ex;left
11808;area_45;ex;left
11809;area_45;ex;left
11810;area_45;ex;left
11811;area_45;ex;left
11812;area_45;ex;left
11813;area_45;ex;left
11814;area_45;ex;left
11815;area_45;ex;left
11816;area_45;ex;left
11817;area_45;ex;left
11818;area_45;ex;left
11819;area_45;ex;left
11820;area_45;ex;left
11821;area_45;ex;left
11822;area_45;ex;left
11823;area_45;ex;left
11824;area_45;ex;left
11825;area_45;ex;left
11826;area_45;ex;left
11827;area_45;ex;left
11828;area_45;ex;left
11829;area_45;ex;left
11830;area_45;ex;left
11831;area_45;ex;left
11832;area_45;ex;left
11833;area_45;ex;left
11834;area_45;ex;left
11835;area_45;ex;left
11836;area_45;ex;left
11837;area_45;ex;left
11838;area_45;ex;left
11839;area_45;ex;left
11840;area_45;ex;left
11841;area_1;ex;left
11842;area_1;ex;left
11843;area_1;ex;left
11844;area_1;ex;left
11845;area_1;ex;left
11846;area_1;ex;left
11847;area_1;ex;left
11848;area_1;ex;left
11849;area_1;ex;left
11850;area_1;ex;left
11851;area_1;ex;left
11852;area_1;ex;left
11853;area_1;ex;left
11854;area_1;ex;left
11855;area_1;ex;left
11856;area_1;ex;left
11857;area_1;ex;left
11858;area_1;ex;left
11859;area_1;ex;left
11860;area_1;ex;left
11861;area_1;ex;left
11862;area_1;ex;left
11863;area_1;ex;left
11864;area_1;ex;left
11865;area_1;ex;left
11866;area_1;ex;left
11867;area_1;ex;left
11868;area_1;ex;left
11869;area_1;ex;left
11870;area_1;ex;left
11871;area_1;ex;left
11872;area_1;ex;left
11873;area_1;ex;left
11874;area_1;ex;left
11875;area_1;ex;left
11876;area_1;ex;left
11877;area_1;ex;left
11878;area_1;ex;left
11879;area_1;ex;left
11880;area_1;ex;left
11881;area_8;ex;left
11882;area_8;ex;left
11883;area_8;ex;left
11884;area_8;ex;left
11885;area_8;ex;left
11886;area_8;ex;left
11887;area_8;ex;left
11888;area_8;ex;left
11889;area_8;ex;left
11890;area_8;ex;left
11891;area_8;ex;left
11892;area_8;ex;left
11893;area_8;ex;left
11894;area_8;ex;left
11895;area_8;ex;left
11896;area_8;ex;left
11897;area_8;ex;left
11898;area_8;ex;left
11899;area_8;ex;left
11900;area_8;ex;left
11901;area_8;ex;left
11902;area_8;ex;left
11903;area_8;ex;left
11904;area_8;ex;left
11905;area_8;ex;left
11906;area_8;ex;left
11907;area_8;ex;left
11908;area_8;ex;left
11909;area_8;ex;left
