label;Anatomy;DegreeRange;region_name;hemisphere
1414;Q12931;1000-3950;TRAP1_HUMAN;left
1415;Q9H7Z7;1000-3950;PGES2_HUMAN;left
1416;P78344;1000-3950;IF4G2_HUMAN;left
1417;Q6NXE6;1000-3950;ARMC6_HUMAN;left
1418;Q9UEG4;1000-3950;ZN629_HUMAN;left
1419;Q99715;1000-3950;COCA1_HUMAN;left
1420;Q92832;1000-3950;NELL1_HUMAN;left
1421;P29372;1000-3950;3MG_HUMAN;left
1422;P49207;1000-3950;RL34_HUMAN;left
1423;Q9H6V9;1000-3950;LDAH_HUMAN;left
1424;Q7Z3E5;1000-3950;ARMC9_HUMAN;left
1425;Q8IV08;1000-3950;PLD3_HUMAN;left
1426;O95445;1000-3950;APOM_HUMAN;left
1427;Q96PC5;1000-3950;MIA2_HUMAN;left
1428;Q96S44;1000-3950;PRPK_HUMAN;left
1429;Q6P9B9;1000-3950;INT5_HUMAN;left
1430;P61026;1000-3950;RAB10_HUMAN;left
1431;P39023;1000-3950;RL3_HUMAN;left
1432;Q9H5V8;1000-3950;CDCP1_HUMAN;left
1433;O95983;1000-3950;MBD3_HUMAN;left
1434;P26440;1000-3950;IVD_HUMAN;left
1435;Q96J84;1000-3950;KIRR1_HUMAN;left
1436;Q92598;1000-3950;HS105_HUMAN;left
1437;Q03169;1000-3950;TNAP2_HUMAN;left
1438;P51809;1000-3950;VAMP7_HUMAN;left
1439;P26368;1000-3950;U2AF2_HUMAN;left
1440;P46060;1000-3950;RAGP1_HUMAN;left
1441;Q687X5;1000-3950;STEA4_HUMAN;left
1442;Q658P3;1000-3950;STEA3_HUMAN;left
1443;P08571;1000-3950;CD14_HUMAN;left
1444;Q9UQB8;1000-3950;BAIP2_HUMAN;left
1445;P35270;1000-3950;SPRE_HUMAN;left
1446;P13807;1000-3950;GYS1_HUMAN;left
1447;Q96S19;1000-3950;MTL26_HUMAN;left
1448;O43684;1000-3950;BUB3_HUMAN;left
1449;O43813;1000-3950;LANC1_HUMAN;left
1450;Q969N2;1000-3950;PIGT_HUMAN;left
1451;Q15021;1000-3950;CND1_HUMAN;left
1452;P30990;1000-3950;NEUT_HUMAN;left
1453;Q14789;1000-3950;GOGB1_HUMAN;left
1454;P38432;1000-3950;COIL_HUMAN;left
1455;P03956;1000-3950;MMP1_HUMAN;left
1456;Q9H814;1000-3950;PHAX_HUMAN;left
1457;P15586;1000-3950;GNS_HUMAN;left
1458;O00115;1000-3950;DNS2A_HUMAN;left
1459;P08253;1000-3950;MMP2_HUMAN;left
1460;Q9BU89;1000-3950;DOHH_HUMAN;left
1461;P35052;1000-3950;GPC1_HUMAN;left
1462;P13010;1000-3950;XRCC5_HUMAN;left
1463;P51570;1000-3950;GALK1_HUMAN;left
1464;Q5T2R2;1000-3950;DPS1_HUMAN;left
1465;Q99832;1000-3950;TCPH_HUMAN;left
1466;Q04323;1000-3950;UBXN1_HUMAN;left
1467;Q96GN5;1000-3950;CDA7L_HUMAN;left
1468;Q96JQ2;1000-3950;CLMN_HUMAN;left
1469;O15067;1000-3950;PUR4_HUMAN;left
1470;Q9P219;1000-3950;DAPLE_HUMAN;left
1471;O60506;1000-3950;HNRPQ_HUMAN;left
1472;Q15072;1000-3950;OZF_HUMAN;left
1473;P17028;1000-3950;ZNF24_HUMAN;left
1474;Q5JRX3;1000-3950;PREP_HUMAN;left
1475;Q14241;1000-3950;ELOA1_HUMAN;left
1476;Q9ULV3;1000-3950;CIZ1_HUMAN;left
1477;P11279;1000-3950;LAMP1_HUMAN;left
1478;Q9UN86;1000-3950;G3BP2_HUMAN;left
1479;Q14938;1000-3950;NFIX_HUMAN;left
1480;Q16629;1000-3950;SRSF7_HUMAN;left
1481;Q15375;1000-3950;EPHA7_HUMAN;left
1482;P61599;1000-3950;NAA20_HUMAN;left
1483;O75122;1000-3950;CLAP2_HUMAN;left
1484;O60925;1000-3950;PFD1_HUMAN;left
1485;P16615;1000-3950;AT2A2_HUMAN;left
1486;P49418;1000-3950;AMPH_HUMAN;left
1487;P09543;1000-3950;CN37_HUMAN;left
1488;P12955;1000-3950;PEPD_HUMAN;left
1489;Q8TF68;1000-3950;ZN384_HUMAN;left
1490;O00442;1000-3950;RTCA_HUMAN;left
1491;Q07021;1000-3950;C1QBP_HUMAN;left
1492;Q01968;1000-3950;OCRL_HUMAN;left
1493;Q9BXP2;1000-3950;S12A9_HUMAN;left
1494;O94763;1000-3950;RMP_HUMAN;left
1495;P48147;1000-3950;PPCE_HUMAN;left
1496;Q9NVU0;1000-3950;RPC5_HUMAN;left
1497;O95394;1000-3950;AGM1_HUMAN;left
1498;Q9NRW7;1000-3950;VPS45_HUMAN;left
1499;Q9UKG9;1000-3950;OCTC_HUMAN;left
1500;A8K7I4;1000-3950;CLCA1_HUMAN;left
1501;P01833;1000-3950;PIGR_HUMAN;left
1502;Q9HAU5;1000-3950;RENT2_HUMAN;left
1503;Q96P48;1000-3950;ARAP1_HUMAN;left
1504;P51532;1000-3950;SMCA4_HUMAN;left
1505;Q8N158;1000-3950;GPC2_HUMAN;left
1506;Q5SWX8;1000-3950;ODR4_HUMAN;left
1507;Q8NCC3;1000-3950;PAG15_HUMAN;left
1508;Q15027;1000-3950;ACAP1_HUMAN;left
1509;Q12756;1000-3950;KIF1A_HUMAN;left
1510;Q8NBJ7;1000-3950;SUMF2_HUMAN;left
1511;Q9UL46;1000-3950;PSME2_HUMAN;left
1512;P55011;1000-3950;S12A2_HUMAN;left
1513;Q8WUY1;1000-3950;THEM6_HUMAN;left
1514;Q9NR12;1000-3950;PDLI7_HUMAN;left
1515;P04181;1000-3950;OAT_HUMAN;left
1516;Q8IWW6;1000-3950;RHG12_HUMAN;left
1517;P09172;1000-3950;DOPO_HUMAN;left
1518;Q16270;1000-3950;IBP7_HUMAN;left
1519;O14523;1000-3950;C2C2L_HUMAN;left
1520;P09104;1000-3950;ENOG_HUMAN;left
1521;O75027;1000-3950;ABCB7_HUMAN;left
1522;Q8WW12;1000-3950;PCNP_HUMAN;left
1523;Q96C57;1000-3950;CSTOS_HUMAN;left
1524;Q01518;1000-3950;CAP1_HUMAN;left
1525;Q93084;1000-3950;AT2A3_HUMAN;left
1526;P19838;1000-3950;NFKB1_HUMAN;left
1527;O00221;1000-3950;IKBE_HUMAN;left
1528;Q86VM9;1000-3950;ZCH18_HUMAN;left
1529;Q9BUP3;1000-3950;HTAI2_HUMAN;left
1530;Q15628;1000-3950;TRADD_HUMAN;left
1531;P15498;1000-3950;VAV_HUMAN;left
1532;P61011;1000-3950;SRP54_HUMAN;left
1533;Q13641;1000-3950;TPBG_HUMAN;left
1534;Q00653;1000-3950;NFKB2_HUMAN;left
1535;Q96AY3;1000-3950;FKB10_HUMAN;left
1536;O95865;1000-3950;DDAH2_HUMAN;left
1537;Q9NWH9;1000-3950;SLTM_HUMAN;left
1538;Q9Y5J1;1000-3950;UTP18_HUMAN;left
1539;P29323;1000-3950;EPHB2_HUMAN;left
1540;Q9BUQ8;1000-3950;DDX23_HUMAN;left
1541;Q9BQG0;1000-3950;MBB1A_HUMAN;left
1542;O15230;1000-3950;LAMA5_HUMAN;left
1543;P06396;1000-3950;GELS_HUMAN;left
1544;Q8NBI6;1000-3950;XXLT1_HUMAN;left
1545;Q92908;1000-3950;GATA6_HUMAN;left
1546;P28065;1000-3950;PSB9_HUMAN;left
1547;Q6ZRS2;1000-3950;SRCAP_HUMAN;left
1548;Q99801;1000-3950;NKX31_HUMAN;left
1549;Q9UJW0;1000-3950;DCTN4_HUMAN;left
1550;P08648;1000-3950;ITA5_HUMAN;left
1551;Q9NX00;1000-3950;TM160_HUMAN;left
1552;P16278;1000-3950;BGAL_HUMAN;left
1553;Q9NXR5;1000-3950;ANR10_HUMAN;left
1554;Q96LJ7;1000-3950;DHRS1_HUMAN;left
1555;P08183;1000-3950;MDR1_HUMAN;left
1556;O15195;1000-3950;VILL_HUMAN;left
1557;P08240;1000-3950;SRPRA_HUMAN;left
1558;Q9BY50;1000-3950;SC11C_HUMAN;left
1559;P27487;1000-3950;DPP4_HUMAN;left
1560;O43396;1000-3950;TXNL1_HUMAN;left
1561;Q9Y6K5;1000-3950;OAS3_HUMAN;left
1562;Q9NQ32;1000-3950;CK016_HUMAN;left
1563;Q8NCH0;1000-3950;CHSTE_HUMAN;left
1564;Q9H3Q1;1000-3950;BORG4_HUMAN;left
1565;Q14160;1000-3950;SCRIB_HUMAN;left
1566;Q86UX7;1000-3950;URP2_HUMAN;left
1567;Q9UHF7;1000-3950;TRPS1_HUMAN;left
1568;Q16836;1000-3950;HCDH_HUMAN;left
1569;Q96ME7;1000-3950;ZN512_HUMAN;left
1570;O14841;1000-3950;OPLA_HUMAN;left
1571;P21912;1000-3950;SDHB_HUMAN;left
1572;Q68CZ2;1000-3950;TENS3_HUMAN;left
1573;P51858;1000-3950;HDGF_HUMAN;left
1574;P12956;1000-3950;XRCC6_HUMAN;left
1575;Q9Y3E1;1000-3950;HDGR3_HUMAN;left
1576;Q00403;1000-3950;TF2B_HUMAN;left
1577;Q9Y320;1000-3950;TMX2_HUMAN;left
1578;O14734;1000-3950;ACOT8_HUMAN;left
1579;Q9BV19;1000-3950;CA050_HUMAN;left
1580;O15321;1000-3950;TM9S1_HUMAN;left
1581;P32929;1000-3950;CGL_HUMAN;left
1582;Q8IV50;1000-3950;LYSM2_HUMAN;left
1583;Q86X55;1000-3950;CARM1_HUMAN;left
1584;O15514;1000-3950;RPB4_HUMAN;left
1585;Q15080;1000-3950;NCF4_HUMAN;left
1586;Q9NZT2;1000-3950;OGFR_HUMAN;left
1587;P16989;1000-3950;YBOX3_HUMAN;left
1588;Q13501;1000-3950;SQSTM_HUMAN;left
1589;Q96D09;1000-3950;GASP2_HUMAN;left
1590;A8MW92;1000-3950;P20L1_HUMAN;left
1591;P20711;1000-3950;DDC_HUMAN;left
1592;Q5JQC4;1000-3950;CT47A_HUMAN;left
1593;O94953;1000-3950;KDM4B_HUMAN;left
1594;O00541;1000-3950;PESC_HUMAN;left
1595;Q8TD30;1000-3950;ALAT2_HUMAN;left
1596;Q9Y5B8;1000-3950;NDK7_HUMAN;left
1597;Q92783;1000-3950;STAM1_HUMAN;left
1598;Q5T7N2;1000-3950;LITD1_HUMAN;left
1599;Q9Y4X0;1000-3950;AMMR1_HUMAN;left
1600;Q9NZW5;1000-3950;PALS2_HUMAN;left
1601;Q5VYK3;1000-3950;ECM29_HUMAN;left
1602;Q15746;1000-3950;MYLK_HUMAN;left
1603;Q08257;1000-3950;QOR_HUMAN;left
1604;Q9ULH0;1000-3950;KDIS_HUMAN;left
1605;P25311;1000-3950;ZA2G_HUMAN;left
1606;P28330;1000-3950;ACADL_HUMAN;left
1607;Q969V6;1000-3950;MRTFA_HUMAN;left
1608;Q6ZRV2;1000-3950;FA83H_HUMAN;left
1609;Q03154;1000-3950;ACY1_HUMAN;left
1610;Q12962;1000-3950;TAF10_HUMAN;left
1611;Q14966;1000-3950;ZN638_HUMAN;left
1612;Q9NVH1;1000-3950;DJC11_HUMAN;left
1613;Q93009;1000-3950;UBP7_HUMAN;left
1614;P98170;1000-3950;XIAP_HUMAN;left
1615;P08572;1000-3950;CO4A2_HUMAN;left
1616;O43709;1000-3950;BUD23_HUMAN;left
1617;P11717;1000-3950;MPRI_HUMAN;left
1618;P16444;1000-3950;DPEP1_HUMAN;left
1619;Q9H1A3;1000-3950;METL9_HUMAN;left
1620;Q9H0A0;1000-3950;NAT10_HUMAN;left
1621;P29350;1000-3950;PTN6_HUMAN;left
1622;Q9UBW5;1000-3950;BIN2_HUMAN;left
1623;O43759;1000-3950;SNG1_HUMAN;left
1624;Q6ZTI6;1000-3950;RFLA_HUMAN;left
1625;P49716;1000-3950;CEBPD_HUMAN;left
1626;P55809;1000-3950;SCOT1_HUMAN;left
1627;Q8IU81;1000-3950;I2BP1_HUMAN;left
1628;Q6DD87;1000-3950;ZN787_HUMAN;left
1629;Q32MZ4;1000-3950;LRRF1_HUMAN;left
1630;P02461;1000-3950;CO3A1_HUMAN;left
1631;Q9Y2Q9;1000-3950;RT28_HUMAN;left
1632;Q9UJQ4;1000-3950;SALL4_HUMAN;left
1633;Q9HAV4;1000-3950;XPO5_HUMAN;left
1634;Q8TD19;1000-3950;NEK9_HUMAN;left
1635;Q9Y4B5;1000-3950;MTCL1_HUMAN;left
1636;Q5VTL8;1000-3950;PR38B_HUMAN;left
1637;Q13342;1000-3950;SP140_HUMAN;left
1638;Q6IQ22;1000-3950;RAB12_HUMAN;left
1639;Q9H6K5;1000-3950;PRR36_HUMAN;left
1640;Q9P0M6;1000-3950;H2AW_HUMAN;left
1641;Q07020;1000-3950;RL18_HUMAN;left
1642;P00519;1000-3950;ABL1_HUMAN;left
1643;Q9Y296;1000-3950;TPPC4_HUMAN;left
1644;P09467;1000-3950;F16P1_HUMAN;left
1645;Q9HBR0;1000-3950;S38AA_HUMAN;left
1646;Q587I9;1000-3950;SFT2C_HUMAN;left
1647;P07101;1000-3950;TY3H_HUMAN;left
1648;Q9H3R5;1000-3950;CENPH_HUMAN;left
1649;O43586;1000-3950;PPIP1_HUMAN;left
1650;Q9H9A6;1000-3950;LRC40_HUMAN;left
1651;Q92522;1000-3950;H1X_HUMAN;left
1652;O43760;1000-3950;SNG2_HUMAN;left
1653;Q9ULI0;1000-3950;ATD2B_HUMAN;left
1654;Q8TAQ2;1000-3950;SMRC2_HUMAN;left
1655;Q9Y6U3;1000-3950;ADSV_HUMAN;left
1656;O75607;1000-3950;NPM3_HUMAN;left
1657;Q14527;1000-3950;HLTF_HUMAN;left
1658;P54802;1000-3950;ANAG_HUMAN;left
1659;Q9BWD1;1000-3950;THIC_HUMAN;left
1660;Q9HB40;1000-3950;RISC_HUMAN;left
1661;Q9Y2Z4;1000-3950;SYYM_HUMAN;left
1662;P23378;1000-3950;GCSP_HUMAN;left
1663;O75179;1000-3950;ANR17_HUMAN;left
1664;Q5SZK8;1000-3950;FREM2_HUMAN;left
1665;O14556;1000-3950;G3PT_HUMAN;left
1666;Q9NZA1;1000-3950;CLIC5_HUMAN;left
1667;P12109;1000-3950;CO6A1_HUMAN;left
1668;P19021;1000-3950;AMD_HUMAN;left
1669;P09669;1000-3950;COX6C_HUMAN;left
1670;O60930;1000-3950;RNH1_HUMAN;left
1671;P33993;1000-3950;MCM7_HUMAN;left
1672;Q04864;1000-3950;REL_HUMAN;left
1673;P23526;1000-3950;SAHH_HUMAN;left
1674;Q13616;1000-3950;CUL1_HUMAN;left
1675;P78347;1000-3950;GTF2I_HUMAN;left
1676;O75069;1000-3950;TMCC2_HUMAN;left
1677;Q01826;1000-3950;SATB1_HUMAN;left
1678;P33992;1000-3950;MCM5_HUMAN;left
1679;Q8N5G0;1000-3950;SIM20_HUMAN;left
1680;P49736;1000-3950;MCM2_HUMAN;left
1681;P62906;1000-3950;RL10A_HUMAN;left
1682;Q9H444;1000-3950;CHM4B_HUMAN;left
1683;Q9BRZ2;1000-3950;TRI56_HUMAN;left
1684;O43294;1000-3950;TGFI1_HUMAN;left
1685;Q86TI2;1000-3950;DPP9_HUMAN;left
1686;P08294;1000-3950;SODE_HUMAN;left
1687;Q9Y3B7;1000-3950;RM11_HUMAN;left
1688;Q5JRA6;1000-3950;TGO1_HUMAN;left
1689;Q14112;1000-3950;NID2_HUMAN;left
1690;P19012;1000-3950;K1C15_HUMAN;left
1691;P13646;1000-3950;K1C13_HUMAN;left
1692;Q96LA8;1000-3950;ANM6_HUMAN;left
1693;O60832;1000-3950;DKC1_HUMAN;left
1694;Q86SK9;1000-3950;SCD5_HUMAN;left
1695;Q8WWA1;1000-3950;TMM40_HUMAN;left
1696;Q6VN20;1000-3950;RBP10_HUMAN;left
1697;P49748;1000-3950;ACADV_HUMAN;left
1698;Q9UKU6;1000-3950;TRHDE_HUMAN;left
1699;Q9UI26;1000-3950;IPO11_HUMAN;left
1700;Q9NWT8;1000-3950;AKIP_HUMAN;left
1701;Q8TD16;1000-3950;BICD2_HUMAN;left
1702;P23786;1000-3950;CPT2_HUMAN;left
1703;Q04446;1000-3950;GLGB_HUMAN;left
1704;Q9Y5J7;1000-3950;TIM9_HUMAN;left
1705;Q08AM6;1000-3950;VAC14_HUMAN;left
1706;Q8IW35;1000-3950;CEP97_HUMAN;left
1707;P22570;1000-3950;ADRO_HUMAN;left
1708;Q8IX12;1000-3950;CCAR1_HUMAN;left
1709;Q92979;1000-3950;NEP1_HUMAN;left
1710;Q9H267;1000-3950;VP33B_HUMAN;left
1711;Q14651;1000-3950;PLSI_HUMAN;left
1712;Q96S55;1000-3950;WRIP1_HUMAN;left
1713;O60784;1000-3950;TOM1_HUMAN;left
1714;P13987;1000-3950;CD59_HUMAN;left
1715;O43464;1000-3950;HTRA2_HUMAN;left
1716;O95402;1000-3950;MED26_HUMAN;left
1717;Q8NHH9;1000-3950;ATLA2_HUMAN;left
1718;Q8TDD1;1000-3950;DDX54_HUMAN;left
1719;O60256;1000-3950;KPRB_HUMAN;left
1720;O75947;1000-3950;ATP5H_HUMAN;left
1721;Q13425;1000-3950;SNTB2_HUMAN;left
1722;Q5T280;1000-3950;CI114_HUMAN;left
1723;Q6P1M0;1000-3950;S27A4_HUMAN;left
1724;O60306;1000-3950;AQR_HUMAN;left
1725;Q7Z434;1000-3950;MAVS_HUMAN;left
1726;Q14573;1000-3950;ITPR3_HUMAN;left
1727;P0C1Z6;1000-3950;TFPT_HUMAN;left
1728;P23381;1000-3950;SYWC_HUMAN;left
1729;P18124;1000-3950;RL7_HUMAN;left
1730;Q9UL54;1000-3950;TAOK2_HUMAN;left
1731;Q7L014;1000-3950;DDX46_HUMAN;left
1732;P35268;1000-3950;RL22_HUMAN;left
1733;Q8WVM0;1000-3950;TFB1M_HUMAN;left
1734;O94804;1000-3950;STK10_HUMAN;left
1735;Q9H910;1000-3950;JUPI2_HUMAN;left
1736;Q6PJ69;1000-3950;TRI65_HUMAN;left
1737;Q8NFC6;1000-3950;BD1L1_HUMAN;left
1738;Q9NY59;1000-3950;NSMA2_HUMAN;left
1739;Q14146;1000-3950;URB2_HUMAN;left
1740;Q13671;1000-3950;RIN1_HUMAN;left
1741;Q9NYV6;1000-3950;RRN3_HUMAN;left
1742;Q9BZ67;1000-3950;FRMD8_HUMAN;left
1743;Q14684;1000-3950;RRP1B_HUMAN;left
1744;Q9H0W8;1000-3950;SMG9_HUMAN;left
1745;Q9UNI6;1000-3950;DUS12_HUMAN;left
1746;P12931;1000-3950;SRC_HUMAN;left
1747;Q14190;1000-3950;SIM2_HUMAN;left
1748;O00192;1000-3950;ARVC_HUMAN;left
1749;Q96PM9;1000-3950;Z385A_HUMAN;left
1750;Q8WXF7;1000-3950;ATLA1_HUMAN;left
1751;Q86VR7;1000-3950;VS10L_HUMAN;left
1752;Q93088;1000-3950;BHMT1_HUMAN;left
1753;P07199;1000-3950;CENPB_HUMAN;left
1754;P52209;1000-3950;6PGD_HUMAN;left
1755;Q99439;1000-3950;CNN2_HUMAN;left
1756;Q9NPI6;1000-3950;DCP1A_HUMAN;left
1757;Q5T440;1000-3950;CAF17_HUMAN;left
1758;P23141;1000-3950;EST1_HUMAN;left
1759;Q9UBG0;1000-3950;MRC2_HUMAN;left
1760;Q9NZM3;1000-3950;ITSN2_HUMAN;left
1761;Q8TDZ2;1000-3950;MICA1_HUMAN;left
1762;Q15417;1000-3950;CNN3_HUMAN;left
1763;Q2M2I8;1000-3950;AAK1_HUMAN;left
1764;Q14653;1000-3950;IRF3_HUMAN;left
1765;P35900;1000-3950;K1C20_HUMAN;left
1766;P26373;1000-3950;RL13_HUMAN;left
1767;Q5T447;1000-3950;HECD3_HUMAN;left
1768;O00299;1000-3950;CLIC1_HUMAN;left
1769;O15247;1000-3950;CLIC2_HUMAN;left
1770;Q9Y696;1000-3950;CLIC4_HUMAN;left
1771;Q6W2J9;1000-3950;BCOR_HUMAN;left
1772;P31431;1000-3950;SDC4_HUMAN;left
1773;P46100;1000-3950;ATRX_HUMAN;left
1774;Q9Y3S1;1000-3950;WNK2_HUMAN;left
1775;Q99741;1000-3950;CDC6_HUMAN;left
1776;Q9UM54;1000-3950;MYO6_HUMAN;left
1777;Q12913;1000-3950;PTPRJ_HUMAN;left
1778;Q8TCJ2;1000-3950;STT3B_HUMAN;left
1779;P22695;1000-3950;QCR2_HUMAN;left
1780;P49790;1000-3950;NU153_HUMAN;left
1781;O95466;1000-3950;FMNL1_HUMAN;left
1782;A3KMH1;1000-3950;VWA8_HUMAN;left
1783;Q69YH5;1000-3950;CDCA2_HUMAN;left
1784;O95456;1000-3950;PSMG1_HUMAN;left
1785;Q9NQR4;1000-3950;NIT2_HUMAN;left
1786;Q15645;1000-3950;PCH2_HUMAN;left
1787;O43175;1000-3950;SERA_HUMAN;left
1788;P06756;1000-3950;ITAV_HUMAN;left
1789;Q8N5M4;1000-3950;TTC9C_HUMAN;left
1790;O00308;1000-3950;WWP2_HUMAN;left
1791;Q9UJ70;1000-3950;NAGK_HUMAN;left
1792;Q9NNW7;1000-3950;TRXR2_HUMAN;left
1793;Q14997;1000-3950;PSME4_HUMAN;left
1794;P13726;1000-3950;TF_HUMAN;left
1795;Q96NT0;1000-3950;CC115_HUMAN;left
1796;Q92506;1000-3950;DHB8_HUMAN;left
1797;Q9BQI7;1000-3950;PSD2_HUMAN;left
1798;Q9Y224;1000-3950;RTRAF_HUMAN;left
1799;O75340;1000-3950;PDCD6_HUMAN;left
1800;P62424;1000-3950;RL7A_HUMAN;left
1801;Q6NSI4;1000-3950;RADX_HUMAN;left
1802;P53350;1000-3950;PLK1_HUMAN;left
1803;O00487;1000-3950;PSDE_HUMAN;left
1804;Q9UK61;1000-3950;TASOR_HUMAN;left
1805;Q8N7H5;1000-3950;PAF1_HUMAN;left
1806;Q12789;1000-3950;TF3C1_HUMAN;left
1807;P36551;1000-3950;HEM6_HUMAN;left
1808;Q9UGM6;1000-3950;SYWM_HUMAN;left
1809;P30876;1000-3950;RPB2_HUMAN;left
1810;Q6UXG2;1000-3950;ELAP1_HUMAN;left
1811;Q96DG6;1000-3950;CMBL_HUMAN;left
1812;P36776;1000-3950;LONM_HUMAN;left
1813;Q13330;1000-3950;MTA1_HUMAN;left
1814;Q9BWM7;1000-3950;SFXN3_HUMAN;left
1815;Q9BY49;1000-3950;PECR_HUMAN;left
1816;P50570;1000-3950;DYN2_HUMAN;left
1817;Q9H9F9;1000-3950;ARP5_HUMAN;left
1818;Q7Z5J4;1000-3950;RAI1_HUMAN;left
1819;O96019;1000-3950;ACL6A_HUMAN;left
1820;Q96NY7;1000-3950;CLIC6_HUMAN;left
1821;Q17R31;1000-3950;TATD3_HUMAN;left
1822;P10253;1000-3950;LYAG_HUMAN;left
1823;Q8NEU8;1000-3950;DP13B_HUMAN;left
1824;P15502;1000-3950;ELN_HUMAN;left
1825;Q63ZY3;1000-3950;KANK2_HUMAN;left
1826;P51116;1000-3950;FXR2_HUMAN;left
1827;P55265;1000-3950;DSRAD_HUMAN;left
1828;P46777;1000-3950;RL5_HUMAN;left
1829;Q9BQA1;1000-3950;MEP50_HUMAN;left
1830;O00170;1000-3950;AIP_HUMAN;left
1831;Q13585;1000-3950;MTR1L_HUMAN;left
1832;P48681;1000-3950;NEST_HUMAN;left
1833;Q8NFJ5;1000-3950;RAI3_HUMAN;left
1834;O95905;1000-3950;ECD_HUMAN;left
1835;Q4G0N4;1000-3950;NAKD2_HUMAN;left
1836;Q05048;1000-3950;CSTF1_HUMAN;left
1837;O75083;1000-3950;WDR1_HUMAN;left
1838;Q9HCU5;1000-3950;PREB_HUMAN;left
1839;P50990;1000-3950;TCPQ_HUMAN;left
1840;P13073;1000-3950;COX41_HUMAN;left
1841;Q8N3R9;1000-3950;PALS1_HUMAN;left
1842;Q9UNE7;1000-3950;CHIP_HUMAN;left
1843;Q9BXS5;1000-3950;AP1M1_HUMAN;left
1844;O75312;1000-3950;ZPR1_HUMAN;left
1845;Q9NY15;1000-3950;STAB1_HUMAN;left
1846;Q92973;1000-3950;TNPO1_HUMAN;left
1847;O00391;1000-3950;QSOX1_HUMAN;left
1848;Q8N8A6;1000-3950;DDX51_HUMAN;left
1849;Q9BSH5;1000-3950;HDHD3_HUMAN;left
1850;O75030;1000-3950;MITF_HUMAN;left
1851;P01130;1000-3950;LDLR_HUMAN;left
1852;Q712K3;1000-3950;UB2R2_HUMAN;left
1853;Q9HCE1;1000-3950;MOV10_HUMAN;left
1854;Q9HCK1;1000-3950;ZDBF2_HUMAN;left
1855;Q9UKX5;1000-3950;ITA11_HUMAN;left
1856;Q9Y6X4;1000-3950;F169A_HUMAN;left
1857;P62266;1000-3950;RS23_HUMAN;left
1858;Q96C86;1000-3950;DCPS_HUMAN;left
1859;Q6UVK1;1000-3950;CSPG4_HUMAN;left
1860;P98175;1000-3950;RBM10_HUMAN;left
1861;Q13310;1000-3950;PABP4_HUMAN;left
1862;P50995;1000-3950;ANX11_HUMAN;left
1863;Q9Y3E7;1000-3950;CHMP3_HUMAN;left
1864;Q9UI10;1000-3950;EI2BD_HUMAN;left
1865;Q4G0I0;1000-3950;CSMT1_HUMAN;left
1866;Q13077;1000-3950;TRAF1_HUMAN;left
1867;Q9Y2L5;1000-3950;TPPC8_HUMAN;left
1868;Q96CS3;1000-3950;FAF2_HUMAN;left
1869;Q9UHR6;1000-3950;ZNHI2_HUMAN;left
1870;Q03519;1000-3950;TAP2_HUMAN;left
1871;O00161;1000-3950;SNP23_HUMAN;left
1872;Q12860;1000-3950;CNTN1_HUMAN;left
1873;P51617;1000-3950;IRAK1_HUMAN;left
1874;Q02543;1000-3950;RL18A_HUMAN;left
1875;Q9UER7;1000-3950;DAXX_HUMAN;left
1876;Q9UMD9;1000-3950;COHA1_HUMAN;left
1877;Q96EE3;1000-3950;SEH1_HUMAN;left
1878;Q14693;1000-3950;LPIN1_HUMAN;left
1879;Q7L1W4;1000-3950;LRC8D_HUMAN;left
1880;Q8NF50;1000-3950;DOCK8_HUMAN;left
1881;P11836;1000-3950;CD20_HUMAN;left
1882;P14410;1000-3950;SUIS_HUMAN;left
1883;Q02388;1000-3950;CO7A1_HUMAN;left
1884;O60216;1000-3950;RAD21_HUMAN;left
1885;Q9NSC5;1000-3950;HOME3_HUMAN;left
1886;P19823;1000-3950;ITIH2_HUMAN;left
1887;Q53GS9;1000-3950;SNUT2_HUMAN;left
1888;P02675;1000-3950;FIBB_HUMAN;left
1889;Q15475;1000-3950;SIX1_HUMAN;left
1890;Q8IXB1;1000-3950;DJC10_HUMAN;left
1891;Q9H4I3;1000-3950;TRABD_HUMAN;left
1892;Q96GA3;1000-3950;LTV1_HUMAN;left
1893;P10155;1000-3950;RO60_HUMAN;left
1894;P43034;1000-3950;LIS1_HUMAN;left
1895;Q96RL1;1000-3950;UIMC1_HUMAN;left
1896;P22830;1000-3950;HEMH_HUMAN;left
1897;O95861;1000-3950;BPNT1_HUMAN;left
1898;Q7KZ85;1000-3950;SPT6H_HUMAN;left
1899;P32320;1000-3950;CDD_HUMAN;left
1900;Q92615;1000-3950;LAR4B_HUMAN;left
1901;Q05209;1000-3950;PTN12_HUMAN;left
1902;P08473;1000-3950;NEP_HUMAN;left
1903;Q14114;1000-3950;LRP8_HUMAN;left
1904;P08237;1000-3950;PFKAM_HUMAN;left
1905;P28062;1000-3950;PSB8_HUMAN;left
1906;P82933;1000-3950;RT09_HUMAN;left
1907;O00712;1000-3950;NFIB_HUMAN;left
1908;Q9H977;1000-3950;WDR54_HUMAN;left
1909;P40925;1000-3950;MDHC_HUMAN;left
1910;Q9UHW5;1000-3950;GPN3_HUMAN;left
1911;O43765;1000-3950;SGTA_HUMAN;left
1912;Q6PI48;1000-3950;SYDM_HUMAN;left
