label,anatomy,,,FiredHeatmap,FiredFractionHeatmap,ElectricActivityHeatmap,InhibitionHeatmap,CalciumHeatmap,BackgroundActivityHeatmap,GrownAxonsHeatmap,GrownDendritesHeatmap,umap,,,UMAPClustering
6445,135.91195,128.676,76.629314,1,5,3,4,6,7,4,7,75.92174,126.66582,80.03033,10
6446,135.99988,128.69368,76.56367,2,4,4,4,6,6,3,6,109.89875,90.043144,89.55985,41
6447,136.00559,128.67256,76.69455,1,5,3,4,5,4,3,5,110.83002,113.850204,96.334496,33
6448,135.99121,128.64412,76.601226,4,3,3,7,5,3,2,8,82.514725,123.16308,81.46997,10
6449,135.96883,128.63203,76.657692,2,5,4,3,3,5,2,2,87.10802,124.785416,78.80173,10
6450,136.07356,128.54899,76.682664,1,5,6,3,6,6,3,6,61.165115,78.4401,105.72423,18
6451,137.61047,128.53618,79.818529,1,6,6,5,7,4,5,7,109.62776,79.02506,90.82411,3
6452,137.57062,128.50957,79.775426,1,7,4,3,5,8,4,5,96.42149,103.6132,81.66174,41
6453,137.51494,128.46825,79.785899,2,6,2,5,7,5,5,7,83.936356,126.470856,96.76403,36
6454,137.6155,128.49713,79.878139,5,5,4,5,6,5,3,6,98.71092,70.49345,94.60522,3
6455,137.53149,128.49335,79.894743,1,5,5,5,6,6,3,6,103.37163,93.70987,74.5941,41
6456,137.53295,128.59715,79.791358,2,4,3,4,3,5,2,2,64.393776,117.57508,122.09674,5
6457,137.71044,128.61322,79.831201,2,5,5,5,6,6,3,7,78.52408,127.99076,119.22133,39
6458,137.62728,128.54615,79.902636,2,7,4,3,7,6,5,5,65.232285,115.460495,111.90323,5
6459,137.52249,128.5893,79.86518,2,5,3,5,7,4,4,8,63.707237,111.58851,125.21683,5
6460,137.62022,128.62409,79.774623,3,6,3,5,6,6,4,5,91.167,75.72421,77.37008,15
6461,138.12604,128.43835,83.908103,5,7,4,7,8,6,6,6,74.36023,78.21538,122.924034,8
6462,138.053,128.45967,83.853206,2,5,3,5,5,8,2,5,112.05128,91.88277,80.38051,12
6463,138.12783,128.48269,84.007457,2,5,5,4,6,6,4,6,102.306786,84.76404,116.947586,44
6464,138.18586,128.42873,83.947463,5,5,3,6,6,7,3,5,75.13765,114.60499,77.7043,10
6465,138.18808,128.53173,83.925561,1,6,4,4,6,6,4,8,68.63245,114.40706,118.05817,5
6466,138.06987,128.41151,83.818416,4,4,1,6,6,4,3,7,81.34688,128.71138,97.31261,36
6467,138.09288,128.36465,83.826893,5,5,4,5,6,7,3,6,109.50074,86.20384,118.03392,44
6468,138.04508,128.52182,83.983621,5,5,4,4,6,7,3,6,90.16227,78.44334,122.869125,44
6469,138.0626,128.34266,83.864666,3,6,5,4,6,6,3,6,80.306656,123.00063,77.47618,10
6470,138.02894,128.36567,83.815558,2,6,4,5,6,5,4,5,109.4021,111.11893,114.94147,25
6471,137.64879,128.35179,87.878587,5,6,6,6,7,6,4,6,91.34456,68.288795,92.03035,54
6472,137.57178,128.41595,87.830887,1,5,4,3,5,5,3,5,93.56853,101.911476,69.909744,46
6473,137.58934,128.33493,87.853356,4,5,4,6,5,4,3,4,104.95912,90.468185,74.178764,41
6474,137.6622,128.29295,87.972009,4,7,3,5,6,5,4,6,99.68486,131.98505,93.494995,38
6475,137.55065,128.36429,87.792434,3,7,3,4,8,5,6,7,103.2938,117.14758,77.33714,49
6476,137.71166,128.26409,87.805777,3,6,2,5,5,3,3,5,90.79811,83.11067,126.38063,44
6477,137.61829,128.3563,87.92019,2,5,2,3,6,4,4,5,93.6613,125.22979,92.57388,7
6478,137.57653,128.44184,87.862159,3,5,6,4,5,6,3,6,53.453262,107.0898,104.90349,17
6479,137.5978,128.32328,87.843983,3,6,3,5,5,8,3,6,104.72817,131.41997,108.041145,38
6480,137.58674,128.39445,87.880415,3,6,5,4,6,6,4,6,95.592995,71.28931,105.41935,3
6481,137.29086,128.28688,90.85645,3,5,5,4,6,6,3,8,91.637726,120.03694,120.03845,25
6482,137.35183,128.35953,90.799248,5,6,5,6,6,5,4,4,111.02928,97.10403,81.30662,12
6483,137.37448,128.25623,90.860441,3,5,3,5,3,5,2,4,114.731445,115.35173,99.79143,33
6484,137.21343,128.21171,90.9537,1,5,2,4,4,5,2,5,112.19481,107.174286,76.79943,12
6485,137.33083,128.19294,90.830326,4,4,2,5,5,5,2,6,56.687984,95.55897,93.11489,17
6486,137.2619,128.34627,90.905302,1,5,3,2,6,5,4,5,54.632393,115.8085,100.81165,19
6487,137.21113,128.36663,90.879133,1,5,3,6,6,7,4,7,91.00931,86.56923,119.6576,44
6488,137.38701,128.27688,90.9158,4,4,4,5,5,5,3,5,99.674446,102.17888,121.72958,2
6489,137.33776,128.3596,90.856282,2,5,5,3,6,5,4,8,79.86474,119.90956,67.27212,31
6490,137.22059,128.27722,90.852816,1,3,6,4,5,5,2,6,74.48389,70.53063,102.04406,9
6491,135.82079,128.21159,94.707844,3,5,4,3,7,6,4,6,102.57507,119.305046,110.310455,25
6492,135.76485,128.3058,94.672005,4,5,4,4,6,4,2,8,66.2045,87.30641,84.08584,23
6493,135.8675,128.2877,94.615744,1,5,4,3,4,7,2,5,64.46492,85.32979,109.30707,18
6494,135.83346,128.24522,94.707725,2,5,5,5,4,4,2,4,74.27336,131.38734,81.50935,16
6495,135.78836,128.21208,94.679911,4,7,5,4,6,3,4,5,61.185753,108.26522,83.57623,27
6496,135.75657,128.14719,94.655682,3,5,4,6,5,6,2,6,114.02693,81.386375,102.223045,29
6497,135.84683,128.13187,94.784518,3,5,2,5,4,5,2,5,55.97979,80.09007,91.56166,18
6498,135.85951,128.14112,94.659018,5,5,3,5,5,5,3,6,67.01065,107.25121,131.46776,71
6499,135.73266,128.15148,94.781643,2,6,5,5,6,7,4,6,58.610054,116.358185,99.91169,19
6500,135.90115,128.25946,94.798487,2,7,4,5,7,6,5,4,69.8368,119.295685,88.71403,6
6501,134.34211,127.1366,98.53641,1,5,2,4,6,3,3,7,107.89272,107.919266,116.56546,2
6502,134.25562,127.04132,98.628599,3,5,5,4,4,6,2,5,56.731945,97.37207,100.47233,17
6503,134.29037,127.20727,98.54947,2,7,3,4,9,6,8,8,75.36899,78.31016,106.13074,9
6504,134.27373,127.0577,98.512452,5,6,3,6,5,4,3,6,63.380486,86.118546,118.38782,4
6505,134.27515,127.08406,98.439485,4,6,2,6,6,6,4,5,81.89246,94.088684,132.62172,53
6506,134.25351,127.04335,98.482207,4,4,3,5,4,5,2,4,96.30286,87.26302,70.93544,15
6507,134.33889,127.18765,98.555322,1,5,6,4,5,6,3,5,76.578514,108.86405,125.84555,21
6508,134.33723,127.12939,98.562766,4,7,3,6,7,6,5,7,95.53218,90.942795,93.69591,56
6509,134.42894,127.1369,98.597365,2,5,3,4,5,4,3,6,83.90936,100.58348,126.835335,21
6510,134.3508,127.12609,98.633303,4,4,4,5,5,6,2,7,55.401665,112.864,109.31194,19
6511,133.86487,127.05004,102.50689,1,3,4,3,5,5,3,6,109.95569,100.315674,98.573296,56
6512,133.81824,127.06903,102.53674,3,6,4,3,6,5,4,5,82.38771,77.4468,112.588,8
6513,133.93474,126.96368,102.55055,1,6,4,3,5,6,2,3,79.42588,70.72724,100.5315,9
6514,133.94847,127.05373,102.43961,4,7,2,3,5,3,3,5,79.617294,100.322815,117.555084,21
6515,133.87429,127.06045,102.44274,3,5,5,5,5,4,2,4,100.561615,78.225044,85.9217,15
6516,133.81564,126.99619,102.53603,3,6,3,3,4,4,2,4,93.658714,95.227325,64.516815,46
6517,133.78143,126.98112,102.53824,1,5,3,2,5,7,3,5,68.72445,120.90593,117.28385,5
6518,133.90018,127.09062,102.56516,2,6,5,3,7,6,4,6,69.23047,108.77463,120.131134,28
6519,133.94642,127.14199,102.46313,3,5,3,4,5,4,3,5,105.97818,84.65723,82.30278,15
6520,133.90875,127.14069,102.47524,1,5,4,3,5,4,3,5,71.43678,78.36328,78.830765,26
6521,131.52129,127.00766,105.24658,4,6,4,6,4,5,2,4,91.53911,83.50251,69.9344,13
6522,131.43247,127.10697,105.29309,1,5,6,3,5,4,3,4,95.050476,87.30951,76.56539,15
6523,131.6022,127.03905,105.26832,2,6,3,4,6,6,3,5,119.443634,88.85491,101.45035,29
6524,131.54952,126.93189,105.27026,2,5,2,5,7,4,5,6,69.87837,128.4608,82.421326,6
6525,131.56103,127.10023,105.19448,2,5,3,6,5,3,3,4,103.619995,118.81177,101.63356,7
6526,131.42688,127.02951,105.24458,2,5,3,6,5,4,3,5,53.61395,100.289505,110.85736,28
6527,131.51687,126.92355,105.15813,2,5,3,4,4,6,2,4,55.11457,119.739494,108.80255,19
6528,131.58972,127.02825,105.20767,1,6,4,3,5,5,3,5,107.942154,104.85077,81.05435,41
6529,131.48724,127.00878,105.19453,3,5,5,3,6,2,3,4,70.43205,120.38459,117.87245,39
6530,131.57187,126.95968,105.28247,2,5,5,3,6,7,4,7,99.99641,132.99084,83.81432,57
6531,129.16911,125.96558,107.96343,5,5,4,5,5,5,3,5,93.762596,127.70146,83.54428,49
6532,129.10878,125.92452,108.06071,2,5,4,4,4,7,2,3,68.493774,106.208534,72.20636,27
6533,129.25324,126.01072,107.99997,2,5,3,6,5,7,3,4,51.112534,98.5827,95.01276,17
6534,129.16556,126.00869,107.93477,4,6,3,5,6,6,3,7,119.9899,108.814606,97.30037,37
6535,129.22678,125.97763,107.86759,2,7,4,5,6,6,4,5,101.60147,81.188354,94.77311,3
6536,129.12156,125.94084,107.88603,3,5,4,4,4,6,3,6,96.55443,68.58853,96.04351,54
6537,129.20881,126.02301,108.04757,1,4,3,3,5,6,3,5,113.09117,104.72746,102.437744,37
6538,129.24809,125.87887,108.0493,1,4,3,4,5,5,2,6,94.06266,126.1451,117.14385,25
6539,129.22334,126.0508,107.90774,2,5,4,4,6,5,4,7,90.813324,120.6775,79.08952,49
6540,129.08285,125.87728,108.04075,2,6,5,5,7,6,4,7,70.39529,75.14594,102.3314,9
6541,127.69904,125.89029,111.81483,2,7,2,3,5,5,4,4,53.64935,92.472626,91.75605,17
6542,127.66288,125.82505,111.78762,1,6,3,3,5,6,3,6,80.44507,100.87393,134.17612,53
6543,127.77644,125.88943,111.87161,2,5,4,4,6,4,4,5,55.517662,116.45633,111.803116,5
6544,127.68101,125.95943,111.8216,2,5,5,4,6,7,4,5,85.241806,93.4288,75.47316,22
6545,127.77759,125.94813,111.8967,1,6,3,5,7,4,5,6,108.31383,79.184906,85.906494,15
6546,127.69074,125.92401,111.9037,2,4,3,5,4,3,2,4,68.359024,97.976875,94.32415,17
6547,127.74216,125.84204,111.85062,5,5,2,7,3,6,2,4,113.2949,119.07779,84.610214,43
6548,127.70702,125.82222,111.87721,1,5,5,4,4,5,2,6,102.70717,98.25324,108.65857,56
6549,127.63528,125.82234,111.75941,1,9,5,3,7,4,5,5,94.6685,86.27099,117.149086,44
6550,127.63375,125.81689,111.80185,3,4,4,5,4,5,2,5,92.312386,77.38204,82.86881,15
6551,124.36265,125.85918,114.43542,3,7,3,5,6,6,4,5,108.057144,111.32147,77.72164,49
6552,124.35348,125.89177,114.50415,4,5,6,6,4,7,2,4,83.44689,117.54296,70.656006,10
6553,124.43817,125.85721,114.52555,1,4,5,4,5,2,3,6,82.599266,129.24309,83.92414,10
6554,124.41326,125.83578,114.43769,2,5,4,4,5,5,2,6,61.890396,95.15171,106.54533,17
6555,124.29979,125.9026,114.43992,2,4,5,3,6,5,4,7,71.773346,101.84947,74.0798,22
6556,124.39783,125.82616,114.33896,3,5,5,3,4,5,3,5,115.291214,101.46785,93.32718,37
6557,124.35705,125.79922,114.47119,1,6,2,4,7,5,4,6,85.92445,69.172,99.23603,11
6558,124.34536,125.83811,114.50305,2,5,3,4,5,4,3,5,88.32587,97.65459,69.76037,35
6559,124.26696,125.83725,114.48118,2,5,4,5,4,5,2,5,97.28699,103.437485,123.18726,2
6560,124.29799,125.76372,114.37891,4,4,5,3,4,7,2,4,109.77604,121.12126,107.05336,7
6561,122.01908,125.8168,117.1751,2,4,4,4,6,4,3,6,67.32911,120.42581,120.716125,5
6562,122.01094,125.8579,117.15954,1,5,3,5,6,6,3,9,52.842896,91.80447,88.426605,27
6563,122.03014,125.834,117.26114,3,4,3,5,3,6,1,3,91.09802,121.14449,74.633224,49
6564,122.06964,125.88427,117.18821,2,2,3,5,4,4,2,4,113.47008,92.33547,98.660126,37
6565,122.05739,125.87584,117.18256,5,6,4,6,5,5,3,6,81.23498,122.18373,86.63879,10
6566,122.07892,125.83739,117.07561,3,6,4,4,5,4,3,5,58.204597,83.42967,107.988785,18
6567,121.95798,125.75255,117.1772,1,3,4,4,4,6,2,7,51.14528,96.696846,84.86831,27
6568,121.98621,125.77118,117.20216,2,5,4,4,5,5,3,5,109.77683,117.34699,82.51237,49
6569,122.03734,125.80601,117.08824,1,5,4,3,6,4,4,5,64.9378,82.85552,96.18741,18
6570,121.92884,125.81903,117.15843,2,6,3,3,5,7,3,5,112.40369,87.14164,97.15431,29
6571,119.6755,125.77442,119.91478,2,5,3,4,5,4,3,5,53.377003,95.03963,86.13008,27
6572,119.67644,125.82986,119.97446,2,5,4,5,5,5,3,6,70.77182,106.04994,75.30425,22
6573,119.65259,125.75759,119.87976,4,6,5,5,6,5,3,5,81.854675,70.05934,99.72333,9
6574,119.65218,125.83378,119.88553,1,7,4,3,6,7,4,6,83.27775,110.28146,75.60985,10
6575,119.57874,125.70258,119.93851,1,5,3,3,4,4,2,5,104.76674,105.16964,119.36949,2
6576,119.69332,125.74996,119.88026,1,5,5,4,6,5,3,6,62.515396,110.571915,117.286285,5
6577,119.66654,125.76562,119.97262,2,5,5,3,5,7,3,5,84.70733,128.45981,82.26632,10
6578,119.61576,125.84661,119.9603,3,3,4,5,4,7,2,5,64.19403,84.10801,77.882126,23
6579,119.59442,125.73201,119.94395,2,7,3,2,6,4,4,6,90.29411,121.10988,90.27649,7
6580,119.66342,125.8324,119.99981,4,6,3,5,5,5,4,5,107.52041,88.66912,104.533966,3
6581,117.45124,125.75368,121.66185,2,7,3,5,7,6,5,5,81.45476,118.41908,123.49659,39
6582,117.35235,125.71441,121.70505,5,6,3,5,5,3,2,5,93.52133,122.82512,120.933655,25
6583,117.36695,125.84839,121.59234,3,3,6,6,5,5,2,5,73.62341,86.2181,69.987724,45
6584,117.35534,125.70882,121.71821,1,4,3,5,4,4,2,5,103.61319,113.27365,76.09134,49
6585,117.40286,125.83902,121.6225,3,4,3,4,5,3,3,6,73.00937,85.79876,74.30944,26
6586,117.44448,125.70174,121.63943,2,8,6,5,7,4,6,6,84.30913,133.91748,83.00408,16
6587,117.46409,125.73695,121.69331,1,6,3,6,5,4,3,4,84.27626,131.80515,92.95323,30
6588,117.39639,125.83549,121.66882,1,5,4,3,5,4,2,6,51.20754,113.608444,89.57603,6
6589,117.43987,125.84653,121.63989,4,6,3,6,4,7,3,4,86.10597,107.93438,124.40741,21
6590,117.36809,125.71182,121.60374,3,6,5,5,3,5,2,1,68.65169,117.57637,76.4149,6
6591,114.11485,125.72257,124.28244,3,6,3,4,6,4,4,6,104.1234,78.50773,97.54292,3
6592,114.03226,125.6789,124.29081,1,5,5,2,5,4,3,4,84.21692,91.155396,110.25741,21
6593,114.12249,125.65315,124.27145,4,7,5,5,6,7,4,4,59.534325,98.88602,78.71152,27
6594,114.11414,125.62781,124.32307,2,4,4,4,5,4,2,8,72.31902,121.274506,89.72026,10
6595,114.17252,125.65558,124.20291,4,6,3,5,5,6,3,5,103.90607,93.633865,92.79639,56
6596,114.14423,125.75916,124.33762,4,7,6,4,7,5,6,6,119.15163,109.06803,87.68596,12
6597,114.13947,125.66443,124.37559,1,6,5,3,7,5,5,6,71.86892,113.65799,121.90733,39
6598,114.05771,125.76848,124.21186,4,4,5,4,6,5,3,5,99.805695,109.15215,71.15405,41
6599,114.04052,125.81335,124.33135,5,4,4,6,6,5,3,6,85.453964,124.91394,119.53225,39
6600,114.08301,125.79064,124.26241,1,6,6,5,6,6,4,7,77.16855,79.92456,79.5781,26
6601,110.88916,124.71339,125.88758,2,3,5,5,5,4,2,6,85.435394,82.89456,72.03349,26
6602,110.91921,124.63162,125.90036,2,4,4,3,5,5,3,7,116.46275,89.19008,102.793434,29
6603,110.95107,124.70046,125.94286,2,4,3,4,6,6,3,7,99.69288,124.36096,85.20516,49
6604,110.79607,124.64124,125.8789,3,5,4,5,4,7,2,4,96.78462,110.80916,124.968094,25
6605,110.88545,124.63072,125.84349,3,6,4,5,6,4,4,6,80.39559,79.58324,111.99562,8
6606,110.89698,124.73424,125.88353,2,5,2,4,6,5,4,8,74.602,121.8918,98.55434,36
6607,110.91903,124.75277,125.89318,1,3,4,3,4,5,2,4,58.940926,105.99862,114.65456,28
6608,110.86184,124.64541,125.85811,3,6,5,4,6,5,4,4,120.11491,93.74474,93.673004,37
6609,110.85877,124.61346,125.79688,3,5,4,6,4,5,2,4,104.976074,129.22214,112.992035,25
6610,110.9855,124.65587,125.97391,1,8,3,3,7,2,5,6,114.661446,87.94617,93.553894,29
6611,107.67208,124.70392,127.51556,4,8,5,5,8,6,6,7,83.86059,125.828445,77.6727,10
6612,107.75901,124.63925,127.57496,4,5,4,4,5,4,3,4,71.71361,113.39054,124.213554,39
6613,107.7478,124.64655,127.52938,1,7,4,4,6,5,4,6,95.846375,104.6548,129.09686,2
6614,107.61385,124.78235,127.52589,1,5,4,5,4,4,2,3,93.90319,75.79638,84.78586,15
6615,107.69772,124.7076,127.58806,4,3,4,6,2,6,1,4,77.95741,78.393715,101.16553,9
6616,107.6774,124.65263,127.52997,2,4,2,4,4,3,2,5,64.128555,81.50367,94.729706,18
6617,107.57291,124.69957,127.49175,1,6,7,5,5,3,3,4,100.3931,89.99994,73.347595,15
6618,107.6238,124.75806,127.49597,3,6,4,4,5,6,2,6,92.04338,119.031006,72.76957,49
6619,107.64928,124.75151,127.49684,2,7,5,4,6,4,5,4,91.64003,105.239334,122.8145,2
6620,107.76833,124.67844,127.56399,2,6,3,5,5,5,3,4,84.387505,78.24597,83.06252,26
6621,103.57288,123.72765,128.00899,2,4,5,3,6,5,3,7,58.025467,106.99484,80.064384,27
6622,103.62267,123.64754,128.0561,2,7,4,5,8,6,7,9,87.70188,89.18509,71.091125,26
6623,103.65673,123.69884,127.95678,4,6,3,6,5,3,3,6,72.867226,80.255775,114.87151,8
6624,103.49141,123.70291,128.01067,4,5,4,6,4,6,2,4,88.17323,81.182556,104.584435,9
6625,103.52892,123.81945,128.00701,1,6,4,3,6,5,3,6,101.5881,82.31903,121.025406,44
6626,103.6298,123.73273,127.97355,3,6,3,4,5,6,3,4,110.873955,82.36127,101.92794,29
6627,103.52025,123.70999,127.99205,2,5,2,5,7,5,5,6,59.93049,102.016266,122.210556,28
6628,103.64028,123.69134,128.04286,2,5,4,5,6,4,3,7,64.01536,105.93025,122.976234,28
6629,103.6368,123.74621,128.04106,6,5,3,3,5,4,3,5,83.910736,137.49167,103.93498,30
6630,103.59439,123.68043,127.93017,1,5,3,4,5,5,3,6,106.181046,82.84764,90.50433,3
6631,100.47511,123.73982,128.64434,1,6,5,3,6,4,4,6,58.348392,79.62005,97.50149,18
6632,100.39487,123.79018,128.71784,3,6,5,4,7,5,4,6,77.04401,96.66957,98.14858,20
6633,100.49278,123.64378,128.7072,2,4,4,4,5,8,2,6,114.74877,88.9793,108.42215,29
6634,100.47215,123.65871,128.71401,4,3,3,4,4,5,2,5,85.6138,127.04874,82.033676,10
6635,100.43861,123.76473,128.71677,5,6,5,6,5,5,3,4,96.74679,105.30793,71.3605,41
6636,100.44342,123.81204,128.61319,2,6,5,4,5,5,3,5,94.61793,101.371124,128.5512,2
6637,100.46413,123.81005,128.57639,2,5,4,5,7,6,5,6,53.578724,102.76868,105.05176,17
6638,100.50535,123.7844,128.61177,3,4,4,4,5,3,2,6,88.22979,64.91532,102.381714,11
6639,100.558,123.70329,128.62647,4,7,2,5,6,4,4,6,103.71646,98.92081,119.51012,2
6640,100.49923,123.74768,128.5947,5,5,4,4,6,5,3,6,73.538635,83.681404,122.751625,8
6641,97.25803,123.73034,130.27231,3,5,3,5,4,6,2,5,55.75164,107.1027,111.99791,28
6642,97.305318,123.75072,130.23955,2,5,6,6,5,5,3,3,62.01626,122.4046,117.007965,5
6643,97.330703,123.72692,130.32567,1,6,6,3,6,6,4,8,81.81683,104.4712,129.56361,21
6644,97.287601,123.78779,130.33023,2,6,6,3,7,6,6,7,95.67441,129.2624,84.83651,49
6645,97.292501,123.74366,130.31816,2,6,2,4,6,5,4,5,101.287476,93.62909,108.58708,56
6646,97.337822,123.76383,130.18154,4,7,2,6,7,6,5,7,105.5201,110.37399,120.39531,25
6647,97.180403,123.70839,130.31572,1,5,3,3,4,5,2,4,106.03378,85.74048,107.78726,3
6648,97.159928,123.76063,130.3329,1,7,2,4,6,5,4,5,63.005363,84.8272,91.51595,18
6649,97.290767,123.65529,130.36969,2,5,6,4,6,5,3,5,81.61514,73.84301,83.66973,26
6650,97.31046,123.78693,130.24359,3,5,5,4,5,3,3,6,87.678696,109.97443,115.00929,21
6651,93.167442,123.75378,130.78857,4,4,4,5,5,7,3,6,100.06783,70.083145,98.596,3
6652,93.109696,123.82356,130.77812,2,7,4,6,6,6,5,4,72.76376,135.3866,91.10896,30
6653,93.109024,123.79905,130.73442,5,6,4,5,4,4,2,3,68.18506,112.19368,92.547485,19
6654,93.239562,123.73883,130.69548,1,4,3,4,5,5,2,6,86.555824,128.81244,83.19713,10
6655,93.249664,123.68786,130.88183,1,7,6,4,6,5,4,4,71.43305,130.94456,92.47739,30
6656,93.177822,123.77119,130.86624,2,6,2,5,5,7,3,5,105.19883,91.802864,122.72488,2
6657,93.097836,123.72461,130.75932,2,5,5,3,6,5,3,5,77.12805,105.17312,67.92096,35
6658,93.103352,123.71931,130.81998,3,6,3,4,6,4,4,5,105.91397,125.76085,105.16722,7
6659,93.108788,123.68473,130.78007,2,3,4,3,2,6,1,3,67.13665,119.26723,92.606125,19
6660,93.251236,123.751,130.87076,2,5,3,5,4,5,2,4,63.11804,84.79143,112.07318,4
6661,90.069673,123.76594,131.42392,1,7,2,4,6,4,3,7,60.506096,115.07074,82.79704,6
6662,90.044944,123.71868,131.4649,2,5,2,5,4,4,2,3,103.52898,93.7127,120.51253,2
6663,90.159419,123.70486,131.46507,2,5,6,4,5,4,3,5,105.71868,104.570984,85.86206,41
6664,90.001047,123.84835,131.33927,1,6,2,5,5,5,3,5,91.21311,120.62045,68.1702,58
6665,90.088963,123.67816,131.43443,2,4,4,4,5,6,2,6,104.05837,108.14941,120.349464,2
6666,90.148892,123.85355,131.37647,1,5,4,3,5,5,3,7,78.244286,112.36612,113.726,39
6667,90.057715,123.75113,131.36747,1,7,3,4,8,5,6,6,106.201035,93.14479,114.15845,2
6668,90.135458,123.81452,131.52265,2,7,4,3,7,4,5,5,63.151737,123.48341,92.99089,19
6669,90.158941,123.76964,131.34536,4,4,3,5,4,3,2,5,88.625755,90.377884,122.63983,21
6670,90.031653,123.72198,131.50832,1,4,3,5,6,4,4,7,105.1757,79.16747,90.73805,3
6671,86.098397,123.81102,130.94756,2,6,3,2,6,4,4,5,99.49768,111.01925,69.4238,58
6672,86.038196,123.90866,130.89826,6,5,4,5,4,5,2,5,99.200165,127.58397,98.66333,7
6673,86.112872,123.83341,131.03417,1,5,5,4,5,7,3,5,52.957035,94.435425,92.68898,17
6674,86.151614,123.88931,131.0327,2,6,7,4,5,4,3,5,98.25548,130.14716,96.12389,38
6675,86.013685,123.73498,131.04532,4,6,3,4,5,7,3,5,76.48311,119.49296,94.307396,36
6676,86.039158,123.8277,130.97819,1,6,3,4,5,4,3,4,100.77359,85.05146,76.26882,15
6677,86.152205,123.88602,130.95486,3,4,4,3,5,2,3,5,110.25631,98.980064,86.32233,12
6678,86.173738,123.81431,130.9137,1,6,3,3,6,5,4,6,87.958786,132.92177,91.706314,30
6679,86.100346,123.82664,130.95236,4,6,4,6,5,5,3,4,80.36795,73.34329,112.526855,8
6680,86.043858,123.88435,130.99668,4,3,6,4,4,8,2,4,86.54395,131.61935,88.086945,16
6681,83.11994,123.84482,130.59029,4,7,5,4,5,4,4,4,101.96623,122.33847,91.1747,7
6682,83.025061,123.85574,130.60783,4,6,4,6,7,4,4,6,105.16114,105.49643,121.37106,2
6683,83.122646,123.8902,130.51423,2,4,3,3,6,6,3,7,79.32214,132.28807,102.57641,30
6684,83.13247,123.82578,130.49666,5,6,5,5,7,3,6,7,84.33445,80.17086,71.908585,26
6685,83.169308,123.91857,130.55335,5,5,3,4,6,6,3,7,102.42052,106.39476,124.361465,2
6686,83.130001,123.9127,130.58349,3,5,4,3,6,5,3,6,86.94778,81.4171,124.28374,8
6687,83.173015,123.90701,130.60698,3,6,3,5,7,4,4,8,73.97336,90.92476,126.11317,21
6688,83.156475,123.91432,130.64262,2,3,3,4,2,5,1,4,99.46867,123.253296,113.14007,25
6689,83.053979,123.76959,130.59733,2,7,3,4,6,4,5,6,74.38347,115.2613,121.761665,39
6690,83.070871,123.76834,130.63404,1,4,4,4,5,6,2,5,90.87853,92.926254,68.33984,46
6691,79.03796,124.86796,131.12938,3,6,2,4,5,4,2,6,77.20296,77.953224,119.85775,8
6692,79.121466,124.90513,131.03816,1,5,2,4,4,5,2,3,108.79875,78.709854,89.298744,15
6693,79.094779,124.92268,131.07664,1,5,5,3,5,4,2,6,114.31893,89.05351,106.21769,29
6694,79.095154,124.85087,131.15278,3,7,5,4,5,5,3,5,60.589478,83.71275,112.335144,4
6695,79.014557,124.82713,131.22076,1,4,4,4,5,5,3,6,82.999,93.686966,119.0681,21
6696,78.948451,124.81951,131.22245,1,6,4,3,6,4,4,6,75.292305,77.46524,97.107574,9
6697,79.055888,124.89487,131.10324,3,5,7,5,5,5,3,5,56.110455,117.48981,94.64465,19
6698,79.029931,124.77148,131.21804,3,6,5,5,5,6,3,7,89.178375,79.080826,108.12169,9
6699,79.040519,124.86549,131.15706,1,6,3,4,7,7,5,6,98.87167,118.87752,96.17815,7
6700,79.069493,124.9105,131.03795,5,6,3,6,6,5,3,6,87.94554,109.67851,96.84062,20
6701,75.075292,125.91273,130.67585,1,3,4,4,4,5,2,6,84.37024,126.02301,118.537605,39
6702,75.111316,125.99324,130.72731,1,7,5,3,6,7,4,4,100.301956,116.876915,76.70228,49
6703,75.112754,125.91019,130.7048,4,5,3,6,6,4,3,4,94.3233,81.193344,117.64878,44
6704,75.061896,125.8379,130.67536,3,5,4,4,4,5,2,5,57.149467,85.15138,91.96718,18
6705,75.029018,125.88515,130.69422,4,6,3,4,6,6,3,7,80.88611,71.54819,75.45562,26
6706,75.075817,125.96429,130.66943,3,8,3,5,7,4,5,6,65.150955,117.538345,124.54109,5
6707,74.990607,125.83701,130.71459,2,6,3,4,5,5,3,5,50.868988,98.90344,85.87369,27
6708,75.06597,126.01267,130.59681,1,5,6,5,5,7,3,5,85.227615,127.26543,78.51694,10
6709,74.975442,126.00016,130.70869,4,6,5,5,6,5,4,7,73.5437,131.97719,92.54912,30
6710,75.029695,125.9126,130.71978,3,5,4,6,5,5,3,4,69.2229,125.64627,84.85324,6
6711,72.096835,125.94654,130.31858,2,5,4,3,5,4,3,6,93.50865,86.590126,69.336754,13
6712,72.079329,125.94143,130.2679,3,6,3,5,5,2,3,5,89.936874,126.071014,76.362595,10
6713,72.002138,125.92727,130.34682,2,5,3,5,5,6,3,5,96.36181,118.30635,76.46648,49
6714,72.193403,125.94816,130.3655,1,4,4,3,5,8,3,7,102.07005,83.9245,110.6236,44
6715,72.111929,125.9393,130.27655,6,6,3,6,5,5,3,6,85.471954,131.54147,101.25391,30
6716,72.125539,125.95754,130.37411,3,8,5,5,9,7,7,7,100.58458,101.43985,89.676956,41
