umap, ,,Cluster_UMAP
10.937404,4.7070675,9.259056,18
11.159121,4.796255,8.326508,37
10.669205,5.075468,9.115365,18
10.782432,5.133074,9.030293,18
10.957398,4.6860404,9.086964,18
10.864711,5.122169,8.874916,18
10.592459,5.1101522,9.780704,4
10.733993,5.046217,9.301317,18
10.947418,5.008862,8.754286,18
10.907624,4.9083443,9.157105,18
10.7443905,4.797231,9.551438,4
10.765331,4.662185,9.227322,18
10.821045,5.200934,8.834646,18
10.720977,5.1295776,9.292112,18
11.055075,5.2917247,8.542887,18
10.759603,5.2426434,9.066384,18
10.735497,5.4252152,9.070954,18
10.921075,5.367302,8.788832,18
10.877776,5.0833874,8.978651,18
10.704863,5.2382555,9.314974,18
10.715527,5.0879254,9.497039,18
10.946583,5.3328357,8.725823,18
10.960558,4.881617,8.593814,18
10.848798,5.2911897,9.077804,18
10.622257,5.1901546,9.6412115,4
10.885926,5.1208305,8.828721,18
10.851846,5.458876,8.964981,18
10.864864,5.425165,8.928623,18
10.835527,5.527803,9.150842,12
10.824126,5.4375806,8.913026,18
10.919119,5.235953,8.933252,18
11.144461,5.3356533,8.463113,37
10.922849,5.4424114,8.856342,18
11.1594515,5.433827,8.505382,18
11.96495,5.4421077,9.921671,13
10.7214575,5.044522,9.942808,4
10.916071,5.395513,8.578651,18
10.970241,5.3861637,8.726179,18
11.11003,5.3317904,8.497148,37
10.800436,4.9185605,8.981943,18
10.939935,5.547455,8.834086,12
11.03375,5.831783,8.909616,12
11.002801,5.14155,8.732466,18
11.089604,6.1935596,9.018535,12
10.996669,5.3469605,8.713797,18
11.0057,5.693541,8.758809,12
10.868477,5.3356366,8.636724,18
11.313503,5.947571,8.458596,23
11.207258,5.7458224,8.725279,12
11.01384,5.7080765,8.761931,12
10.910992,4.9418955,8.817353,18
11.0711,5.393098,8.546347,18
11.040181,5.399588,8.712732,18
11.093573,5.872829,8.879941,12
10.880666,5.4770894,8.820875,18
11.016488,5.4642477,8.5657,18
10.912974,5.600179,9.143631,12
10.97873,5.4141564,8.613127,18
11.978282,5.4840913,9.898851,13
11.320464,6.2555685,8.701659,12
10.957454,5.7256827,8.840477,12
10.943061,5.2972713,8.6768465,18
11.140392,5.5248733,8.336017,23
11.266147,5.9267197,8.56295,12
11.225569,6.1283984,8.924944,12
11.681359,6.1028104,8.238508,27
11.7553835,5.8151546,7.92545,27
10.91106,5.9254093,9.156019,12
11.38547,6.005534,8.609688,12
10.844334,5.5508084,8.900302,12
11.011282,5.4105453,8.58646,18
11.263905,5.9636326,8.512641,12
11.57547,6.398815,9.45801,16
10.758921,5.6679645,9.160566,12
11.315592,5.7874174,8.417959,23
11.475715,5.2499905,9.887243,4
11.128998,5.8701997,8.757229,12
11.021602,6.112139,8.927254,12
11.3153105,6.139483,8.6300125,12
11.381734,5.750413,8.310865,23
11.350911,6.286303,8.719232,12
11.170205,5.1537366,8.397482,37
11.028806,5.7879224,8.757809,12
11.020069,5.579408,8.814542,12
11.437302,6.493119,8.888462,12
11.080575,5.658279,8.614698,12
11.53031,6.2492137,8.472545,27
11.254953,5.7469687,8.424689,23
11.142763,5.841228,8.741808,12
11.675342,5.7164025,7.9407673,27
11.11928,5.715013,8.581551,12
11.296157,6.1760473,8.7522135,12
11.14838,6.389865,9.025046,12
11.455695,6.2601314,8.539377,12
11.353622,6.2631555,8.704559,12
11.418091,6.4133706,8.783809,12
11.191964,5.7927155,8.53468,12
11.585094,6.4714446,8.70821,16
11.5477915,6.4756007,8.582354,16
11.13666,6.033045,8.836399,12
11.551525,6.012606,8.270748,27
11.14779,6.219693,9.126093,12
11.316242,6.091966,8.565473,12
11.69953,5.273744,8.330456,38
11.492718,6.4131637,8.773548,12
11.142481,6.2918673,9.149709,12
11.294157,6.3638287,8.808276,12
11.21456,6.190651,8.81745,12
11.54079,6.363613,8.569862,16
11.677538,6.143321,8.313873,27
11.7226515,6.751547,8.948008,20
11.324012,6.4848185,8.820045,12
11.967553,6.33502,8.168125,27
11.585361,5.7710385,8.176773,27
12.068,6.786972,8.491462,28
11.399432,6.4227695,8.818578,12
11.479403,6.3682623,8.677594,12
11.133519,6.2881417,9.141896,12
11.268212,6.3440237,9.050881,12
11.726142,6.6893144,8.606981,20
11.384878,6.5741177,9.016233,9
11.760705,6.4925117,8.549977,16
11.621803,6.4330473,8.604668,16
11.9289055,6.5439305,8.330897,28
11.284976,6.685429,9.316185,9
11.294642,6.4173617,8.813012,12
11.272899,6.574955,9.624286,2
11.953199,5.6507034,9.731169,5
11.478779,6.3558693,8.630516,12
11.507011,6.5283284,8.693214,20
11.307395,6.409484,8.873793,12
11.515966,6.5168524,8.770342,20
11.210791,6.390307,9.591202,0
12.076687,5.5463133,9.683741,5
11.951645,5.4753356,9.8794155,13
11.989907,6.8484874,8.610558,20
11.277963,6.555309,8.947416,9
10.88869,6.177374,9.808111,0
11.407223,6.4827666,8.834121,12
11.638896,6.59005,8.665666,20
11.859025,6.5794597,8.419483,28
11.462987,6.3363724,8.670315,12
11.254706,6.0565987,8.701672,12
11.431412,6.534432,9.011614,9
11.522208,6.629589,9.088318,20
11.603165,6.391494,8.670411,16
11.469268,6.7903433,9.5723915,2
11.438263,6.5108814,9.029444,9
11.258257,6.472353,8.892608,12
11.220506,6.5258317,9.55194,2
11.364682,6.5241785,8.803796,9
11.747272,5.693354,9.923806,5
11.348366,6.666578,9.324396,9
11.152257,6.4654126,9.630183,0
11.758855,6.72026,8.730286,20
11.566924,6.6043715,8.992527,20
11.895697,6.614838,8.666656,20
11.598557,6.6741605,8.799286,20
11.371742,6.522092,9.5279045,2
11.508618,6.475142,8.752571,16
11.644766,6.6173763,8.757739,20
11.832086,6.608588,8.481989,28
11.590875,6.6697984,8.947436,20
11.827356,6.9424157,8.707208,20
11.4960375,6.550691,8.804167,9
11.872318,7.0268703,9.276098,20
11.994001,6.409357,9.156336,16
11.772138,6.712756,8.786682,20
11.718351,6.878612,9.165644,20
11.936519,5.775794,9.724953,5
11.3762455,6.343165,8.783753,12
11.5567665,6.784397,9.157042,20
11.968315,6.8217406,8.668461,20
11.491532,6.7410545,9.322747,9
11.555824,6.8189306,9.241233,20
11.680155,6.758109,8.905115,20
11.981874,7.0591555,9.26109,20
11.713198,6.7785063,8.865021,20
12.042775,6.7876163,8.454299,28
11.8674,6.840246,8.829911,20
11.73548,6.9760556,9.70404,11
11.47277,6.7545233,9.187114,9
11.398981,6.20992,9.539092,0
11.963577,6.7018914,8.62509,20
11.614124,6.602444,8.905096,20
11.6759405,6.6760144,9.004645,20
11.773472,6.7039213,8.841543,20
11.960197,6.997116,9.072615,20
11.895489,6.760806,8.806003,20
11.505559,6.7007685,9.368112,20
11.989448,7.071318,9.169087,20
11.867705,6.999151,9.296872,20
12.030952,6.4873095,8.283032,27
11.565828,6.7609577,9.289478,20
11.599968,6.828602,9.34385,20
11.404166,6.509595,9.205077,9
12.199222,7.097912,8.844761,20
11.817447,6.9390883,9.051809,20
11.523282,6.8423114,9.392208,20
12.041704,7.1536207,9.2888565,20
12.379547,7.1621017,9.231149,20
11.892394,7.016775,9.076966,20
11.513992,6.6516314,9.910575,11
11.631291,6.626988,9.304798,20
11.716469,5.7777114,9.746891,5
11.879112,7.0569983,9.302085,20
11.688079,6.840905,9.070704,20
12.482955,7.256235,9.005156,20
11.766653,6.977329,9.07473,20
11.90216,7.0077863,9.255052,20
11.646135,6.9585185,9.497302,20
11.748535,6.7542996,9.023305,20
12.161342,6.8830886,8.640707,20
11.876944,7.0189734,9.363059,20
11.9972725,6.9897833,9.100857,20
12.114791,7.1770296,9.68391,11
11.602709,6.8215194,9.400374,20
11.968613,6.89417,8.786612,20
11.688562,6.863634,9.185244,20
11.629206,6.928526,9.532269,11
12.736789,6.9089003,9.472602,24
11.750357,5.8349347,9.96544,5
11.569765,6.763411,9.484486,20
11.9805,7.1203365,9.090425,20
11.577745,6.834431,9.245065,20
11.62159,6.835278,9.555699,11
11.937604,5.519671,9.854004,5
11.941309,6.98714,9.743453,11
11.933419,7.045395,9.265748,20
11.893712,7.0058446,9.198911,20
11.79134,6.958391,9.391782,20
11.651789,6.8713217,9.261506,20
11.781973,6.943124,10.053569,11
12.189338,7.129044,9.971509,11
11.790628,6.974461,9.540609,11
11.8072195,6.81525,10.302578,11
11.802746,6.9697933,9.289103,20
12.332503,7.0485077,9.664464,11
11.889291,7.1104445,9.250454,20
12.156234,7.0973654,9.662333,11
11.905944,6.46042,10.304277,5
12.384718,7.2676177,9.379321,20
11.809715,7.0145144,9.832759,11
12.138421,7.1545877,9.342304,20
12.050056,7.1864767,9.416555,20
11.913521,7.1695957,9.659737,11
11.9062605,7.0233784,9.847024,11
11.888695,7.0531893,9.566498,11
11.461158,6.6213007,9.378235,9
11.766081,6.927164,9.388716,20
11.974861,7.145531,9.756159,11
12.276115,7.206021,9.616997,11
11.850898,6.9701467,9.867825,11
12.143035,7.0782423,9.195243,20
12.48269,7.042259,10.18295,11
11.916758,7.09791,9.123548,20
11.652414,6.9790325,9.401986,20
11.856018,7.083645,9.6861515,11
12.7084875,7.2622404,9.449619,24
12.165972,7.1139126,9.525525,11
12.14146,7.048027,10.087356,11
12.024733,7.0216336,10.02721,11
12.051113,7.1136813,9.417305,20
12.3424225,7.1663055,9.701621,11
12.213277,7.0869083,9.62745,11
12.286501,7.148261,9.823472,11
11.669058,6.973901,9.914325,11
11.834395,6.858086,10.270507,11
11.837096,6.877414,9.748393,11
12.013918,7.087963,9.554648,11
11.79898,6.9930935,9.647484,11
12.043829,7.114128,9.778884,11
11.842686,7.0007653,9.71196,11
12.402763,7.1877184,9.13793,20
11.97658,7.0658493,9.760865,11
11.952875,7.040047,10.04165,11
11.755646,6.9481034,9.770744,11
11.87796,6.998424,10.044729,11
13.382204,7.0290685,10.045918,30
12.396793,7.1626143,9.808122,11
12.382732,7.149512,9.988148,11
11.88283,6.9178476,10.316709,11
11.654038,6.8784585,9.614043,11
11.9959345,5.6458693,9.800003,5
11.967439,7.0490527,9.954108,11
11.939023,6.9958763,9.957978,11
12.5467005,7.2655616,9.398846,24
11.9739485,5.961328,10.055115,5
11.8162775,6.939595,9.823439,11
12.060046,6.8072715,10.297872,11
11.939385,5.6269307,9.818224,5
11.772045,6.9303703,9.705901,11
11.466165,6.685484,10.115232,2
11.994952,6.800417,10.479698,11
11.955825,7.052444,9.996762,11
12.426593,7.230928,9.6137705,11
12.186023,6.857369,10.485262,11
12.108661,7.014941,10.331562,11
12.533301,7.168846,9.7773905,30
11.828176,7.001748,10.084809,11
12.697405,7.165137,10.145117,30
11.768274,6.8984995,10.279946,11
11.84691,6.7836304,10.482148,11
11.65036,5.663124,10.040753,5
11.690971,6.995288,10.093939,11
11.842694,6.9353585,10.306079,11
12.168714,6.7623878,10.128456,11
12.276319,7.209373,9.423486,20
12.308804,7.005529,10.015913,11
11.860253,6.9133782,10.145356,11
12.487923,7.23345,9.735854,11
12.077911,7.0393133,10.138538,11
12.079424,5.5078464,9.821622,5
12.23366,6.908784,10.501979,10
12.230471,7.1952763,9.922295,11
12.013426,6.868702,10.388789,11
11.470695,6.945805,9.996048,2
12.036195,6.9820004,10.2061405,11
12.25524,7.0123844,10.285103,11
11.878873,6.677452,10.66746,10
11.775376,6.8947225,10.344494,11
11.731342,6.705865,10.596629,10
12.018932,6.827689,10.266302,11
12.29746,7.0328646,10.131072,11
12.545524,7.123867,10.039236,30
11.928727,6.948907,10.266732,11
12.269306,7.185112,9.777986,11
11.654587,6.7957454,10.308093,11
12.465394,7.035441,10.271499,11
11.778677,6.704874,10.589679,10
11.477932,6.6269007,10.375746,2
12.22764,6.9375377,10.226312,11
11.645599,6.73432,10.407326,11
12.129363,7.116542,9.995336,11
11.859082,6.2324753,10.223208,5
12.336756,6.617922,10.875042,10
12.027241,6.694189,10.599405,10
11.953695,6.5747414,10.85282,10
11.802397,6.8091564,10.629838,10
12.15206,6.8975477,10.355845,11
11.876836,6.9771714,9.759284,11
12.077945,6.6998587,10.522918,10
11.996182,6.624133,10.527804,10
12.231445,6.7187862,10.832094,10
11.857734,6.4020286,10.843447,7
12.368159,6.666116,10.822942,10
11.824254,6.535479,10.720828,10
12.154213,6.884125,10.545313,10
11.57256,6.578739,10.614089,10
11.931058,6.8130884,10.585235,10
11.83565,6.578747,10.679089,10
11.949513,5.5689006,9.890093,5
11.995892,6.7637997,10.517123,10
12.114068,6.7519913,10.593014,10
11.673262,6.7365,10.273595,11
11.69083,6.789201,10.304197,11
11.91734,6.841826,10.464861,11
12.336231,6.9433174,10.506131,10
11.946003,6.766976,10.5955925,10
11.854239,6.9256215,10.327691,11
11.672206,6.536373,10.659881,10
12.066284,6.867466,10.416111,11
11.995061,6.719928,10.656121,10
11.835632,6.357453,11.0385065,7
11.77831,6.062527,11.070615,7
12.0112095,6.78572,10.635612,10
12.191523,6.732138,10.724322,10
11.915494,6.7217717,10.343669,11
11.909366,6.831595,10.574489,10
11.952716,5.58439,9.864441,5
11.639369,6.660823,10.460173,11
12.037871,6.599674,10.570944,10
11.868193,6.496994,10.896116,7
11.903253,6.699417,10.734165,10
12.307694,6.848236,10.544539,10
11.98572,6.4555855,10.797216,7
12.105686,6.1965947,11.127193,7
12.178274,6.7232485,10.658953,10
11.83009,6.8493752,10.355161,11
11.61619,6.5775905,10.745293,10
12.084307,6.336388,11.111784,7
12.387677,6.36321,11.184479,7
11.810109,6.1217694,11.121793,7
12.458835,6.8415036,10.854106,10
12.000524,5.584252,9.953951,5
12.076023,6.4078636,11.043967,7
12.0352125,6.6797113,10.716527,10
11.956645,5.5702696,9.85805,5
12.0007515,6.151087,11.163289,7
12.019859,6.364534,10.969966,7
12.081626,6.494958,11.0676,7
12.395753,6.6800175,10.8695135,10
12.418814,6.455172,11.16245,7
11.964168,6.564194,10.852883,10
11.924524,6.4312787,10.801342,7
11.896698,6.399149,11.002025,7
11.905775,6.205419,11.2402315,7
12.041753,6.3381786,11.129515,7
12.211617,6.405329,11.142928,7
12.170398,6.468497,11.043388,7
12.0647135,6.132751,11.12211,7
11.97065,6.487517,10.944806,7
11.796419,6.292577,10.965836,7
11.845467,6.1138873,11.272114,7
11.908714,6.1734467,11.108207,7
12.115237,6.44915,11.064759,7
12.0126505,5.6217594,9.864086,5
12.0408125,6.4313912,11.003058,7
11.931646,5.9416003,11.441132,7
12.203762,6.0679564,11.361073,7
12.219948,6.4389644,11.181641,7
12.187461,6.2791815,11.110633,7
12.403879,6.4457493,11.136313,7
11.827628,5.9087467,11.313757,7
11.929292,6.5186257,10.859548,10
11.553036,6.5107965,10.746353,10
12.198057,6.3486314,11.182426,7
11.843647,5.7873416,11.081148,7
12.454847,6.215981,11.181174,7
12.052378,5.728407,11.474029,7
12.009657,5.9384084,11.195894,7
12.069847,5.4561515,11.453092,14
12.02855,6.5546837,10.889862,10
12.071302,6.693259,10.666751,10
11.778381,6.1820946,11.043548,7
11.9514,6.253572,11.118083,7
11.992197,6.0284905,11.142905,7
12.154048,6.0145288,11.330814,7
11.508417,5.797349,11.042137,7
11.985739,6.1350226,11.140089,7
11.419127,6.3341722,10.218226,0
11.936511,5.900165,11.385344,7
12.038013,5.641665,11.430649,7
11.985628,6.306426,11.002315,7
11.961539,5.644976,11.378227,7
11.837275,5.8424454,11.31304,7
12.676935,6.349552,11.186164,17
11.619622,6.087274,10.977185,7
12.082939,6.0540442,11.333899,7
11.838512,5.8255696,11.273292,7
12.132921,5.490717,11.493526,14
12.013287,6.322375,10.964614,7
11.8490925,6.360542,10.894169,7
12.000658,5.9171324,11.352059,7
11.986216,6.1443224,11.248178,7
11.754073,6.0620403,11.198549,7
11.669081,5.633642,11.412471,7
11.786945,5.8004727,11.270145,7
11.938329,5.953598,11.436887,7
11.98788,5.540601,11.559605,22
12.047347,6.115553,11.224666,7
12.009029,5.6263256,11.466008,7
11.912906,5.987443,11.243613,7
12.076895,5.5929003,11.331653,7
11.557217,5.825611,11.170607,7
12.024593,5.428142,11.515128,19
11.905178,5.8053718,11.333468,7
11.673038,5.724027,11.241714,7
11.98842,5.617933,11.446994,7
12.333184,6.042948,11.402779,7
11.607672,5.449417,11.324469,14
12.262267,6.0858517,11.3172,7
12.048304,5.8747025,10.159012,5
11.87678,5.86946,11.270679,7
12.044184,5.5985923,11.495337,7
11.922368,5.8974657,11.235203,7
12.191812,5.835423,11.301942,7
12.147499,5.2921724,11.572712,19
12.122455,5.540807,11.540901,22
12.149072,5.2112546,11.504941,19
11.297468,5.9618564,10.968439,1
12.400319,5.7075152,11.533025,22
11.927946,6.096954,11.151382,7
12.043998,5.4150677,11.439628,14
11.779046,6.394039,10.847035,7
11.777861,5.8765697,11.391698,7
12.114333,5.202178,11.544945,19
11.580979,5.878183,11.123503,7
11.835838,5.8764024,11.198098,7
12.152279,5.1879773,11.491234,14
12.1940365,5.3085394,11.583824,19
11.974854,5.8255773,11.384152,7
11.947373,5.6124096,9.864978,5
11.421735,5.551319,11.116856,1
12.424025,5.320533,11.547522,19
11.800192,4.9471917,11.135408,14
11.990797,5.6586423,9.835355,5
11.456838,6.214128,10.782697,1
11.620291,5.4517527,11.406564,14
11.782023,5.3925886,11.317414,14
12.228352,5.620985,11.466635,7
11.743948,5.4386797,11.332691,14
12.414988,5.530888,11.562952,22
11.960914,5.6324496,9.888921,5
12.149677,4.9181013,11.500247,19
12.199112,5.44856,11.51938,19
11.990308,5.296211,11.68705,19
12.41048,4.815884,11.518708,19
12.049016,5.1157336,11.367614,14
11.995335,5.5344954,11.441978,7
12.093666,5.2058835,11.4536085,14
11.462465,5.3062773,11.094109,8
11.884459,5.588342,11.326957,7
12.176211,5.1933675,11.530327,19
11.593403,5.1809278,11.248428,14
12.09783,5.170863,11.497693,14
11.804808,5.3678174,11.365089,14
11.652153,6.040653,10.967342,7
11.958146,5.236341,11.2239275,14
11.749469,5.67512,10.049166,5
11.921989,5.9820795,10.392397,5
12.005371,5.3638744,11.458444,14
12.141695,5.3590465,11.382108,14
11.691337,5.4467473,11.290593,14
11.668109,5.5812078,11.22663,7
11.917491,5.4207044,11.4324465,14
11.640397,5.194061,11.286038,14
12.266391,4.3473616,11.260201,32
12.114285,5.235025,11.371514,14
11.943376,5.0149918,11.332216,14
11.7630005,5.097642,11.369714,14
11.9605875,5.387849,11.40859,14
12.403871,4.92972,11.562617,19
11.7891,5.311528,11.262476,14
11.576956,5.615033,11.232036,7
11.896192,5.5016007,11.361149,7
12.176809,5.1746325,11.472464,14
11.728675,5.398279,11.3704815,14
11.940058,5.2415633,11.303515,14
12.486766,5.160306,11.584869,19
12.004178,5.208759,11.413535,14
11.388352,5.271172,11.091854,8
12.644402,5.282274,9.889718,3
11.657415,5.2150383,11.228487,14
11.739794,5.3239484,11.274838,14
11.612359,5.0718613,11.244463,14
11.756949,5.2263746,11.327473,14
12.007471,3.852427,10.746307,32
11.883931,5.1761217,11.445358,14
11.265226,5.1183114,11.006153,8
11.881018,4.806828,11.226595,14
12.447137,4.8150043,11.634298,19
11.751752,5.2444596,11.238152,14
11.793856,4.846905,11.206387,14
11.747376,5.782826,11.234354,7
12.0169115,5.2022696,11.445904,14
11.789103,4.8643465,11.240158,14
12.048027,5.0078845,11.369565,14
11.409299,5.174594,11.05655,8
11.833062,4.572484,11.221784,14
11.423699,4.9815083,10.945823,8
11.58274,5.0768847,11.042313,14
11.591771,4.869533,11.257206,14
11.416587,4.8489633,10.999837,8
11.339498,4.975244,11.14978,8
11.794928,5.031595,11.327693,14
11.802246,4.843258,11.276565,14
11.452996,4.942687,11.069423,8
11.5947485,4.6942234,11.048155,14
11.73252,5.2800627,11.345969,14
12.209628,4.195112,11.18742,32
11.728287,4.585801,11.171871,14
11.365035,4.9414415,10.943861,8
12.202848,4.9187837,11.488101,14
11.544736,4.846832,11.132611,14
11.994983,5.627826,9.891073,5
11.641705,4.866965,11.2071295,14
11.568678,4.8647623,11.03627,14
11.728368,4.699219,11.22012,14
11.224408,5.338877,10.963317,8
11.608292,5.0462904,11.178799,14
11.054134,4.9436965,10.6687565,8
11.636886,4.3030853,10.827853,32
12.035195,5.2753944,10.078066,13
11.843667,4.569514,11.195369,14
11.168985,5.050111,10.818383,8
11.687019,4.8040013,11.1236315,14
11.719704,4.9090095,11.242577,14
11.595944,4.816335,11.030795,14
11.778616,4.540104,11.103478,14
11.490251,4.756408,11.022002,8
10.986538,4.6641707,10.395047,4
11.48974,4.447793,10.982422,15
11.546802,4.635535,11.049053,14
11.847988,5.019779,11.380444,14
11.357173,4.4437227,10.818687,15
11.506688,4.533926,10.875702,14
11.609694,4.797064,11.158607,14
11.422512,5.127628,11.172568,8
11.105177,4.7372117,10.753607,8
11.322707,4.502417,10.711317,8
11.452572,4.8887095,11.081644,8
11.454003,4.7152724,11.026118,8
11.351004,4.84327,10.850681,8
11.839257,4.833276,10.204638,13
11.235052,5.0092587,10.911381,8
11.752028,4.5010796,11.2003355,14
11.892735,5.533297,9.925641,5
11.399828,4.714048,10.969602,8
10.730845,5.178623,9.859308,4
11.290928,4.798477,10.800739,8
11.436827,4.85363,11.070281,8
11.103921,4.594244,10.512291,8
11.391143,4.392104,10.44299,21
11.866319,5.554882,9.938797,5
11.073479,4.601557,10.456372,4
10.949543,5.5114365,10.504272,1
11.211017,4.4459066,10.62,15
11.32742,4.477847,10.823052,15
11.902644,5.5288734,9.900051,5
11.200267,5.1230063,10.731854,8
11.40759,4.7957153,10.977155,8
11.840762,5.520642,10.054553,5
11.222392,5.1303425,10.886002,8
11.267256,4.6659026,10.799708,8
11.014827,4.6504254,10.147933,4
11.326444,4.4530153,10.688113,15
11.1748085,4.589979,10.631059,8
11.233135,4.734701,10.783246,8
11.269808,4.41767,10.634327,15
11.062696,5.0459666,10.758578,8
11.942591,3.9441583,10.818373,32
11.391637,4.2848854,10.583795,15
11.324585,5.115134,10.993376,8
11.072385,4.1441894,9.887614,21
11.516279,5.0302815,10.180616,13
11.50432,4.1221023,10.613232,32
11.378043,4.9518423,10.789559,8
11.664707,5.1887493,10.030523,13
10.841034,5.073595,10.451016,4
11.351424,4.695935,10.813742,8
11.7092085,3.9818797,10.600679,32
11.053579,4.7526774,10.68643,8
11.180709,4.5526466,10.534625,8
11.301995,4.5448737,10.751226,8
11.8555975,5.5093045,9.914315,5
10.969305,4.4445086,10.132432,21
10.942592,4.7490044,10.304954,4
11.41063,4.3161144,10.586038,15
11.323915,4.5491824,10.70038,8
11.600507,4.25268,10.838401,32
11.457733,3.819556,10.046177,21
11.474815,5.132738,10.320274,4
11.203056,4.4675694,10.571421,15
10.76889,4.83224,10.169004,4
10.882757,4.550361,9.534781,4
11.946648,3.5335264,9.864449,29
11.099767,4.584189,10.465533,4
10.948567,4.7205195,10.207645,4
11.461861,3.957149,10.507125,15
11.011156,4.3976383,10.048576,21
11.364964,4.183095,10.3243685,21
10.994845,5.286415,10.695215,8
11.796816,4.810479,10.478374,13
10.851703,4.800752,10.318831,4
11.669645,4.126796,10.249351,29
11.919313,5.5350046,9.928786,5
11.031274,4.6009007,10.277997,4
11.139921,5.036635,10.550003,8
10.733606,5.053379,10.300844,4
11.433248,4.958727,10.637847,8
10.951681,4.931655,10.53984,8
10.893008,4.918084,10.436773,4
10.85443,4.705412,10.214079,4
11.972648,5.590512,9.884184,5
10.979524,4.338375,10.004209,21
10.840791,4.5123663,9.983259,4
11.12864,4.3345156,10.274061,21
11.107086,4.1501703,9.886397,21
11.239357,4.4381795,10.550874,15
11.031482,4.367096,10.131472,21
10.902597,4.4298472,9.916982,21
11.15189,4.0928125,10.115113,21
10.829316,4.6238894,9.769807,4
10.956,4.3571467,9.6434765,21
11.095277,4.3984146,10.24439,21
11.0825,4.2784305,9.805807,21
11.369964,4.163469,10.295907,21
11.227191,4.567126,9.892537,4
10.853411,4.3628125,9.753995,21
10.990873,4.534051,10.181151,4
11.169177,4.2088695,10.293237,21
10.816714,4.8519764,10.289452,4
10.685125,5.2369094,9.956199,4
10.967067,4.476371,9.638072,21
10.820798,4.702567,9.976707,4
10.987902,4.382837,9.844473,21
10.868513,4.7192907,10.166555,4
10.970917,4.4813256,10.133745,21
11.183801,4.1286726,10.058329,21
10.860542,4.832188,10.293481,4
10.911233,4.4683456,9.898824,21
11.038643,4.2393665,9.766424,21
10.860337,4.6406713,9.98852,4
11.123505,4.337901,10.193088,21
10.945409,4.3851204,9.81404,21
11.119261,4.213371,10.077386,21
11.318183,5.417894,10.225757,4
10.870463,4.7790976,10.372939,4
10.9233265,4.790185,10.040915,4
10.988629,4.5383196,10.142376,4
11.206405,4.3475413,10.240891,21
11.890815,5.502238,9.8839655,5
10.853781,4.66954,9.772276,4
10.963502,4.3212547,9.633479,21
10.962593,4.2665997,9.548789,21
10.733429,4.808071,9.7774725,4
10.842911,4.3684406,9.575284,21
10.968217,4.4245825,9.743518,21
10.829448,4.490617,9.657776,21
10.673492,4.7954335,9.797667,4
10.964621,4.1921105,9.692253,21
10.905351,4.352198,9.666444,21
10.749654,4.738121,9.7280855,4
10.967475,4.3336034,9.971995,21
10.789738,5.1410294,10.311595,4
11.840486,5.4751096,9.979022,13
11.7504015,4.5383415,9.456675,39
10.800153,4.829129,9.985576,4
10.860365,4.5412936,9.843313,4
11.454123,3.9582164,9.966666,21
11.190312,4.077047,10.004454,21
10.994338,4.29558,9.675017,21
10.885024,4.4667773,9.639954,21
10.871972,4.591528,9.909912,4
10.723814,4.768822,9.472064,18
10.763297,4.5103507,9.750654,4
10.70024,4.539926,9.67724,4
10.920147,4.281065,9.646427,21
11.161203,4.3735986,10.378377,21
10.877514,4.4714746,9.804431,21
10.876513,4.5191593,9.719799,4
10.7289295,4.776078,9.524993,4
10.99368,4.3808722,9.726669,21
10.971987,4.2143555,9.344508,25
10.9757595,4.272824,9.72589,21
10.909253,4.5012064,9.745529,4
10.816922,4.765168,9.331105,18
11.17797,4.145957,9.337746,25
10.973204,4.4105425,9.674533,21
10.862043,4.487826,9.534738,21
10.857287,4.487462,9.464909,25
10.797316,4.366749,9.447841,25
10.765125,4.6537995,9.398021,18
10.877377,4.8522143,9.6606045,4
10.72973,4.9026155,9.799224,4
10.835425,4.6792574,9.512203,4
10.809881,4.571808,9.747307,4
10.955743,4.325724,9.514904,21
10.922094,4.562661,9.271313,18
10.714701,4.6895404,9.408723,18
10.871053,4.373292,9.509708,21
10.825047,4.5861783,9.482913,18
10.853472,4.8105154,9.428213,18
10.696619,4.6100163,9.361498,18
10.817201,5.181023,9.203805,18
10.833818,4.7874317,9.350413,18
10.914355,4.5983896,9.203097,18
10.726069,4.856492,9.466783,18
10.709273,4.7085586,9.547561,4
10.724277,5.0250764,9.485779,18
11.201664,4.2793574,9.056273,25
11.845795,5.475741,9.867993,13
10.944784,4.7038693,8.805936,18
11.913784,5.489975,9.899915,13
10.728908,4.878165,9.146773,18
10.783816,4.9497695,9.154692,18
11.914329,5.3673916,9.905414,13
10.760485,4.860605,9.682052,4
10.751933,4.91366,9.571951,4
10.996106,4.442745,9.331395,25
10.881693,4.749684,9.164433,18
11.573556,5.256244,10.120282,13
11.041421,4.464385,8.664734,25
10.842505,4.6455097,8.938394,18
10.774186,4.79985,9.504735,4
10.969201,4.6980042,8.88666,18
10.840374,4.497912,9.097225,25
10.835364,5.116964,9.339559,18
10.758341,5.124182,9.350626,18
10.7590475,4.791523,9.439457,18
10.82418,4.7368007,8.970064,18
10.740226,4.872345,9.324935,18
10.710115,5.0555534,8.965787,18
10.791251,4.906619,9.432516,18
11.254444,5.4317164,9.781629,4
10.841484,5.332453,8.969537,18
11.823608,4.8738832,9.684247,13
10.897116,5.010002,8.971739,18
10.701111,5.3294034,9.781277,4
10.886463,5.0439153,9.058118,18
11.124351,6.2473164,9.081087,12
10.886322,4.843051,8.820045,18
