umap, ,,UMAPClustering
46.322346,2.763263,65.52735,25
45.79973,3.03436,67.94675,25
48.916855,1.2950106,67.57856,25
43.789677,-0.3618915,67.75562,10
45.661922,1.1153681,68.075966,25
46.091198,-0.2919263,69.82309,25
50.4777,-0.49470538,69.70411,25
45.405144,-5.2261333,71.90556,56
48.474316,-1.1231313,69.38172,25
49.2857,-1.3765938,69.83367,25
45.89552,-3.2254353,71.050156,25
45.749516,-2.9773035,69.765236,25
47.10824,-2.1613393,70.70367,25
46.991962,-3.9063323,70.93656,25
45.296345,0.24536121,69.61391,25
44.564205,3.2939842,67.16651,10
44.571045,-4.4299135,71.872574,10
49.083107,-3.9222863,71.72675,25
44.17065,-2.6355362,69.93407,10
50.950314,-1.3988065,70.04135,25
44.60178,0.9542245,67.5395,10
42.06772,-1.3113148,69.46435,10
45.340637,0.2714824,68.583,25
41.141396,-4.773111,69.71079,10
47.098816,0.578734,68.671036,25
47.06327,0.36854106,68.29474,25
43.768116,-2.0937166,69.3289,10
52.03255,-4.1894407,72.52648,25
43.484337,-3.4621165,71.19516,10
41.968674,-3.0765164,69.08563,10
46.135883,-0.8389486,69.36233,25
47.148254,-3.3264623,73.045456,25
44.33504,-2.7522206,72.14491,10
44.37534,0.41736162,68.02514,10
42.82804,-3.0185173,70.55082,10
42.401245,-2.6608527,69.04697,10
41.21231,-3.2503023,69.240585,10
43.88371,-2.4772718,69.8442,10
47.658585,-0.5111391,68.20929,25
44.12291,-5.196805,71.75856,45
39.992813,-5.155997,70.27054,45
43.5841,-6.609153,71.49567,45
39.851032,-4.6604233,67.82915,10
44.207474,-2.557713,69.009445,10
44.80616,-3.1824007,70.45993,10
47.89535,-1.5741339,68.5813,25
46.16049,-7.008276,73.14379,56
41.841003,0.2003085,67.624374,10
44.167572,-7.4561157,72.76204,45
43.206104,-1.6183622,69.78883,10
42.898136,-2.1295605,70.60102,10
40.05172,-2.721267,67.90833,10
42.06584,-1.720032,68.22734,10
40.10445,-4.8372946,71.43114,10
43.750877,-0.15601559,67.22562,10
40.407013,-1.0713651,67.69645,10
38.217518,-1.5855491,66.95369,10
47.265007,-8.43495,71.14389,56
41.550007,-4.896533,68.94718,10
41.332253,-6.9958024,72.87999,45
41.98215,-3.3703973,70.449356,10
44.842323,-3.6199572,72.15047,10
43.06952,-0.2634918,66.10199,10
37.66565,-2.7432232,68.56619,10
42.877747,-3.2329931,70.31055,10
40.784756,-5.38945,70.90951,45
42.559258,-2.782898,70.0864,10
38.5885,-7.1624336,72.11186,45
39.179592,-1.0511868,67.50493,10
39.53209,-4.2694373,70.13706,10
39.915833,-5.9386945,72.09559,45
40.82993,-3.12528,68.67019,10
39.53113,-1.9554006,71.38309,10
36.624935,-6.682282,68.956825,45
40.45612,-6.711627,71.40554,45
37.36041,-2.2786827,68.52779,10
41.194366,-1.1835818,69.00961,10
38.62149,-4.3079,68.61221,10
37.62877,-6.919462,71.08618,45
39.482117,1.1360221,62.489952,3
36.98449,-1.6648196,63.897163,3
37.456406,-6.17306,70.90957,45
37.928173,-9.42881,71.265526,45
41.852726,-0.812868,70.57646,10
40.77229,-2.628487,68.86792,10
41.311417,-4.070517,70.23334,10
47.967533,-28.165905,63.559273,29
42.717747,-3.478737,71.12311,10
35.693584,-6.995625,68.79465,45
36.96298,-6.331324,69.78539,45
37.21069,-6.2171082,72.32844,45
48.11705,-4.5619698,71.795586,25
39.72419,-6.032668,71.0043,45
36.994164,-6.583068,70.87538,45
37.21238,-5.256943,70.31711,45
37.742428,-3.345425,67.943855,10
35.563232,-5.9916596,66.99533,45
37.702366,-8.097675,70.14791,45
41.664127,-1.0481211,68.548996,10
32.3066,-6.602009,65.80012,19
41.25312,-3.162765,70.01036,10
40.97426,-3.069689,70.141335,10
37.059048,-5.833104,69.33717,45
35.790775,-8.50493,69.645386,45
38.99592,-3.4009933,70.069336,10
37.66318,-4.4907126,68.62446,10
39.23049,-2.290199,67.43859,10
36.778797,-5.725956,67.92631,45
41.432762,-0.7855061,67.306305,10
37.88524,-1.2836773,58.10473,3
34.320415,-4.869228,68.15543,42
34.691376,-4.627585,65.93854,42
37.31857,-7.2013755,69.93599,45
36.54131,-5.781721,67.87749,45
37.183228,-1.6849849,65.028786,10
39.41522,-2.1991527,68.324745,10
38.402706,-5.902844,70.13123,45
35.43241,-4.508164,66.178764,10
38.542114,-4.9747405,70.75018,10
29.343933,-9.717308,64.29117,20
32.620045,-4.490593,64.89562,6
38.341003,-4.075406,69.38895,10
35.733887,-6.6848273,68.63549,45
38.167946,-3.724419,69.33867,10
33.476757,-5.990488,68.13626,19
34.490406,-4.9878535,68.72056,42
35.1721,-4.673194,66.29985,10
32.783325,-7.2850885,65.28969,19
32.36507,-4.9219856,64.06086,6
32.668236,-9.815273,66.569435,19
33.94202,-5.9025617,65.80077,19
35.419044,-5.1968336,68.02926,45
29.472082,-6.718678,63.134304,20
36.00883,-4.9239416,65.68767,10
34.743656,-2.1749804,65.90868,42
34.970554,-5.6691256,66.619316,19
36.847755,-3.9087353,66.87067,10
33.96317,-4.2141876,65.78532,42
33.204693,-5.6470404,63.522705,20
35.709515,-2.3686478,65.63964,10
33.411377,-5.732705,67.40075,19
33.081215,-4.573873,65.81373,42
31.92584,-7.527986,66.44435,19
34.545128,-4.1520476,66.055626,42
37.307163,-4.942648,68.18265,10
35.20104,-8.634234,67.62274,45
33.416344,-7.1190095,64.92281,20
32.108566,-6.2843995,64.29164,20
33.148617,-8.276452,67.23131,19
37.11664,-4.449391,68.20121,10
32.01741,-4.5658402,61.68647,6
31.208614,-11.1425295,64.31494,20
31.319557,-10.389256,66.05803,19
38.062614,-5.1873975,68.98399,45
37.5709,0.4188894,64.87308,3
34.56195,-7.221919,69.18506,19
36.570583,-0.09226504,65.318375,10
34.410503,-6.7246537,66.167915,19
35.045784,-4.613647,65.83946,10
33.438,-8.14052,67.17273,19
33.35974,-5.637095,64.97205,20
33.07508,-5.244642,64.025185,20
32.251198,-6.128933,63.34384,20
32.137547,-9.198161,65.07989,19
34.556488,-8.531838,69.49579,19
34.129025,-8.577525,64.82114,20
32.787163,-2.7750072,62.931137,6
34.939194,-8.237366,67.443344,19
32.397694,-2.7799678,63.927597,6
32.406494,-8.815164,64.67748,20
32.80276,-4.8809466,63.462963,6
30.109768,-14.2735615,64.9917,20
29.980427,-7.3148336,65.267624,19
34.63641,-2.2277496,63.418015,6
36.265583,-0.6523493,61.5275,3
34.824406,-5.747488,64.2344,20
31.993753,-5.832889,63.21805,20
33.73317,-3.3151755,64.23548,6
31.796133,-7.8363323,63.618263,20
33.087326,-8.18368,65.555885,19
30.844131,-12.439923,65.58734,19
32.809708,-4.0510793,64.56999,6
33.104588,-3.8882961,63.186535,6
34.619053,-4.061116,65.447685,42
30.742298,-7.024374,60.918304,20
32.70025,-6.8294625,63.219612,20
33.27368,-8.653611,64.397896,20
32.406437,-6.6614456,65.14718,19
32.113823,-10.042815,63.045063,20
32.172775,-4.1862435,60.547333,6
33.744385,-3.5846858,64.24931,6
33.24592,-5.014441,64.687225,20
35.172596,-3.9433243,65.10772,10
30.22951,-6.5203123,61.75024,20
34.546516,-2.7198613,61.303062,6
31.890766,-2.7069287,64.43552,6
29.295557,-10.577474,60.919884,20
30.4689,-7.125006,60.512432,20
32.637905,-5.289182,63.22918,20
31.431686,-7.551361,59.94487,20
32.055058,-8.054545,66.04044,19
31.31111,-5.0789366,59.95829,20
29.48389,-8.309954,57.674942,20
31.616718,-4.4442387,57.932896,6
32.01998,-6.4524164,63.333984,20
30.543743,-8.197623,60.507034,20
31.119425,-5.779628,60.618435,20
29.458979,-3.3937502,61.196487,6
34.911736,-3.3922958,63.847298,6
31.025291,-6.998265,61.500378,20
32.04041,-3.2884045,58.959373,6
30.280937,-7.669399,60.96416,20
30.521358,-7.8051977,59.05651,20
31.231678,-6.635741,61.976418,20
32.681118,-3.117626,59.491737,6
32.6228,-3.2322767,60.247654,6
31.373203,-4.263186,62.083122,6
30.36856,-6.481567,58.44843,20
30.754786,-4.691845,58.72489,6
32.12278,-4.9082713,56.86161,6
32.708157,-6.4627028,63.073097,20
31.525908,-7.4136944,65.998604,19
31.766941,-4.4130697,61.642174,6
31.306671,-4.340952,62.22053,6
30.3801,-7.084337,61.000217,20
31.376556,-7.1049433,60.826576,20
29.120863,-8.297276,60.043583,20
31.767977,-9.367415,60.617218,20
29.89941,-6.2256866,57.976566,20
33.423218,-2.6782584,57.135204,6
31.91991,-7.642545,65.52621,19
32.433983,-1.2894328,56.176113,6
28.789537,-8.03046,60.65361,20
29.68281,-10.909195,58.751427,20
30.333422,-6.3387446,59.851208,20
30.595425,-5.2271004,61.678005,20
29.707348,-3.0292902,58.215508,6
32.422966,-2.036936,60.85404,6
28.867744,-7.264229,58.213737,20
29.990452,-6.5758853,58.506943,20
31.324535,-8.002358,59.57019,20
29.728962,-8.833905,58.71767,20
31.70322,-2.7230453,58.422928,6
28.554058,-7.5614777,58.08078,20
32.645733,-1.7269537,54.363064,21
31.935982,-7.3224554,64.4753,20
28.851788,-10.762117,56.090935,20
29.904255,-6.0766134,58.92733,20
30.905312,-7.61685,59.441154,20
30.075527,-9.4890995,59.301514,20
30.287422,-7.031688,57.8479,20
30.257912,-6.446469,55.253494,20
29.956953,-7.754228,56.379986,20
31.762154,-4.1950173,59.297848,6
32.035133,-5.2332067,57.14908,20
29.450401,-8.452723,56.405617,20
30.887691,-5.8538275,57.760902,20
29.32793,-8.132599,55.731525,20
33.495346,-1.6820585,58.149067,6
31.279222,-6.7434673,58.377094,20
29.636051,-9.982895,58.744057,20
30.954796,-4.4492793,54.591766,21
29.68955,-8.026836,58.58347,20
30.959888,-3.631284,55.410496,6
30.524807,-5.454231,54.630013,13
32.116505,-5.425134,56.416794,20
29.615545,-8.286355,58.82144,20
31.454033,-5.499488,55.418488,20
32.415245,-4.899375,56.32699,6
31.738586,-2.290936,56.80584,6
30.984344,-5.68383,54.107685,13
29.379837,-11.297218,54.225006,13
28.888142,-9.878908,53.39627,13
29.851357,-7.744865,52.363323,13
29.461487,-9.749704,58.178337,20
31.339922,-5.1869164,55.5763,20
32.75834,-3.1326034,59.23489,6
32.36328,-5.0319557,55.802757,20
28.20841,-6.5527368,56.125965,20
30.760983,-6.1418533,59.414803,20
30.46923,-7.3384595,51.34572,13
29.873102,-8.161431,50.750053,13
33.99129,-3.4873593,56.802334,6
29.084213,-6.790038,55.750767,20
29.958935,-9.641922,54.657997,13
28.9743,-12.7171955,53.304832,13
31.449863,-6.5757914,52.26304,13
31.1528,-5.1320105,53.57061,13
30.160309,-10.627851,52.832737,13
31.313627,-2.2270737,53.870598,21
30.185804,-8.447724,53.974815,13
32.344788,-5.579348,51.135277,13
31.30169,-8.18397,52.384724,13
38.693787,0.4137874,49.879868,2
29.120567,-6.000516,58.521523,20
29.285677,-8.755871,57.322918,20
31.02803,-3.8360152,57.556145,6
30.836458,-5.6629705,53.463585,13
30.06255,-4.0288887,55.902676,6
32.831844,-3.390842,53.782837,21
29.860094,-6.990823,52.664265,13
32.57195,-8.455006,47.138348,13
30.998333,-4.9128013,54.048492,21
30.79552,-5.7526903,56.214924,20
30.829361,-5.6250625,59.446255,20
33.54048,-1.8850675,53.10086,21
31.766228,-6.4274735,49.844574,13
32.52701,-2.3145232,55.666462,6
29.019619,-15.2455635,52.667507,59
30.9822,-6.295769,50.65228,13
32.47471,-1.1271486,54.72065,21
33.08657,-6.9190507,54.50073,13
31.417316,-7.757807,52.351513,13
31.60187,-5.0489035,53.560913,13
34.848866,-2.550887,50.030293,21
32.736935,-5.030639,53.302834,13
32.827915,-5.7481,48.914165,13
33.648506,-2.5504327,52.02518,21
31.593365,-4.299956,49.45524,21
33.528744,-4.6389627,51.599064,21
32.670414,-5.175455,50.56832,13
31.332012,-7.804933,51.941303,13
30.83133,-6.2138815,52.960682,13
33.18448,-4.034617,51.232407,21
32.53548,-2.425074,58.558113,6
33.59062,-2.5671692,53.65825,21
31.815321,-5.5295877,52.93409,13
33.97095,-4.4943466,50.33823,21
30.886745,-9.931295,49.552685,13
31.723,-6.4098024,51.60282,13
32.45194,-4.787233,52.415657,21
35.003296,-1.9612882,53.619164,2
31.040009,-5.986679,50.781155,13
33.047062,-6.827929,49.430016,13
33.424454,-5.9819603,49.326813,13
37.87134,-0.31930685,47.282722,2
33.861084,-2.8495235,50.493908,21
32.86177,-7.5144224,48.14039,13
33.38504,-3.5704815,50.835587,21
36.433388,-4.0241013,47.28206,2
33.310028,-12.976736,44.601234,62
31.53938,-3.4245107,48.96833,21
31.640602,-6.9102774,49.8244,13
32.479633,-9.566298,48.040634,13
32.06041,-0.59619284,56.012997,6
33.212757,-5.4759254,50.59989,13
33.40194,-5.7071,49.041935,13
34.209076,-4.525946,47.841743,21
32.40138,-6.8997316,50.16306,13
31.718351,-9.095594,46.981384,13
34.280704,-1.9656267,49.12302,21
33.161682,-4.6388083,50.254856,21
34.674812,-3.0896373,49.053528,21
33.556572,-7.0695977,45.010048,13
35.411777,-6.533017,45.10591,26
32.35649,-4.8551364,48.375546,21
31.779879,-5.096403,50.6762,13
32.825665,-10.639796,45.84114,13
33.48292,-3.7098808,49.812874,21
34.707382,-6.720195,46.617172,13
35.958275,-3.3520696,47.804585,2
31.341194,-8.252143,49.26007,13
35.974842,-4.613204,45.70843,2
34.548946,-3.1025877,49.956738,21
35.71197,-1.3058305,49.813812,2
36.88878,-3.6651754,45.383278,2
36.23006,-2.578975,45.93264,2
37.035145,-1.237097,50.839546,2
38.45783,-2.1522732,45.53108,2
35.248505,-7.696557,44.570347,35
35.18876,-1.5793695,47.803722,2
34.616665,-1.3872197,53.119576,21
32.51481,-7.964217,48.908657,13
36.708233,-3.236784,47.042118,2
33.459038,-5.627015,48.247337,13
36.57648,-1.0314702,49.167595,2
36.421387,-3.0444794,46.8998,2
36.955154,-4.880983,44.26983,49
40.564926,0.50468045,44.274746,49
34.962543,-4.512593,47.45201,21
37.820232,0.21681078,50.500076,2
36.94258,-5.4038405,44.611183,35
35.016975,-6.323631,46.590523,26
35.136627,-5.9748926,45.95642,26
40.375282,-3.0612926,44.013153,49
40.06985,1.004875,47.01826,2
38.235073,-1.1173023,45.81953,2
46.86522,-14.495424,58.763306,30
36.965946,-3.907054,45.563522,2
35.806477,-4.629458,47.04453,2
39.382996,-1.4256017,47.362167,2
34.353687,-5.087891,46.839737,13
37.87537,-0.6614828,45.936504,2
35.20453,-2.468995,45.01129,2
39.771515,-0.8736086,46.395935,2
35.345577,-3.146933,49.01192,2
37.497173,-2.5202317,46.494064,2
38.610744,-1.1449962,49.73847,2
37.95921,-0.9031153,45.891895,2
41.86457,-7.734029,40.384613,35
37.005875,-0.9519135,47.963634,2
36.474525,-1.4612998,47.579224,2
37.67182,-2.4040434,46.099083,2
36.506905,-3.2643595,47.204758,2
35.62689,-1.4541142,47.62214,2
37.69069,0.25149295,50.50511,2
34.869675,-5.435339,46.826927,13
42.497658,-0.22541288,45.3721,2
39.46753,-0.6643456,45.019867,2
36.390274,-2.7754006,45.853848,2
34.881847,-3.9609754,49.08567,21
38.860767,-4.012981,43.394314,49
43.215748,-1.6457524,42.8666,49
36.611027,-4.195863,44.819874,49
42.364975,-0.7166987,44.3806,49
37.638794,-2.0753365,45.90231,2
38.842762,-1.016519,45.236145,2
37.671772,-0.28134274,48.55633,2
36.734474,-3.8676217,46.97619,2
41.264496,-4.9776726,38.150864,49
41.559086,-0.5663962,44.372963,49
40.91759,-1.013247,43.378036,49
41.909527,0.060700644,46.21437,2
38.158325,0.33717886,47.710365,2
42.026333,-1.3239272,46.7839,2
40.30703,-0.99846923,46.69848,2
40.456394,-2.5164487,45.315582,2
40.465866,-0.46422225,44.858433,49
51.56013,-7.6210446,59.442104,30
41.861263,0.43902725,45.71552,2
39.357876,-2.2121456,44.0254,49
40.452126,-0.319127,46.330456,2
38.526657,0.37862086,47.53428,2
39.93916,-3.787109,43.48147,49
41.802773,0.57886964,45.901062,2
43.288475,-1.8227844,42.243843,49
37.875317,-9.344395,42.055214,35
42.78477,3.1919286,46.672646,2
42.44697,-1.5114866,42.576065,49
42.758835,1.3164971,44.331394,49
46.154575,-1.6965212,41.555435,44
40.439854,-1.8807786,42.9499,49
42.461544,0.5736757,45.96466,2
38.407867,-2.199193,44.84705,49
42.39664,0.4270269,45.80381,2
42.265633,-2.8966296,41.707413,49
42.77496,-2.979414,43.53346,49
43.517307,0.52579474,45.5289,2
42.835163,-1.7416713,42.849865,49
42.793076,1.258365,45.133366,2
44.94692,0.04037544,44.206867,49
44.25811,3.1931307,46.44285,2
43.337612,2.207331,46.20716,2
37.569283,-2.6189625,44.528152,49
45.25011,-2.6897602,41.452198,44
44.503517,-2.452279,41.042114,49
45.23101,0.014076803,44.571922,44
44.479073,-0.9063656,41.92253,49
45.90606,-0.9956819,43.40053,44
44.760445,-1.486026,43.748135,49
44.6304,-0.8601102,43.259945,49
48.453873,1.0398887,46.421436,8
42.57814,-2.443628,44.53539,49
44.449974,-2.7610068,42.00408,49
46.0738,-0.17791896,43.945393,44
44.187126,-3.0862446,42.27893,49
45.28,-1.7186966,43.238415,44
44.072136,1.3907251,45.050316,2
47.322365,1.4002329,45.997055,8
45.25595,-1.991943,42.247387,44
43.849926,-1.6315025,41.96312,49
48.463516,-0.8649857,42.73391,44
45.69141,0.70939326,45.899258,8
46.945995,0.76053643,42.66611,44
42.43003,-3.259904,42.01193,49
44.17162,0.43059278,45.300236,2
43.73199,-1.3254704,42.81542,49
45.130074,2.0589712,45.06674,8
42.06803,-4.2553415,41.93303,49
44.51,2.4652162,46.980595,2
45.932507,-1.150899,41.16499,44
44.18511,2.2619596,46.14016,2
44.55788,1.8516998,45.96141,2
41.78179,-1.3399115,46.060715,2
46.671562,-4.158836,40.013992,44
45.29333,-1.363259,43.396797,44
46.859444,1.985175,45.050873,8
46.211468,0.59565616,45.29315,8
47.43896,-3.1785858,40.41626,44
47.948944,2.284515,46.399303,8
43.86189,-0.5967581,42.695354,49
50.0857,1.0253206,45.396492,8
47.59703,0.92559636,45.405098,8
47.371567,-0.22878698,45.30377,8
47.730347,1.2496785,45.15312,8
47.262314,0.05679512,42.90851,44
47.04195,1.1021076,45.15791,8
41.182915,-4.069609,44.15625,49
44.820446,3.174923,46.602226,2
46.32364,0.2181408,42.246124,44
54.98738,-1.2288152,43.236618,44
49.320663,2.9442391,46.824333,8
47.23383,-0.64587563,43.87095,44
46.861492,3.1291554,47.219414,8
44.392754,0.5963536,43.70607,49
51.4218,-0.20166607,42.053875,44
52.339622,-6.432293,42.635017,60
45.734688,0.9699422,45.505714,8
51.570152,-0.7350716,40.942947,44
50.670334,-0.55796945,43.142166,44
53.9226,-1.1651183,42.652744,44
48.68908,4.4443803,49.369102,8
51.308258,-0.9096181,43.669388,44
48.15011,-1.1401979,42.73579,44
49.24521,-5.6930375,38.509468,60
48.491364,0.5274325,43.257023,44
48.85492,0.58937347,44.019485,44
49.795403,-1.9814422,42.771664,44
46.366238,1.4225602,46.076275,8
43.292816,2.7096944,47.503006,2
48.317482,1.1233104,48.410736,8
47.107056,-0.7000744,42.418808,44
60.821854,-28.74544,62.595364,46
47.55076,1.9807222,46.392426,8
53.725243,-0.44805723,44.6863,44
48.71366,-0.66967493,42.180573,44
51.5952,1.886173,48.36063,8
47.02519,1.9591581,44.809376,44
53.718296,0.7949885,45.590454,8
48.04029,1.3856889,45.69638,8
52.591625,0.8800806,45.00303,8
56.25578,-0.7639253,48.99871,16
54.081215,0.46190664,44.413307,44
51.61718,1.357969,48.478817,8
49.99009,2.1190581,45.743126,8
46.936035,0.16710259,44.347687,44
56.080452,-1.8257017,43.930786,50
46.194885,3.3129888,48.003864,8
55.86812,3.2982278,50.888462,16
53.306686,-9.343194,57.26122,30
55.263554,-1.5649216,46.483456,16
55.744213,0.14351921,47.704334,16
52.86812,2.5115654,49.06613,8
53.484386,3.556334,52.83989,8
60.91055,-2.0538552,49.75378,16
60.117126,-2.213574,48.83,16
58.071445,-6.631776,49.96618,51
51.317554,1.0563643,44.02947,44
49.794014,0.6969345,44.466255,44
61.69111,-3.3634398,48.82176,16
55.720146,1.9242228,48.609158,16
54.313354,2.8991888,50.2634,8
56.185944,-2.0253441,45.05734,16
53.048206,2.6829047,52.02715,8
50.36259,3.6686401,49.318375,8
52.728996,-0.15097626,45.79529,8
54.507378,1.3926537,48.839813,8
53.953323,1.6423953,48.979416,8
54.94675,1.2867867,48.71118,8
61.887646,-0.61096454,51.96911,16
54.27973,3.2433007,51.895256,8
56.98145,-1.6588873,45.795345,16
58.36475,-1.0318513,46.941776,16
59.150406,-1.6451706,48.334766,16
47.91735,1.2132857,45.807777,8
46.992424,2.5428414,45.897503,8
60.937515,-1.3702025,46.901203,16
57.83754,-0.07782495,47.141556,16
52.897957,2.0805085,48.92309,8
54.132595,4.0146246,54.33284,8
61.011093,-2.511807,47.961464,16
62.92305,-4.0444226,49.705704,16
57.519188,-3.0036035,42.57109,50
58.477245,-0.7896077,49.95409,16
56.674973,1.4170253,48.869213,16
66.02451,-5.7010384,50.84877,47
54.46544,1.820766,49.69671,8
60.819973,-2.2066782,48.07901,16
59.29019,-1.8876398,49.832924,16
49.919018,3.1215434,47.688755,8
58.31819,0.8326501,49.193287,16
53.1123,1.6875529,61.38529,11
57.93132,0.4379372,52.382996,16
60.163097,-1.8707918,49.426502,16
43.347973,-1.0410701,47.865604,2
65.08815,-5.2133327,48.56863,47
62.143612,-1.826049,51.64452,16
53.974422,2.0570912,50.14072,8
54.479275,0.5047178,47.753708,8
62.97691,-1.8286808,51.77732,16
59.80275,-1.1926931,49.99586,16
56.89549,1.1574936,46.285507,16
61.31273,-1.2903684,50.057022,16
62.2219,-2.815351,51.300606,16
56.7588,0.55723065,47.02334,16
63.670612,-6.786134,47.90525,51
58.63798,1.0704861,50.599255,16
60.239075,1.3679264,61.714844,22
60.571793,-0.46714085,52.608265,16
54.424038,0.4087403,46.614155,8
58.01066,0.106987365,50.75284,16
62.450756,-0.7327968,56.639614,22
56.321873,-0.2599847,47.088875,16
61.16485,1.7616799,56.3242,22
57.01174,1.5271013,52.81726,16
65.115265,-3.99854,56.016594,63
63.10074,-3.2971244,50.3002,16
54.47361,2.1275134,49.34553,8
57.22851,1.7332242,53.267178,16
62.230797,1.0934799,56.320515,22
60.040894,2.5805688,52.732193,16
60.416977,1.6613739,55.825634,22
56.681183,1.7816641,53.042793,16
59.663902,-0.48389867,51.132416,16
67.836006,-8.49998,54.69768,47
60.808037,1.1849437,54.452747,16
62.005386,-3.862785,51.977486,16
57.705044,-0.7006866,50.00095,16
56.329872,3.638686,51.78274,16
59.859825,-0.30818906,48.772606,16
60.282265,1.2645102,57.866955,22
60.906986,1.3489826,54.091854,16
57.78704,1.7701919,53.985947,16
59.54563,2.4852104,54.5252,16
52.54322,4.7729373,49.577007,8
61.161186,-0.74351543,53.57433,16
58.775463,1.6464466,55.297707,22
53.817192,3.5800252,57.45452,11
49.894646,3.812253,51.106827,8
61.698933,1.4063256,56.158073,22
59.7573,-0.96715087,52.740215,16
51.22886,4.4803853,50.112556,8
66.40992,-4.4852467,55.43095,63
62.528263,0.732201,56.804523,22
57.70851,2.6127865,51.677635,16
52.327938,4.5676045,58.084534,11
52.1031,-18.097149,67.873634,41
61.61653,1.7344921,53.906498,16
63.354336,-2.260429,51.711723,16
55.941772,1.6626042,53.10321,16
58.523094,0.68798935,53.625687,16
60.31219,1.3409867,57.126774,22
61.963737,-0.09744996,54.82017,16
61.191715,0.25243673,56.201324,22
63.33174,-3.3197343,51.75155,16
58.604958,1.450318,57.5885,22
59.9934,0.47935164,57.115097,22
62.989483,-1.5348747,59.09714,22
62.213627,-0.074694015,54.613453,16
60.95756,-1.6325781,56.03942,22
61.89177,0.48668224,60.286564,22
61.67991,-0.4112691,57.02472,22
61.362854,2.1318529,56.408188,22
59.89554,1.8716633,57.433056,22
54.207527,3.2795644,56.916214,11
60.40051,1.4341352,55.789948,22
60.67794,2.340856,53.869415,16
61.00821,0.12474172,55.07161,22
63.81672,-2.3624468,60.121723,22
59.034966,0.50186205,55.69426,22
57.776848,1.361574,57.431435,22
59.978157,0.4200007,56.825157,22
62.69901,2.0682588,55.230072,22
63.456196,-2.2782443,53.7556,16
62.602673,-1.4249508,54.74941,16
62.545837,-0.5647077,53.5066,16
60.28327,0.87139964,55.70282,22
60.05579,-0.16893862,55.90119,22
63.368626,-1.8154627,55.07584,22
59.538273,0.6071561,57.663002,22
62.207508,-1.6041231,58.95937,22
61.905903,1.4320407,58.77112,22
60.676273,0.24622902,56.133656,22
57.1269,3.6883526,59.21278,22
57.50061,1.940993,58.625393,22
60.477604,0.9053135,57.76135,22
62.89423,-1.9463025,57.45497,22
59.904488,0.31473354,54.793182,16
60.581203,1.028601,56.83026,22
58.360153,1.924385,60.45814,22
59.275623,1.6850942,57.749172,22
59.680412,-0.10730184,61.1198,22
60.163387,2.141454,62.673134,22
61.649788,1.6521282,60.78637,22
62.005806,-0.90987253,57.68531,22
59.888855,1.718231,58.8884,22
61.637707,-0.2643228,61.042385,22
59.88817,1.5985662,59.470383,22
63.850655,-2.3379004,59.321495,22
61.883198,-0.8282909,54.235207,16
61.544872,0.8472503,59.210087,22
60.32707,-0.7930562,60.558125,22
55.216446,3.6322424,58.73307,22
58.688576,0.14731604,58.837185,22
57.619358,2.4864018,61.217403,22
64.55659,-3.5706334,54.58433,16
58.98788,2.4402525,58.174343,22
57.635254,0.9118024,57.350918,22
60.146183,1.5736117,62.16871,22
62.085846,-1.8208145,57.204773,22
61.200264,0.120253965,58.708527,22
58.981327,2.181399,57.691032,22
61.214985,-0.336493,58.166775,22
60.760365,-1.5950156,60.440083,22
59.156654,-0.7098901,56.67253,22
58.831146,0.4938151,60.949104,22
60.523853,-1.0336013,62.39162,22
58.85756,0.08872918,63.14108,22
56.913776,3.303455,60.296844,22
62.45336,-1.1411698,62.64443,22
63.518406,-1.7465078,60.62047,22
61.449566,-0.050636124,59.568996,22
59.624046,-0.15958436,62.044445,22
60.791084,0.818693,56.3442,22
62.35126,-0.87848866,58.955936,22
58.53913,0.7786968,62.92784,22
60.703426,0.7994297,58.408627,22
59.81335,1.5372756,60.62037,22
59.778057,2.2138488,61.576958,22
65.509155,-2.0831404,59.633755,63
59.93582,-10.367409,59.298862,32
60.23554,-0.9109401,58.49773,22
61.40366,-0.9000931,59.94419,22
56.230694,1.7309195,62.752605,22
57.460052,1.9162446,61.53538,22
62.04462,1.3766719,58.33413,22
59.33152,-2.3650792,65.24589,39
59.614037,0.27465826,59.52229,22
61.37554,-1.3992624,61.2822,22
59.193073,0.2599392,63.54637,22
58.79896,-0.2569539,60.530704,22
60.80782,-0.33915645,64.53101,22
59.833,-0.44471896,62.942627,22
56.633755,1.3260229,61.363586,22
62.442097,-2.4445827,62.113495,22
57.44499,-0.34647945,64.42984,22
56.486282,0.8357277,62.860317,22
59.57164,-0.93212247,63.11293,22
60.20596,-2.552435,64.42608,22
62.45073,-3.7348237,63.224274,22
59.41158,1.2242041,61.21037,22
58.352974,1.0315905,60.82752,22
59.540855,-1.5167857,64.11197,22
58.27253,2.2649703,63.530006,22
60.152782,0.73678136,59.188423,22
60.52394,-1.7785882,61.737843,22
64.63489,-6.7798443,63.296703,32
57.879215,-0.4118624,65.135216,39
56.375317,-0.076222755,64.76013,22
54.51866,-0.56737787,65.5754,25
57.127686,0.18773946,64.073166,22
58.00396,0.6780592,64.33589,22
51.82908,1.8902044,66.41783,25
57.024605,-1.8563658,68.54497,39
57.40148,-0.2608658,65.73229,39
56.49102,1.9310381,65.01267,39
56.33416,-0.39852813,66.23191,39
57.36374,1.4860699,65.59462,39
60.29618,1.4184794,62.254223,22
