label,anatomy,,,FiredHeatmap,FiredFractionHeatmap,ElectricActivityHeatmap,InhibitionHeatmap,CalciumHeatmap,BackgroundActivityHeatmap,GrownAxonsHeatmap,GrownDendritesHeatmap,umap,,,UMAPClustering
11781,37.322501,123.64155,25.345109,2,7,4,3,6,5,4,6,108.08475,74.018715,73.790306,68
11782,37.39557,123.6753,25.322849,3,6,4,5,4,5,3,7,103.355064,46.56189,63.8826,50
11783,37.22454,123.73187,25.402517,2,4,4,5,4,4,5,7,78.52988,78.93205,77.78113,66
11784,37.41078,123.65708,25.401755,1,4,5,5,4,7,4,3,95.80865,87.74032,74.23577,68
11785,37.272704,123.64389,25.306331,4,4,3,5,5,6,6,6,82.558945,69.35629,100.7011,30
11786,37.325796,123.64705,25.362195,3,6,4,5,6,5,6,7,93.39537,71.87194,96.337296,23
11787,37.304381,123.6512,25.277619,1,4,5,5,6,4,6,5,89.14666,77.22724,89.18402,66
11788,37.309205,123.54686,25.31989,3,3,5,5,4,6,5,6,81.105255,61.162056,96.196396,30
11789,37.296376,123.62054,25.340144,4,4,4,5,6,5,7,4,88.41025,69.159096,97.53067,30
11790,37.227902,123.64008,25.415732,3,5,6,4,6,6,6,6,103.52942,78.043526,82.011444,68
11791,40.778206,123.69431,21.731895,3,5,4,5,5,5,4,4,87.59734,71.32683,91.30906,42
11792,40.858477,123.78379,21.81405,5,5,5,7,4,5,4,6,83.60261,83.62361,84.39582,66
11793,40.709699,123.69527,21.792794,5,5,4,7,5,4,6,5,79.60626,84.915924,79.14021,66
11794,40.868831,123.62773,21.750159,1,5,4,5,5,7,5,5,94.45988,84.553825,85.52258,68
11795,40.690742,123.68297,21.689714,3,6,4,6,6,6,5,6,97.73045,64.67848,83.46979,53
11796,40.730887,123.66988,21.807061,2,5,3,4,6,4,7,6,97.17017,76.02876,64.22978,33
11797,40.798363,123.62351,21.661928,5,4,4,6,3,3,3,7,93.84126,54.397957,83.54213,53
11798,40.714731,123.74621,21.805935,4,5,3,6,4,6,4,5,100.59264,78.35807,83.57764,68
11799,40.820045,123.69664,21.756387,1,4,3,4,5,6,6,7,91.15141,77.37201,89.46059,68
11800,40.678366,123.72096,21.748625,1,6,3,4,5,5,5,6,70.290764,54.489437,96.44729,30
11801,44.105991,122.72572,19.088474,2,3,3,5,4,5,5,5,99.75972,69.41856,85.66079,53
11802,44.108021,122.7607,19.077116,3,7,4,4,6,5,5,7,94.070496,83.73357,61.0123,33
11803,44.134959,122.63558,18.994709,3,4,2,6,4,5,5,3,100.0525,84.276596,82.21759,68
11804,44.158014,122.80563,19.129823,3,6,3,5,6,3,6,6,97.63669,77.86572,77.808044,68
11805,44.017514,122.68533,19.088765,5,4,3,5,4,4,4,6,94.94287,65.73918,77.70087,53
11806,44.065737,122.76437,19.030761,2,6,2,5,4,6,4,3,87.464874,73.045944,72.05023,66
11807,44.108808,122.79775,19.160016,1,5,3,5,4,4,4,7,83.46724,82.05609,79.28586,66
11808,44.184144,122.75169,18.999332,2,5,4,5,6,5,6,5,87.44254,55.598984,84.78149,70
11809,44.018274,122.63133,19.164064,3,4,4,3,4,5,4,5,85.13963,78.38446,80.80286,66
11810,44.010399,122.81169,19.019197,5,5,5,4,5,3,4,5,70.84189,81.577805,92.09937,42
11811,48.315891,122.72392,17.579592,1,5,3,3,5,5,5,4,89.137,87.337685,67.758095,54
11812,48.320108,122.6808,17.530637,4,6,5,4,6,5,6,5,94.868004,80.937256,80.17014,68
11813,48.21662,122.71475,17.600682,2,5,3,5,5,5,5,7,83.10089,89.67702,85.872734,66
11814,48.338223,122.69074,17.603924,4,4,3,4,5,6,6,4,77.045334,84.172485,89.4273,66
11815,48.302998,122.69144,17.632295,3,7,3,5,7,6,7,6,99.512596,79.84584,97.25218,23
11816,48.376482,122.71781,17.523252,6,5,3,5,5,3,4,6,93.23787,83.29669,84.09928,68
11817,48.266636,122.79532,17.640751,3,7,5,5,6,6,5,7,94.73723,77.8189,87.161026,68
11818,48.235244,122.75613,17.497505,3,5,4,4,4,5,4,5,84.68507,88.067474,74.42925,66
11819,48.344644,122.6459,17.672219,5,6,4,5,7,5,7,4,90.975784,84.29218,72.899155,68
11820,48.374721,122.71082,17.55144,3,6,3,6,5,5,5,6,76.32143,69.42498,98.239784,30
11821,52.525791,122.72212,16.07071,4,6,3,4,5,5,5,5,82.59255,51.094746,96.37238,30
11822,52.480968,122.76652,16.156826,2,6,4,5,5,4,5,5,95.480286,84.861946,63.7281,33
11823,52.5574,122.7545,16.133628,5,6,3,6,5,6,5,6,94.36284,85.78355,74.58736,68
11824,52.522371,122.68712,16.045185,2,4,2,5,6,5,6,4,71.80351,62.283485,101.004745,30
11825,52.553836,122.74605,16.050587,5,7,2,6,4,5,3,7,100.86067,79.52544,67.01455,33
11826,52.565583,122.74395,15.996339,1,3,4,4,4,4,5,6,97.44346,78.85086,72.52111,68
11827,52.440818,122.68499,16.156528,1,4,4,4,3,4,3,7,89.89426,77.390884,88.32806,66
11828,52.586466,122.67876,16.038124,3,6,3,6,7,4,7,6,81.10686,80.60814,91.613884,42
11829,52.434261,122.67386,16.01568,7,7,5,6,5,5,4,4,80.70309,58.40157,98.03872,30
11830,52.484028,122.73416,16.047532,3,5,5,3,5,6,5,7,86.34469,80.55914,89.05448,66
11831,56.727082,121.72063,14.539,2,6,4,3,5,8,5,6,90.7272,86.47552,71.99485,68
11832,56.693515,121.7017,14.477979,2,5,4,4,4,5,4,4,83.86157,83.68237,91.193344,42
11833,56.651724,121.68181,14.441675,2,6,4,4,6,4,5,6,104.63489,73.875145,70.837105,68
11834,56.751386,121.71702,14.522391,1,7,4,4,6,6,6,5,90.00182,73.911995,78.207306,68
11835,56.702309,121.7931,14.457199,5,5,4,5,5,5,4,5,80.435295,80.7876,90.12756,42
11836,56.725166,121.72265,14.581896,1,5,4,3,6,6,6,5,85.24265,61.321114,95.95649,30
11837,56.712963,121.72147,14.532376,1,6,5,4,5,4,4,8,87.02092,73.86844,97.17326,42
11838,56.753479,121.75418,14.575729,1,7,5,3,6,6,5,5,93.23428,86.04107,79.91539,68
11839,56.651983,121.68077,14.511478,1,7,3,3,6,5,6,7,76.91678,68.31702,97.61398,30
11840,56.767976,121.80152,14.624279,2,5,3,4,5,5,5,6,80.68248,75.47337,98.08844,42
11841,62.66678,119.65361,15.207884,3,5,4,5,3,6,3,7,87.67574,82.88599,88.38507,66
11842,62.586149,119.61312,15.289952,4,6,5,4,5,7,5,6,75.623436,67.54745,97.65483,30
11843,62.662225,119.65317,15.200789,1,6,8,3,6,5,5,5,92.592026,65.27121,79.554474,53
11844,62.758323,119.59108,15.264438,3,5,2,4,5,5,6,5,72.910286,86.515045,36.619232,6
11845,62.706156,119.64727,15.303807,1,4,4,3,7,7,8,7,94.14462,83.941696,77.351616,68
11846,62.724994,119.74698,15.146818,2,5,4,5,3,5,3,5,90.31972,79.7263,85.40913,68
11847,62.57,119.62746,15.22694,3,6,3,7,6,6,6,6,76.21674,87.3462,83.884415,66
11848,62.611271,119.64544,15.304623,2,4,2,3,5,4,7,6,92.81149,86.106445,75.75853,68
11849,62.610122,119.56343,15.294734,1,6,4,4,7,6,7,6,79.18496,88.588165,89.32492,66
11850,62.717412,119.73201,15.133304,1,7,6,2,5,6,4,5,94.69095,77.04779,83.04866,68
11851,66.629447,118.60884,15.661415,6,6,5,7,3,6,2,6,99.45377,78.08574,88.51285,68
11852,66.542897,118.63799,15.653598,1,5,6,3,4,6,4,7,101.90442,79.41937,75.81536,68
11853,66.652497,118.64926,15.582562,3,5,3,4,5,6,5,6,95.560036,78.424614,66.364,33
11854,66.620808,118.52203,15.642053,2,6,6,4,5,6,4,5,102.3604,73.09053,81.69647,68
11855,66.714362,118.66117,15.696082,1,6,3,3,5,4,5,7,96.7886,79.08334,65.80933,33
11856,66.66397,118.58384,15.706282,1,6,3,3,5,5,6,5,99.74048,83.075645,76.59702,68
11857,66.681929,118.57419,15.65433,1,5,4,2,3,6,3,6,101.157845,80.70232,82.96625,68
11858,66.605143,118.54864,15.705163,1,4,4,4,5,5,5,5,90.86808,86.97812,79.630745,68
11859,66.68221,118.58057,15.710906,1,5,4,4,5,5,5,5,73.26211,42.902336,51.209167,31
11860,66.593174,118.67111,15.569572,3,7,3,4,6,6,6,7,98.86715,62.47561,87.29512,53
11861,71.457014,116.53145,17.20383,1,6,6,3,8,6,8,5,99.08565,80.56123,77.63984,68
11862,71.368189,116.52451,17.195629,3,5,3,5,5,6,5,5,83.87501,67.3031,96.78085,30
11863,71.368075,116.62136,17.219845,3,5,5,5,5,4,5,6,84.120514,80.70261,89.70527,66
11864,71.451421,116.4864,17.290932,4,5,3,5,4,6,5,7,93.97348,71.43296,87.27657,68
11865,71.389536,116.57537,17.122542,1,5,3,4,5,3,5,5,87.253845,50.71031,82.39781,70
11866,71.46411,116.60959,17.282457,4,6,3,4,5,4,5,5,84.5827,79.31638,90.11069,42
11867,71.476633,116.45414,17.128735,4,5,4,4,5,6,4,5,100.53524,43.22281,66.82909,50
11868,71.393121,116.49098,17.284066,1,3,5,4,4,5,4,6,97.41963,84.224396,83.642075,68
11869,71.391606,116.61679,17.167098,1,6,3,3,4,7,4,6,85.805405,63.7004,91.398125,30
11870,71.456739,116.51295,17.253808,1,5,3,4,5,6,5,4,69.457794,60.574905,98.236,15
11871,76.655014,111.3355,23.759955,1,7,2,6,7,5,6,4,93.1136,85.492714,79.30892,68
11872,76.563658,111.39331,23.812147,3,6,4,4,6,5,6,5,82.14011,83.89647,82.63025,66
11873,76.637698,111.24692,23.706283,2,5,3,6,4,2,5,5,101.19432,83.20686,81.9191,68
11874,76.657032,111.34055,23.699094,4,5,3,6,4,6,5,6,94.91958,64.28897,91.192825,35
11875,76.71136,111.31935,23.810429,3,7,4,3,5,6,4,6,66.82181,61.37166,89.94539,60
11876,76.684563,111.41955,23.779483,3,7,4,4,6,5,5,5,94.1982,85.80565,60.97854,33
11877,76.653858,111.32288,23.738785,3,5,4,4,2,4,2,5,99.56189,79.75328,89.17049,68
11878,76.718281,111.38102,23.851845,4,5,6,6,5,7,5,4,93.684204,85.97848,71.78195,68
11879,76.596924,111.38176,23.843767,3,6,5,5,7,6,7,4,86.278564,85.51894,82.603516,66
11880,76.597878,111.32661,23.675077,5,6,4,6,6,6,5,6,92.84988,80.5847,69.0545,33
11881,80.749492,107.12887,31.212439,1,6,5,5,5,4,4,5,95.477264,78.08703,80.44491,68
11882,80.784043,107.16873,31.242777,5,5,5,7,5,5,5,5,91.65764,74.6542,84.38584,68
11883,80.704184,107.08141,31.19381,5,6,3,6,5,4,5,6,96.53937,83.9581,78.117096,68
11884,80.835823,107.10288,31.158157,1,4,4,5,4,5,4,5,86.9733,79.3361,78.3757,66
11885,80.693432,107.07377,31.116,4,5,3,5,6,7,5,7,87.66498,55.33114,93.10455,30
11886,80.83737,107.11322,31.16499,1,3,4,4,3,4,4,7,94.7441,77.10768,66.85334,33
11887,80.769448,107.20452,31.184522,3,4,7,6,5,6,5,4,93.20999,90.42671,74.87894,29
11888,80.762197,107.14152,31.240196,2,2,6,3,3,5,4,7,78.050446,69.80149,87.79326,70
11889,80.789179,107.19914,31.116506,2,5,4,4,5,7,5,6,104.37477,79.398315,75.34159,68
11890,80.757862,107.22542,31.306382,2,7,3,4,6,6,5,4,77.545204,45.591278,84.20872,51
11891,84.464928,105.04112,33.628385,1,4,4,4,5,5,6,6,83.49799,75.910614,90.45144,42
11892,84.378082,104.95968,33.546805,1,3,3,3,3,4,3,8,73.39343,78.902664,88.94516,66
11893,84.379201,105.05935,33.542167,1,6,4,4,6,6,5,5,84.587875,83.65547,94.24569,42
11894,84.529261,104.98705,33.548961,1,6,2,5,5,6,4,6,96.76465,84.4619,77.03089,68
11895,84.484296,105.00739,33.69536,1,6,4,5,4,6,4,6,85.08422,84.05219,78.295265,66
11896,84.484998,105.0167,33.610536,2,4,4,5,7,5,7,4,83.917,63.372646,95.499504,30
11897,84.51361,104.94207,33.604159,2,7,4,4,7,6,6,5,77.42804,73.52655,92.425575,42
11898,84.464152,104.94659,33.600613,1,4,2,5,5,4,5,5,85.36586,74.56107,95.70314,42
11899,84.523521,104.94768,33.562164,1,6,4,4,5,6,5,5,97.7408,82.22739,81.144104,68
11900,84.416515,105.14104,33.531955,2,6,3,5,5,6,5,7,91.27179,80.4807,97.925064,23
11901,87.315464,103.98597,34.955448,2,5,3,4,5,5,5,4,95.46459,40.848045,66.571655,50
11902,87.415034,103.911,34.947554,3,5,4,3,5,6,6,6,97.01631,71.22483,85.59206,68
11903,87.311592,103.95027,34.877266,2,5,4,4,4,7,4,6,90.81816,59.710827,93.74165,35
11904,87.342748,103.99458,34.910315,3,4,5,4,4,5,5,5,79.835754,64.46112,88.905045,70
11905,87.288603,103.92205,34.988081,1,5,4,6,5,5,5,4,75.77467,85.86638,88.61576,66
11906,87.324361,104.05698,35.053987,2,1,4,4,2,3,4,7,102.56102,74.01985,64.860085,33
11907,87.317375,104.08297,35.006816,1,5,4,4,3,7,3,6,60.540047,65.8148,72.75052,60
11908,87.35684,103.92401,34.996134,2,4,5,3,5,4,6,7,84.79001,69.47029,88.7498,70
11909,87.312203,104.05854,35.053809,3,5,3,6,6,5,6,5,86.02485,91.09662,83.38516,38
11910,87.24008,103.89093,34.998367,2,5,5,5,5,7,5,5,99.71376,85.49663,74.86731,68
11911,90.293921,103.95217,35.312718,2,3,6,4,3,7,3,7,86.79855,67.96847,92.50854,30
11912,90.365844,103.96288,35.343238,1,5,4,3,4,5,4,5,87.535385,83.50589,70.38306,66
11913,90.219578,103.85874,35.234503,3,5,1,5,5,5,5,7,93.22865,84.40807,59.57319,33
11914,90.346815,103.86665,35.411159,1,6,3,4,6,7,6,4,81.80657,74.9971,86.33999,66
11915,90.265424,103.98357,35.402011,5,5,5,4,5,5,5,3,83.45809,84.9684,80.502556,66
11916,90.207199,103.99011,35.390566,3,5,4,4,5,6,4,6,93.78963,86.58156,76.03228,68
11917,90.208854,103.90203,35.30008,4,5,4,4,5,3,5,3,84.727104,85.240486,78.89525,66
11918,90.299019,103.98835,35.278945,4,5,3,5,4,5,4,6,102.67955,77.97232,77.685165,68
11919,90.350917,103.95835,35.289635,3,7,4,5,5,6,4,4,97.14454,82.12646,67.758934,33
11920,90.247808,103.91928,35.308583,1,5,4,3,6,4,6,5,91.58618,90.0027,78.401115,29
11921,93.519611,104.96134,33.707574,2,5,3,3,4,6,4,4,77.11404,70.84549,93.4663,42
11922,93.536265,105.02322,33.701853,3,4,2,6,4,5,5,6,95.07385,75.87503,90.73787,23
11923,93.538051,104.93152,33.668519,1,6,4,3,5,6,5,5,104.572754,74.85211,74.84406,68
11924,93.444377,104.95165,33.734397,1,4,5,4,4,5,4,6,77.346634,86.413956,82.0921,66
11925,93.568576,105.04381,33.696937,1,6,5,3,4,6,4,5,81.178955,87.63795,37.91307,6
11926,93.49712,104.9587,33.740216,3,5,2,5,5,5,6,7,101.81874,76.10551,70.05582,68
11927,93.535125,104.99757,33.614201,1,6,6,3,5,5,4,5,92.20059,60.139183,94.93473,35
11928,93.584897,104.9475,33.724696,1,5,4,6,3,5,3,6,85.97233,86.86718,84.517815,66
11929,93.499511,104.99465,33.757626,1,5,3,5,5,4,5,7,99.539345,82.856186,73.94429,68
11930,93.545995,104.9281,33.634967,1,3,5,4,4,4,5,7,93.949875,79.86807,76.77327,68
11931,97.120453,108.03484,29.170223,2,4,4,3,4,7,4,5,80.21022,83.507774,85.29707,66
11932,97.116458,108.05021,29.265996,3,6,5,6,6,6,5,5,96.71887,80.317,73.18345,68
11933,97.049842,107.95688,29.194577,1,4,5,3,3,4,4,5,95.261246,82.28822,84.79508,68
11934,97.073375,108.09026,29.087448,2,5,3,4,5,6,5,5,66.19905,79.868805,85.52606,17
11935,97.163043,108.0986,29.165285,1,3,3,3,2,7,4,6,104.11263,73.308685,80.92871,68
11936,97.159313,108.11022,29.071215,3,7,4,5,6,3,5,5,99.65021,75.53065,77.7604,68
11937,97.075031,108.09019,29.162393,1,6,4,2,5,4,5,6,105.772125,80.20706,66.84407,33
11938,97.088563,108.03317,29.26589,1,6,3,4,7,4,7,4,82.823105,47.625534,50.52366,31
11939,97.080033,108.12153,29.145725,1,3,4,4,5,6,6,5,77.63966,77.32783,94.65407,42
11940,97.13252,108.09116,29.071298,1,5,5,2,5,6,5,5,102.60219,72.83707,81.28215,68
11941,101.46688,110.05409,26.714377,2,4,5,5,4,6,5,7,106.54668,72.41454,71.53258,68
11942,101.4688,110.12811,26.781043,3,7,4,4,6,5,6,6,89.713196,89.48569,68.316414,54
11943,101.55429,109.95569,26.78447,3,4,4,5,4,5,5,7,101.24702,83.33597,72.03845,68
11944,101.43709,110.11372,26.634728,2,7,3,4,5,7,4,7,82.29843,49.83741,86.20526,51
11945,101.44971,110.01282,26.68414,4,6,2,8,7,6,8,2,69.463875,55.319633,95.606445,15
11946,101.46816,110.1097,26.677531,3,5,3,6,3,6,3,4,65.00412,45.80278,58.898045,48
11947,101.54477,109.99413,26.652134,1,5,5,1,4,5,4,6,95.78098,72.49959,86.737274,68
11948,101.42065,109.97809,26.749006,3,6,1,6,6,5,6,4,79.10386,67.137955,90.05449,30
11949,101.49689,110.02639,26.754583,3,5,4,4,5,6,6,6,92.92586,81.856735,85.50192,68
11950,101.39115,110.06058,26.810093,1,4,3,5,4,5,3,6,90.21884,67.657745,97.88287,35
11951,104.57326,111.04162,26.101854,5,6,4,7,5,5,5,4,87.6593,45.819725,80.76248,51
11952,104.61263,110.95334,26.104963,4,4,4,4,4,7,5,5,100.07274,56.94382,78.29501,53
11953,104.65034,111.09496,26.05949,2,6,3,3,5,5,5,5,90.303566,65.64428,97.21192,35
11954,104.47547,111.04833,26.120972,1,6,3,5,5,4,4,5,99.39088,81.428696,68.236534,33
11955,104.59939,110.9502,26.140988,5,5,4,4,5,5,6,6,94.01247,81.98285,68.18178,33
11956,104.61449,111.11798,26.118212,2,4,2,5,6,4,7,5,98.860275,80.33412,71.99302,68
11957,104.57742,111.09916,26.035012,4,7,3,7,6,4,5,6,89.3289,75.924545,92.9429,42
11958,104.47625,111.08795,26.123204,4,4,2,5,4,5,5,5,85.86458,86.300186,68.65062,54
11959,104.63986,110.9778,26.178218,1,4,6,3,5,7,5,6,105.45894,66.422356,74.59685,53
11960,104.60754,111.04795,26.085886,2,6,5,5,5,7,4,4,84.92553,68.44802,95.65822,30
11961,108.55314,111.99625,26.601042,2,4,4,4,4,6,4,4,92.80647,84.32161,69.71343,33
11962,108.62884,112.04595,26.52715,5,5,3,5,3,6,3,6,77.776146,44.757607,46.63958,20
11963,108.63795,111.96,26.552388,2,4,5,4,5,6,6,6,89.64714,78.64676,90.33403,42
11964,108.56897,112.05585,26.604249,2,6,4,4,5,5,5,7,96.16466,76.150955,78.7131,68
11965,108.61237,111.89722,26.647992,4,3,4,6,3,6,4,6,76.68006,84.50241,89.726326,66
11966,108.57652,112.04461,26.65657,2,5,3,4,5,7,6,7,87.93789,88.62721,76.663124,66
11967,108.59163,111.93518,26.587174,3,5,3,7,5,5,4,6,99.5291,81.34103,70.40387,68
11968,108.51713,112.05158,26.679831,1,6,4,3,6,8,6,7,89.88427,73.37553,88.93141,66
11969,108.61667,112.00223,26.57326,1,7,2,4,7,7,6,5,86.7947,56.776615,88.1743,70
11970,108.46747,111.9624,26.548777,1,5,4,4,4,5,5,4,93.33026,68.279625,86.46315,53
11971,112.40511,111.92954,28.070023,1,3,4,5,5,6,6,7,80.27841,82.60182,89.07432,66
11972,112.44834,111.83466,28.042835,1,6,2,6,5,5,5,3,95.11612,82.76483,74.51761,68
11973,112.32514,111.89507,28.155604,2,5,4,5,5,6,5,4,85.24787,83.35614,85.550835,66
11974,112.31137,111.95748,28.132535,4,5,4,5,6,6,6,5,64.26678,69.3402,97.971405,15
11975,112.48774,111.85324,28.05538,2,6,4,3,6,5,6,5,93.27655,81.53884,76.3647,68
11976,112.50162,111.85557,27.983003,2,4,3,5,4,6,4,6,95.71883,90.3562,83.763214,29
11977,112.38637,111.83491,28.044209,1,6,4,4,5,5,4,6,57.988934,58.14911,92.91139,15
11978,112.4071,111.91057,28.155611,2,5,4,5,4,5,4,6,85.382965,58.316235,93.51223,30
11979,112.30598,111.89789,28.149303,2,6,3,4,4,4,3,6,88.9538,84.50784,88.174095,66
11980,112.48885,111.93845,28.11984,3,3,4,4,4,6,6,6,78.63745,82.0094,94.70822,42
11981,115.26425,111.87409,29.419914,2,4,5,4,4,6,5,6,83.726,74.39986,89.5755,66
11982,115.33072,111.93092,29.344191,2,5,4,5,5,8,4,5,87.67167,77.82432,91.23674,42
11983,115.1939,111.7943,29.340165,5,5,3,7,6,5,6,5,93.69346,74.12777,91.928185,23
11984,115.26453,111.90512,29.422754,3,6,5,6,6,5,6,6,82.169205,58.97573,94.55188,30
11985,115.19414,111.90281,29.373743,5,3,3,6,3,4,3,7,101.19941,76.711136,66.57808,33
11986,115.26492,111.85032,29.477587,1,7,2,6,6,5,6,7,90.88477,83.00261,86.68306,68
11987,115.31991,111.86438,29.34995,5,6,4,5,6,6,6,7,59.97469,69.925446,60.375942,69
11988,115.21884,111.85676,29.411407,1,6,6,4,6,6,5,6,97.03456,69.67265,91.80757,35
11989,115.24257,111.9323,29.442876,4,7,6,6,4,5,3,6,78.741974,61.340195,89.865906,70
11990,115.31543,111.94384,29.435212,1,5,5,4,5,7,5,4,98.59964,73.38368,84.37605,68
11991,119.11622,111.80738,30.888895,6,5,3,6,5,3,6,6,70.92533,71.111595,94.81454,42
11992,119.18256,111.74621,30.876291,2,6,4,4,6,4,5,5,92.087135,77.28993,90.803185,23
11993,119.1606,111.84488,30.919707,1,6,3,4,6,6,6,5,97.1293,79.18801,85.18513,68
11994,119.17304,111.83585,30.841087,3,5,4,4,3,6,3,6,81.76395,75.83006,83.62195,66
11995,119.08172,111.71091,30.818019,2,5,3,5,5,5,4,6,93.94535,86.84308,76.425545,68
11996,119.10463,111.71556,30.870948,3,7,4,3,6,5,5,4,98.71911,73.54969,77.81411,68
11997,119.20753,111.80789,30.915358,1,5,5,4,5,6,5,3,90.71034,82.23876,85.73762,68
11998,119.16822,111.73624,30.837946,1,7,3,3,7,5,6,6,90.14344,78.36099,80.58099,68
11999,119.19435,111.77826,30.811487,5,6,3,5,5,6,5,5,80.53706,56.123165,97.28387,30
12000,119.1451,111.78497,30.958818,4,5,2,3,3,4,3,8,80.72301,81.0814,80.54474,66
12001,123.0961,112.76201,31.388083,2,4,4,5,4,5,4,6,98.09912,75.91536,83.83586,68
12002,123.02713,112.75886,31.323845,1,6,5,3,5,4,6,7,103.656815,79.33227,76.67527,68
12003,122.99987,112.70343,31.399321,1,3,2,4,5,8,6,6,75.44104,78.544975,95.87474,42
12004,123.09243,112.72021,31.380041,1,4,4,4,4,3,5,5,86.709915,64.445305,91.782646,30
12005,123.19256,112.7696,31.308421,1,4,5,3,4,8,4,6,88.249435,87.109634,78.843506,66
12006,123.07001,112.79568,31.468389,1,6,4,3,5,5,4,4,85.18167,77.062584,75.99059,66
12007,123.14042,112.71399,31.338478,5,5,4,6,5,5,4,3,87.38391,84.95009,85.681076,66
12008,123.11594,112.85671,31.431554,2,5,4,3,5,6,5,5,90.51808,61.24707,77.048584,53
12009,123.16037,112.82254,31.408053,5,6,4,5,5,4,5,5,99.99127,80.2346,74.71356,68
12010,123.09628,112.75514,31.400604,4,4,4,5,4,6,5,6,94.95681,84.55239,76.00714,68
12011,126.95667,113.695,32.879893,2,6,4,3,5,7,5,5,69.00318,89.74323,43.361504,71
12012,126.91333,113.67816,32.97697,3,6,4,5,7,5,6,5,101.61445,72.25054,79.29734,68
12013,126.87756,113.65827,32.976156,3,6,4,6,7,5,7,5,79.75695,73.14804,96.05707,42
12014,126.95098,113.62668,32.961773,1,4,3,4,4,5,4,3,92.27555,80.036606,86.61066,68
12015,126.85881,113.66572,32.784629,5,6,5,7,7,8,7,7,102.537445,77.40865,73.17777,68
12016,127.0111,113.77257,32.827591,2,4,5,3,4,7,5,6,90.239296,85.260895,61.28932,33
12017,126.90718,113.7673,32.867437,1,5,4,4,5,4,5,5,95.70873,86.668274,81.56426,68
12018,126.95242,113.75827,32.93722,2,5,2,6,5,5,5,5,90.81331,88.38237,73.2923,68
12019,127.00281,113.70447,32.865575,1,4,5,3,6,6,7,5,93.62735,73.51299,89.90227,68
12020,126.93462,113.69041,32.973779,1,6,5,3,6,5,6,7,92.5153,83.086044,69.46,33
12021,129.81582,113.63955,34.229784,3,5,4,5,5,5,5,6,86.49074,79.23268,79.36128,66
12022,129.7684,113.56252,34.166917,6,5,3,7,6,6,7,7,97.18715,71.496735,91.67876,23
12023,129.82708,113.73104,34.32016,1,5,4,5,3,6,3,6,94.48032,79.9613,76.06425,68
12024,129.79151,113.73346,34.231927,2,5,3,3,5,3,5,7,88.18607,72.16516,96.22433,42
12025,129.83979,113.72984,34.308255,1,6,4,3,6,5,5,5,78.181015,83.780716,96.308784,42
12026,129.89414,113.54394,34.170172,1,4,3,3,4,3,5,8,103.67151,79.52809,78.271095,68
12027,129.83704,113.64207,34.222576,4,5,5,4,6,7,5,5,91.48315,78.096535,78.98668,68
12028,129.86468,113.56297,34.277137,1,3,2,3,3,6,4,6,88.965645,85.65598,79.23506,66
12029,129.78433,113.59244,34.216021,2,5,4,4,4,5,4,4,93.69559,85.124626,71.88975,68
12030,129.83496,113.58469,34.201957,3,3,5,5,3,6,3,4,80.64586,82.419136,89.2627,66
12031,132.55565,113.56247,36.572296,2,2,4,5,3,6,4,7,86.40931,57.955566,83.089386,70
12032,132.45707,113.60818,36.474632,1,4,3,4,5,6,6,4,89.671616,81.15927,89.03228,66
12033,132.63432,113.49628,36.609036,3,3,6,4,4,4,5,5,82.93529,86.83797,75.170906,66
12034,132.61594,113.57649,36.611491,5,5,6,5,4,5,4,6,93.28479,75.335495,79.29513,68
12035,132.51455,113.64624,36.492308,3,6,4,6,6,7,5,5,97.69047,74.01285,78.16866,68
12036,132.60708,113.48398,36.5549,5,6,3,6,7,5,6,3,95.12387,65.5612,87.83813,53
12037,132.60549,113.54177,36.643007,2,7,5,4,7,6,7,7,95.75685,82.79105,86.588776,68
12038,132.63466,113.55471,36.605063,1,6,3,4,5,5,5,5,98.92415,75.20502,70.41702,68
12039,132.58149,113.5903,36.640089,4,6,5,5,5,6,4,4,91.13732,81.79709,82.04307,68
12040,132.56167,113.51633,36.625974,2,5,6,3,5,6,4,6,81.4245,72.41286,98.939095,42
12041,135.17617,113.46375,39.907429,1,3,5,4,4,4,4,4,86.74934,85.00871,86.85296,66
12042,135.23493,113.45227,39.845,1,3,4,2,4,5,5,6,87.83687,87.34526,69.78355,54
12043,135.21125,113.39259,39.938517,3,5,3,4,5,5,6,6,105.7077,67.61699,78.87325,53
12044,135.1165,113.38002,39.844067,2,4,3,4,3,6,3,6,87.753876,63.616425,97.11327,30
12045,135.13553,113.41961,39.890156,2,6,4,5,4,5,4,6,100.0393,68.34099,82.64565,53
12046,135.14309,113.38085,39.975683,4,6,6,6,6,5,6,4,104.089806,77.78442,68.09876,33
12047,135.16683,113.42009,39.993351,1,5,2,3,3,6,3,6,94.75959,83.453735,81.156425,68
12048,135.15987,113.39254,39.852862,2,3,5,5,5,5,5,5,101.249115,79.93641,77.273895,68
12049,135.23854,113.40065,39.971892,2,4,5,4,4,4,3,6,87.71654,90.01408,69.86858,55
12050,135.27111,113.50964,39.82967,1,4,6,5,6,5,6,5,82.29829,85.23366,79.82852,66
12051,137.916,113.38666,42.249941,1,5,4,4,4,4,4,5,88.67249,73.69444,90.522766,42
12052,137.84997,113.41077,42.333126,4,4,5,5,4,4,5,7,80.03335,58.399452,91.746254,30
